  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
  3.13        197.28         -0.00        -41.33        504.69          0.00       -132.77        696.11          0.00       -204.33
  3.14        196.35          0.00        -41.10        506.66          0.00       -133.18        701.16          0.00       -205.66
  3.15        195.41         -0.00        -40.89        508.61          0.00       -133.59        706.24          0.00       -206.99
  3.16        194.47          0.00        -40.68        510.56          0.00       -134.00        711.34          0.00       -208.33
  3.17        193.53          0.00        -40.48        512.50          0.00       -134.41        716.45          0.00       -209.67
  3.18        192.58         -0.00        -40.29        514.43          0.00       -134.81        721.59          0.00       -211.02
  3.19        191.64         -0.00        -40.10        516.36          0.00       -135.21        726.74          0.00       -212.37
  3.20        190.68          0.00        -39.91        518.27          0.00       -135.61        731.91          0.00       -213.72
  3.21        189.73         -0.00        -39.73        520.17          0.00       -136.01        737.11          0.00       -215.08
  3.22        188.77          0.00        -39.54        522.06          0.00       -136.41        742.32          0.00       -216.44
  3.23        187.81          0.00        -39.36        523.94          0.00       -136.80        747.55          0.00       -217.81
  3.24        186.85          0.00        -39.17        525.82          0.00       -137.19        752.80          0.00       -219.18
  3.25        185.89          0.00        -38.98        527.68          0.00       -137.58        758.06          0.00       -220.55
  3.26        184.92          0.00        -38.78        529.54          0.00       -137.97        763.35          0.00       -221.93
  3.27        183.96          0.00        -38.58        531.38          0.00       -138.36        768.65          0.00       -223.31
  3.28        182.99          0.00        -38.38        533.21          0.00       -138.75        773.98          0.00       -224.70
  3.29        182.03          0.00        -38.17        535.04          0.00       -139.13        779.32          0.00       -226.09
  3.30        181.06          0.00        -37.95        536.86          0.00       -139.51        784.68          0.00       -227.48
  3.31        180.10          0.00        -37.72        538.66          0.00       -139.89        790.06          0.00       -228.88
  3.32        179.14          0.00        -37.48        540.46          0.00       -140.26        795.45          0.00       -230.28
  3.33        178.17          0.00        -37.24        542.24          0.00       -140.64        800.86          0.00       -231.68
  3.34        177.21          0.00        -36.99        544.02          0.00       -141.01        806.30          0.00       -233.09
  3.35        176.25          0.00        -36.72        545.79          0.00       -141.38        811.75          0.00       -234.50
  3.36        175.28          0.00        -36.45        547.55          0.00       -141.74        817.21          0.00       -235.92
  3.37        174.32          0.00        -36.17        549.29          0.00       -142.11        822.70          0.00       -237.34
