  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 29.93        -22.76         -0.00          7.48        524.83          0.00         51.81      20152.39          0.00      -2010.20
 29.94        -22.74         -0.00          7.48        524.60          0.00         51.88      20157.64          0.00      -2009.68
 29.95        -22.73         -0.00          7.47        524.37          0.00         51.96      20162.88          0.00      -2009.16
 29.96        -22.72         -0.00          7.47        524.15          0.00         52.03      20168.12          0.00      -2008.64
 29.97        -22.70         -0.00          7.47        523.92          0.00         52.11      20173.36          0.00      -2008.12
 29.98        -22.69         -0.00          7.47        523.69          0.00         52.18      20178.60          0.00      -2007.60
 29.99        -22.68         -0.00          7.46        523.47          0.00         52.26      20183.84          0.00      -2007.08
 30.00        -22.66         -0.00          7.46        523.24          0.00         52.33      20189.07          0.00      -2006.56
 30.01        -22.65         -0.00          7.46        523.01          0.00         52.41      20194.30          0.00      -2006.03
 30.02        -22.64         -0.00          7.45        522.79          0.00         52.48      20199.53          0.00      -2005.51
 30.03        -22.62         -0.00          7.45        522.56          0.00         52.55      20204.76          0.00      -2004.98
 30.04        -22.61         -0.00          7.45        522.33          0.00         52.63      20209.98          0.00      -2004.46
 30.05        -22.60         -0.00          7.45        522.11          0.00         52.70      20215.21          0.00      -2003.93
 30.06        -22.58         -0.00          7.44        521.88          0.00         52.78      20220.43          0.00      -2003.40
 30.07        -22.57         -0.00          7.44        521.66          0.00         52.85      20225.64          0.00      -2002.88
 30.08        -22.56         -0.00          7.44        521.43          0.00         52.93      20230.86          0.00      -2002.35
 30.09        -22.54         -0.00          7.43        521.21          0.00         53.00      20236.07          0.00      -2001.82
 30.10        -22.53         -0.00          7.43        520.98          0.00         53.08      20241.28          0.00      -2001.29
 30.11        -22.52         -0.00          7.43        520.75          0.00         53.15      20246.49          0.00      -2000.76
 30.12        -22.51         -0.00          7.43        520.53          0.00         53.22      20251.70          0.00      -2000.22
 30.13        -22.49         -0.00          7.42        520.30          0.00         53.30      20256.90          0.00      -1999.69
 30.14        -22.48         -0.00          7.42        520.08          0.00         53.37      20262.10          0.00      -1999.16
 30.15        -22.47         -0.00          7.42        519.86          0.00         53.45      20267.30          0.00      -1998.62
 30.16        -22.45         -0.00          7.42        519.63          0.00         53.52      20272.50          0.00      -1998.09
 30.17        -22.44         -0.00          7.41        519.41          0.00         53.60      20277.70          0.00      -1997.55
 30.18        -22.43         -0.00          7.41        519.18          0.00         53.67      20282.89          0.00      -1997.02
 30.19        -22.41         -0.00          7.41        518.96          0.00         53.74      20288.08          0.00      -1996.48
 30.20        -22.40         -0.00          7.40        518.73          0.00         53.82      20293.27          0.00      -1995.94
 30.21        -22.39         -0.00          7.40        518.51          0.00         53.89      20298.45          0.00      -1995.40
 30.22        -22.37         -0.00          7.40        518.29          0.00         53.97      20303.64          0.00      -1994.86
 30.23        -22.36         -0.00          7.40        518.06          0.00         54.04      20308.82          0.00      -1994.32
 30.24        -22.35         -0.00          7.39        517.84          0.00         54.11      20314.00          0.00      -1993.78
 30.25        -22.33         -0.00          7.39        517.62          0.00         54.19      20319.18          0.00      -1993.24
 30.26        -22.32         -0.00          7.39        517.39          0.00         54.26      20324.35          0.00      -1992.70
 30.27        -22.31         -0.00          7.38        517.17          0.00         54.33      20329.52          0.00      -1992.16
 30.28        -22.30         -0.00          7.38        516.95          0.00         54.41      20334.70          0.00      -1991.61
 30.29        -22.28         -0.00          7.38        516.72          0.00         54.48      20339.86          0.00      -1991.07
 30.30        -22.27         -0.00          7.38        516.50          0.00         54.56      20345.03          0.00      -1990.52
 30.31        -22.26         -0.00          7.37        516.28          0.00         54.63      20350.19          0.00      -1989.98
 30.32        -22.24         -0.00          7.37        516.05          0.00         54.70      20355.36          0.00      -1989.43
 30.33        -22.23         -0.00          7.37        515.83          0.00         54.78      20360.51          0.00      -1988.88
 30.34        -22.22         -0.00          7.36        515.61          0.00         54.85      20365.67          0.00      -1988.33
 30.35        -22.20         -0.00          7.36        515.39          0.00         54.92      20370.83          0.00      -1987.79
 30.36        -22.19         -0.00          7.36        515.17          0.00         55.00      20375.98          0.00      -1987.24
 30.37        -22.18         -0.00          7.36        514.94          0.00         55.07      20381.13          0.00      -1986.69
 30.38        -22.17         -0.00          7.35        514.72          0.00         55.15      20386.28          0.00      -1986.13
 30.39        -22.15         -0.00          7.35        514.50          0.00         55.22      20391.42          0.00      -1985.58
 30.40        -22.14         -0.00          7.35        514.28          0.00         55.29      20396.57          0.00      -1985.03
 30.41        -22.13         -0.00          7.35        514.06          0.00         55.37      20401.71          0.00      -1984.48
 30.42        -22.11         -0.00          7.34        513.84          0.00         55.44      20406.85          0.00      -1983.92
 30.43        -22.10         -0.00          7.34        513.62          0.00         55.51      20411.99          0.00      -1983.37
 30.44        -22.09         -0.00          7.34        513.40          0.00         55.59      20417.12          0.00      -1982.81
 30.45        -22.07         -0.00          7.33        513.17          0.00         55.66      20422.25          0.00      -1982.26
 30.46        -22.06         -0.00          7.33        512.95          0.00         55.73      20427.39          0.00      -1981.70
 30.47        -22.05         -0.00          7.33        512.73          0.00         55.81      20432.51          0.00      -1981.14
 30.48        -22.04         -0.00          7.33        512.51          0.00         55.88      20437.64          0.00      -1980.58
 30.49        -22.02         -0.00          7.32        512.29          0.00         55.95      20442.76          0.00      -1980.02
 30.50        -22.01         -0.00          7.32        512.07          0.00         56.03      20447.89          0.00      -1979.46
 30.51        -22.00         -0.00          7.32        511.85          0.00         56.10      20453.01          0.00      -1978.90
 30.52        -21.98         -0.00          7.32        511.63          0.00         56.17      20458.12          0.00      -1978.34
 30.53        -21.97         -0.00          7.31        511.41          0.00         56.25      20463.24          0.00      -1977.78
 30.54        -21.96         -0.00          7.31        511.19          0.00         56.32      20468.35          0.00      -1977.22
 30.55        -21.95         -0.00          7.31        510.97          0.00         56.39      20473.46          0.00      -1976.65
 30.56        -21.93         -0.00          7.30        510.75          0.00         56.46      20478.57          0.00      -1976.09
 30.57        -21.92         -0.00          7.30        510.53          0.00         56.54      20483.68          0.00      -1975.52
 30.58        -21.91         -0.00          7.30        510.32          0.00         56.61      20488.78          0.00      -1974.96
 30.59        -21.89         -0.00          7.30        510.10          0.00         56.68      20493.88          0.00      -1974.39
 30.60        -21.88         -0.00          7.29        509.88          0.00         56.76      20498.98          0.00      -1973.83
 30.61        -21.87         -0.00          7.29        509.66          0.00         56.83      20504.08          0.00      -1973.26
 30.62        -21.86         -0.00          7.29        509.44          0.00         56.90      20509.18          0.00      -1972.69
 30.63        -21.84         -0.00          7.29        509.22          0.00         56.98      20514.27          0.00      -1972.12
 30.64        -21.83         -0.00          7.28        509.00          0.00         57.05      20519.36          0.00      -1971.55
 30.65        -21.82         -0.00          7.28        508.79          0.00         57.12      20524.45          0.00      -1970.98
 30.66        -21.81         -0.00          7.28        508.57          0.00         57.19      20529.54          0.00      -1970.41
 30.67        -21.79         -0.00          7.27        508.35          0.00         57.27      20534.62          0.00      -1969.83
 30.68        -21.78         -0.00          7.27        508.13          0.00         57.34      20539.70          0.00      -1969.26
 30.69        -21.77         -0.00          7.27        507.91          0.00         57.41      20544.78          0.00      -1968.69
 30.70        -21.75         -0.00          7.27        507.70          0.00         57.48      20549.86          0.00      -1968.11
 30.71        -21.74         -0.00          7.26        507.48          0.00         57.56      20554.94          0.00      -1967.54
 30.72        -21.73         -0.00          7.26        507.26          0.00         57.63      20560.01          0.00      -1966.96
 30.73        -21.72         -0.00          7.26        507.04          0.00         57.70      20565.08          0.00      -1966.39
 30.74        -21.70         -0.00          7.26        506.83          0.00         57.78      20570.15          0.00      -1965.81
 30.75        -21.69         -0.00          7.25        506.61          0.00         57.85      20575.22          0.00      -1965.23
 30.76        -21.68         -0.00          7.25        506.39          0.00         57.92      20580.28          0.00      -1964.65
 30.77        -21.67         -0.00          7.25        506.18          0.00         57.99      20585.35          0.00      -1964.07
 30.78        -21.65         -0.00          7.24        505.96          0.00         58.07      20590.41          0.00      -1963.49
 30.79        -21.64         -0.00          7.24        505.74          0.00         58.14      20595.47          0.00      -1962.91
 30.80        -21.63         -0.00          7.24        505.53          0.00         58.21      20600.52          0.00      -1962.33
 30.81        -21.62         -0.00          7.24        505.31          0.00         58.28      20605.58          0.00      -1961.75
 30.82        -21.60         -0.00          7.23        505.09          0.00         58.35      20610.63          0.00      -1961.16
 30.83        -21.59         -0.00          7.23        504.88          0.00         58.43      20615.68          0.00      -1960.58
 30.84        -21.58         -0.00          7.23        504.66          0.00         58.50      20620.73          0.00      -1959.99
 30.85        -21.57         -0.00          7.23        504.45          0.00         58.57      20625.77          0.00      -1959.41
 30.86        -21.55         -0.00          7.22        504.23          0.00         58.64      20630.82          0.00      -1958.82
 30.87        -21.54         -0.00          7.22        504.02          0.00         58.72      20635.86          0.00      -1958.24
 30.88        -21.53         -0.00          7.22        503.80          0.00         58.79      20640.90          0.00      -1957.65
 30.89        -21.52         -0.00          7.22        503.59          0.00         58.86      20645.93          0.00      -1957.06
 30.90        -21.50         -0.00          7.21        503.37          0.00         58.93      20650.97          0.00      -1956.47
 30.91        -21.49         -0.00          7.21        503.15          0.00         59.00      20656.00          0.00      -1955.88
 30.92        -21.48         -0.00          7.21        502.94          0.00         59.08      20661.03          0.00      -1955.29
 30.93        -21.47         -0.00          7.20        502.73          0.00         59.15      20666.06          0.00      -1954.70
 30.94        -21.45         -0.00          7.20        502.51          0.00         59.22      20671.09          0.00      -1954.11
 30.95        -21.44         -0.00          7.20        502.30          0.00         59.29      20676.11          0.00      -1953.52
 30.96        -21.43         -0.00          7.20        502.08          0.00         59.36      20681.13          0.00      -1952.92
 30.97        -21.42         -0.00          7.19        501.87          0.00         59.44      20686.15          0.00      -1952.33
 30.98        -21.40         -0.00          7.19        501.65          0.00         59.51      20691.17          0.00      -1951.73
 30.99        -21.39         -0.00          7.19        501.44          0.00         59.58      20696.18          0.00      -1951.14
 31.00        -21.38         -0.00          7.19        501.23          0.00         59.65      20701.20          0.00      -1950.54
 31.01        -21.37         -0.00          7.18        501.01          0.00         59.72      20706.21          0.00      -1949.95
 31.02        -21.35         -0.00          7.18        500.80          0.00         59.80      20711.22          0.00      -1949.35
 31.03        -21.34         -0.00          7.18        500.59          0.00         59.87      20716.22          0.00      -1948.75
 31.04        -21.33         -0.00          7.18        500.37          0.00         59.94      20721.23          0.00      -1948.15
 31.05        -21.32         -0.00          7.17        500.16          0.00         60.01      20726.23          0.00      -1947.55
 31.06        -21.30         -0.00          7.17        499.95          0.00         60.08      20731.23          0.00      -1946.95
 31.07        -21.29         -0.00          7.17        499.73          0.00         60.15      20736.23          0.00      -1946.35
 31.08        -21.28         -0.00          7.17        499.52          0.00         60.23      20741.23          0.00      -1945.75
 31.09        -21.27         -0.00          7.16        499.31          0.00         60.30      20746.22          0.00      -1945.14
 31.10        -21.26         -0.00          7.16        499.09          0.00         60.37      20751.21          0.00      -1944.54
 31.11        -21.24         -0.00          7.16        498.88          0.00         60.44      20756.20          0.00      -1943.94
 31.12        -21.23         -0.00          7.15        498.67          0.00         60.51      20761.19          0.00      -1943.33
 31.13        -21.22         -0.00          7.15        498.46          0.00         60.58      20766.18          0.00      -1942.73
 31.14        -21.21         -0.00          7.15        498.24          0.00         60.66      20771.16          0.00      -1942.12
 31.15        -21.19         -0.00          7.15        498.03          0.00         60.73      20776.14          0.00      -1941.51
 31.16        -21.18         -0.00          7.14        497.82          0.00         60.80      20781.12          0.00      -1940.91
 31.17        -21.17         -0.00          7.14        497.61          0.00         60.87      20786.10          0.00      -1940.30
 31.18        -21.16         -0.00          7.14        497.40          0.00         60.94      20791.07          0.00      -1939.69
 31.19        -21.15         -0.00          7.14        497.19          0.00         61.01      20796.05          0.00      -1939.08
 31.20        -21.13         -0.00          7.13        496.97          0.00         61.08      20801.02          0.00      -1938.47
 31.21        -21.12         -0.00          7.13        496.76          0.00         61.16      20805.99          0.00      -1937.86
 31.22        -21.11         -0.00          7.13        496.55          0.00         61.23      20810.95          0.00      -1937.25
 31.23        -21.10         -0.00          7.13        496.34          0.00         61.30      20815.92          0.00      -1936.63
 31.24        -21.08         -0.00          7.12        496.13          0.00         61.37      20820.88          0.00      -1936.02
 31.25        -21.07         -0.00          7.12        495.92          0.00         61.44      20825.84          0.00      -1935.41
 31.26        -21.06         -0.00          7.12        495.71          0.00         61.51      20830.80          0.00      -1934.79
 31.27        -21.05         -0.00          7.12        495.50          0.00         61.58      20835.75          0.00      -1934.17
 31.28        -21.04         -0.00          7.12        495.29          0.00         61.65      20840.71          0.00      -1933.56
 31.29        -21.03         -0.00          7.11        495.08          0.00         61.73      20845.66          0.00      -1932.94
 31.30        -21.02         -0.00          7.11        494.87          0.00         61.80      20850.61          0.00      -1932.32
 31.31        -21.02         -0.00          7.11        494.66          0.00         61.87      20855.56          0.00      -1931.71
 31.32        -21.01         -0.00          7.10        494.45          0.00         61.94      20860.50          0.00      -1931.09
 31.33        -21.00         -0.00          7.10        494.24          0.00         62.01      20865.45          0.00      -1930.47
 31.34        -21.00         -0.00          7.09        494.03          0.00         62.08      20870.39          0.00      -1929.85
 31.35        -20.99         -0.00          7.09        493.82          0.00         62.15      20875.33          0.00      -1929.23
 31.36        -20.98         -0.00          7.08        493.61          0.00         62.22      20880.26          0.00      -1928.60
 31.37        -20.98         -0.00          7.08        493.40          0.00         62.29      20885.20          0.00      -1927.98
 31.38        -20.97         -0.00          7.07        493.19          0.00         62.36      20890.13          0.00      -1927.36
 31.39        -20.96         -0.00          7.07        492.98          0.00         62.43      20895.06          0.00      -1926.73
 31.40        -20.96         -0.00          7.06        492.77          0.00         62.51      20899.99          0.00      -1926.11
 31.41        -20.95         -0.00          7.06        492.56          0.00         62.58      20904.92          0.00      -1925.48
 31.42        -20.94         -0.00          7.05        492.35          0.00         62.65      20909.84          0.00      -1924.86
 31.43        -20.94         -0.00          7.05        492.14          0.00         62.72      20914.76          0.00      -1924.23
 31.44        -20.93         -0.00          7.05        491.93          0.00         62.79      20919.68          0.00      -1923.60
 31.45        -20.92         -0.00          7.04        491.72          0.00         62.86      20924.60          0.00      -1922.97
 31.46        -20.92         -0.00          7.04        491.51          0.00         62.93      20929.52          0.00      -1922.35
 31.47        -20.91         -0.00          7.03        491.30          0.00         63.00      20934.43          0.00      -1921.72
 31.48        -20.90         -0.00          7.03        491.09          0.00         63.07      20939.34          0.00      -1921.09
 31.49        -20.90         -0.00          7.03        490.88          0.00         63.14      20944.25          0.00      -1920.45
 31.50        -20.89         -0.00          7.02        490.68          0.00         63.21      20949.16          0.00      -1919.82
 31.51        -20.88         -0.00          7.02        490.47          0.00         63.28      20954.07          0.00      -1919.19
 31.52        -20.88         -0.00          7.02        490.26          0.00         63.35      20958.97          0.00      -1918.56
 31.53        -20.87         -0.00          7.02        490.05          0.00         63.42      20963.87          0.00      -1917.92
 31.54        -20.86         -0.00          7.01        489.84          0.00         63.49      20968.77          0.00      -1917.29
 31.55        -20.86         -0.00          7.01        489.63          0.00         63.56      20973.67          0.00      -1916.65
 31.56        -20.85         -0.00          7.01        489.42          0.00         63.63      20978.57          0.00      -1916.02
 31.57        -20.84         -0.00          7.01        489.22          0.00         63.70      20983.46          0.00      -1915.38
 31.58        -20.84         -0.00          7.00        489.01          0.00         63.77      20988.35          0.00      -1914.74
 31.59        -20.83         -0.00          7.00        488.80          0.00         63.84      20993.24          0.00      -1914.11
 31.60        -20.82         -0.00          7.00        488.59          0.00         63.91      20998.13          0.00      -1913.47
 31.61        -20.82         -0.00          7.00        488.38          0.00         63.98      21003.01          0.00      -1912.83
 31.62        -20.81         -0.00          7.00        488.17          0.00         64.05      21007.89          0.00      -1912.19
 31.63        -20.80         -0.00          6.99        487.97          0.00         64.12      21012.77          0.00      -1911.55
 31.64        -20.80         -0.00          6.99        487.76          0.00         64.19      21017.65          0.00      -1910.91
 31.65        -20.79         -0.00          6.99        487.55          0.00         64.26      21022.53          0.00      -1910.26
 31.66        -20.78         -0.00          6.99        487.34          0.00         64.33      21027.40          0.00      -1909.62
 31.67        -20.78         -0.00          6.99        487.13          0.00         64.40      21032.28          0.00      -1908.98
 31.68        -20.77         -0.00          6.98        486.93          0.00         64.47      21037.15          0.00      -1908.33
 31.69        -20.76         -0.00          6.98        486.72          0.00         64.54      21042.01          0.00      -1907.69
 31.70        -20.75         -0.00          6.98        486.51          0.00         64.61      21046.88          0.00      -1907.04
 31.71        -20.75         -0.00          6.97        486.30          0.00         64.68      21051.75          0.00      -1906.39
 31.72        -20.74         -0.00          6.97        486.10          0.00         64.75      21056.61          0.00      -1905.75
 31.73        -20.73         -0.00          6.97        485.89          0.00         64.82      21061.47          0.00      -1905.10
 31.74        -20.73         -0.00          6.96        485.68          0.00         64.89      21066.32          0.00      -1904.45
 31.75        -20.72         -0.00          6.96        485.47          0.00         64.96      21071.18          0.00      -1903.80
 31.76        -20.71         -0.00          6.96        485.27          0.00         65.03      21076.03          0.00      -1903.15
 31.77        -20.71         -0.00          6.95        485.06          0.00         65.10      21080.89          0.00      -1902.50
 31.78        -20.70         -0.00          6.95        484.85          0.00         65.17      21085.74          0.00      -1901.85
 31.79        -20.69         -0.00          6.94        484.65          0.00         65.24      21090.58          0.00      -1901.20
 31.80        -20.69         -0.00          6.94        484.44          0.00         65.31      21095.43          0.00      -1900.55
 31.81        -20.68         -0.00          6.94        484.23          0.00         65.38      21100.27          0.00      -1899.89
 31.82        -20.67         -0.00          6.93        484.03          0.00         65.44      21105.11          0.00      -1899.24
 31.83        -20.66         -0.00          6.93        483.82          0.00         65.51      21109.95          0.00      -1898.58
 31.84        -20.66         -0.00          6.92        483.61          0.00         65.58      21114.79          0.00      -1897.93
 31.85        -20.65         -0.00          6.92        483.41          0.00         65.65      21119.62          0.00      -1897.27
 31.86        -20.64         -0.00          6.92        483.20          0.00         65.72      21124.46          0.00      -1896.61
 31.87        -20.64         -0.00          6.91        482.99          0.00         65.79      21129.29          0.00      -1895.96
 31.88        -20.63         -0.00          6.91        482.79          0.00         65.86      21134.12          0.00      -1895.30
 31.89        -20.62         -0.00          6.91        482.58          0.00         65.93      21138.94          0.00      -1894.64
 31.90        -20.62         -0.00          6.90        482.37          0.00         66.00      21143.77          0.00      -1893.98
 31.91        -20.61         -0.00          6.90        482.17          0.00         66.07      21148.59          0.00      -1893.32
 31.92        -20.60         -0.00          6.90        481.96          0.00         66.14      21153.41          0.00      -1892.66
 31.93        -20.60         -0.00          6.89        481.76          0.00         66.20      21158.23          0.00      -1892.00
 31.94        -20.59         -0.00          6.89        481.55          0.00         66.27      21163.05          0.00      -1891.33
 31.95        -20.58         -0.00          6.89        481.34          0.00         66.34      21167.86          0.00      -1890.67
 31.96        -20.57         -0.00          6.88        481.14          0.00         66.41      21172.67          0.00      -1890.01
 31.97        -20.57         -0.00          6.88        480.93          0.00         66.48      21177.48          0.00      -1889.34
 31.98        -20.56         -0.00          6.88        480.73          0.00         66.55      21182.29          0.00      -1888.68
 31.99        -20.55         -0.00          6.88        480.52          0.00         66.62      21187.10          0.00      -1888.01
 32.00        -20.55         -0.00          6.87        480.32          0.00         66.69      21191.90          0.00      -1887.35
 32.01        -20.54         -0.00          6.87        480.11          0.00         66.76      21196.71          0.00      -1886.68
 32.02        -20.53         -0.00          6.87        479.91          0.00         66.82      21201.51          0.00      -1886.01
 32.03        -20.53         -0.00          6.87        479.70          0.00         66.89      21206.30          0.00      -1885.34
 32.04        -20.52         -0.00          6.86        479.50          0.00         66.96      21211.10          0.00      -1884.67
 32.05        -20.51         -0.00          6.86        479.29          0.00         67.03      21215.89          0.00      -1884.00
 32.06        -20.51         -0.00          6.86        479.08          0.00         67.10      21220.69          0.00      -1883.33
 32.07        -20.50         -0.00          6.86        478.88          0.00         67.17      21225.48          0.00      -1882.66
 32.08        -20.49         -0.00          6.85        478.67          0.00         67.24      21230.26          0.00      -1881.99
 32.09        -20.48         -0.00          6.85        478.47          0.00         67.30      21235.05          0.00      -1881.32
 32.10        -20.48         -0.00          6.85        478.27          0.00         67.37      21239.83          0.00      -1880.64
 32.11        -20.47         -0.00          6.85        478.06          0.00         67.44      21244.61          0.00      -1879.97
 32.12        -20.46         -0.00          6.84        477.86          0.00         67.51      21249.39          0.00      -1879.29
 32.13        -20.46         -0.00          6.84        477.65          0.00         67.58      21254.17          0.00      -1878.62
 32.14        -20.45         -0.00          6.84        477.45          0.00         67.65      21258.95          0.00      -1877.94
 32.15        -20.44         -0.00          6.83        477.24          0.00         67.71      21263.72          0.00      -1877.27
 32.16        -20.44         -0.00          6.83        477.04          0.00         67.78      21268.49          0.00      -1876.59
 32.17        -20.43         -0.00          6.83        476.83          0.00         67.85      21273.26          0.00      -1875.91
 32.18        -20.42         -0.00          6.82        476.63          0.00         67.92      21278.03          0.00      -1875.23
 32.19        -20.41         -0.00          6.82        476.43          0.00         67.99      21282.79          0.00      -1874.55
 32.20        -20.41         -0.00          6.82        476.22          0.00         68.06      21287.56          0.00      -1873.87
 32.21        -20.40         -0.00          6.81        476.02          0.00         68.12      21292.32          0.00      -1873.19
 32.22        -20.39         -0.00          6.81        475.81          0.00         68.19      21297.08          0.00      -1872.51
 32.23        -20.39         -0.00          6.81        475.61          0.00         68.26      21301.83          0.00      -1871.83
 32.24        -20.38         -0.00          6.80        475.41          0.00         68.33      21306.59          0.00      -1871.14
 32.25        -20.37         -0.00          6.80        475.20          0.00         68.40      21311.34          0.00      -1870.46
 32.26        -20.36         -0.00          6.79        475.00          0.00         68.46      21316.09          0.00      -1869.78
 32.27        -20.36         -0.00          6.79        474.79          0.00         68.53      21320.84          0.00      -1869.09
 32.28        -20.35         -0.00          6.79        474.59          0.00         68.60      21325.59          0.00      -1868.41
 32.29        -20.34         -0.00          6.78        474.39          0.00         68.67      21330.33          0.00      -1867.72
 32.30        -20.34         -0.00          6.78        474.18          0.00         68.74      21335.08          0.00      -1867.03
 32.31        -20.33         -0.00          6.78        473.98          0.00         68.80      21339.82          0.00      -1866.34
 32.32        -20.32         -0.00          6.77        473.78          0.00         68.87      21344.56          0.00      -1865.66
 32.33        -20.32         -0.00          6.77        473.57          0.00         68.94      21349.29          0.00      -1864.97
 32.34        -20.31         -0.00          6.77        473.37          0.00         69.01      21354.03          0.00      -1864.28
 32.35        -20.30         -0.00          6.77        473.17          0.00         69.07      21358.76          0.00      -1863.59
 32.36        -20.29         -0.00          6.76        472.96          0.00         69.14      21363.49          0.00      -1862.90
 32.37        -20.29         -0.00          6.76        472.76          0.00         69.21      21368.22          0.00      -1862.20
 32.38        -20.28         -0.00          6.76        472.56          0.00         69.28      21372.95          0.00      -1861.51
 32.39        -20.27         -0.00          6.75        472.36          0.00         69.34      21377.67          0.00      -1860.82
 32.40        -20.27         -0.00          6.75        472.15          0.00         69.41      21382.39          0.00      -1860.12
 32.41        -20.26         -0.00          6.75        471.95          0.00         69.48      21387.11          0.00      -1859.43
 32.42        -20.25         -0.00          6.75        471.75          0.00         69.55      21391.83          0.00      -1858.73
 32.43        -20.24         -0.00          6.74        471.55          0.00         69.61      21396.55          0.00      -1858.04
 32.44        -20.24         -0.00          6.74        471.34          0.00         69.68      21401.26          0.00      -1857.34
 32.45        -20.23         -0.00          6.74        471.14          0.00         69.75      21405.98          0.00      -1856.65
 32.46        -20.22         -0.00          6.73        470.94          0.00         69.82      21410.69          0.00      -1855.95
 32.47        -20.22         -0.00          6.73        470.74          0.00         69.88      21415.39          0.00      -1855.25
 32.48        -20.21         -0.00          6.73        470.53          0.00         69.95      21420.10          0.00      -1854.55
 32.49        -20.20         -0.00          6.73        470.33          0.00         70.02      21424.81          0.00      -1853.85
 32.50        -20.19         -0.00          6.72        470.13          0.00         70.09      21429.51          0.00      -1853.15
 32.51        -20.19         -0.00          6.72        469.93          0.00         70.15      21434.21          0.00      -1852.45
 32.52        -20.18         -0.00          6.72        469.73          0.00         70.22      21438.91          0.00      -1851.75
 32.53        -20.17         -0.00          6.71        469.53          0.00         70.29      21443.60          0.00      -1851.04
 32.54        -20.17         -0.00          6.71        469.32          0.00         70.35      21448.30          0.00      -1850.34
 32.55        -20.16         -0.00          6.71        469.12          0.00         70.42      21452.99          0.00      -1849.64
 32.56        -20.15         -0.00          6.71        468.92          0.00         70.49      21457.68          0.00      -1848.93
 32.57        -20.14         -0.00          6.70        468.72          0.00         70.56      21462.37          0.00      -1848.23
 32.58        -20.14         -0.00          6.70        468.52          0.00         70.62      21467.05          0.00      -1847.52
 32.59        -20.13         -0.00          6.70        468.32          0.00         70.69      21471.74          0.00      -1846.81
 32.60        -20.12         -0.00          6.69        468.11          0.00         70.76      21476.42          0.00      -1846.11
 32.61        -20.12         -0.00          6.69        467.91          0.00         70.82      21481.10          0.00      -1845.40
 32.62        -20.11         -0.00          6.69        467.71          0.00         70.89      21485.78          0.00      -1844.69
 32.63        -20.10         -0.00          6.68        467.51          0.00         70.96      21490.45          0.00      -1843.98
 32.64        -20.09         -0.00          6.68        467.31          0.00         71.02      21495.13          0.00      -1843.27
 32.65        -20.09         -0.00          6.68        467.11          0.00         71.09      21499.80          0.00      -1842.56
 32.66        -20.08         -0.00          6.67        466.91          0.00         71.16      21504.47          0.00      -1841.85
 32.67        -20.07         -0.00          6.67        466.71          0.00         71.22      21509.14          0.00      -1841.14
 32.68        -20.07         -0.00          6.67        466.51          0.00         71.29      21513.81          0.00      -1840.43
 32.69        -20.06         -0.00          6.66        466.31          0.00         71.36      21518.47          0.00      -1839.71
 32.70        -20.05         -0.00          6.66        466.11          0.00         71.42      21523.13          0.00      -1839.00
 32.71        -20.04         -0.00          6.66        465.91          0.00         71.49      21527.79          0.00      -1838.28
 32.72        -20.04         -0.00          6.65        465.71          0.00         71.56      21532.45          0.00      -1837.57
 32.73        -20.03         -0.00          6.65        465.50          0.00         71.62      21537.11          0.00      -1836.85
 32.74        -20.02         -0.00          6.65        465.30          0.00         71.69      21541.76          0.00      -1836.14
 32.75        -20.01         -0.00          6.65        465.10          0.00         71.76      21546.41          0.00      -1835.42
 32.76        -20.01         -0.00          6.64        464.90          0.00         71.82      21551.06          0.00      -1834.70
 32.77        -20.00         -0.00          6.64        464.70          0.00         71.89      21555.71          0.00      -1833.98
 32.78        -19.99         -0.00          6.64        464.50          0.00         71.96      21560.36          0.00      -1833.26
 32.79        -19.99         -0.00          6.63        464.30          0.00         72.02      21565.00          0.00      -1832.54
 32.80        -19.98         -0.00          6.63        464.10          0.00         72.09      21569.64          0.00      -1831.82
 32.81        -19.97         -0.00          6.63        463.90          0.00         72.16      21574.28          0.00      -1831.10
 32.82        -19.96         -0.00          6.62        463.71          0.00         72.22      21578.92          0.00      -1830.38
 32.83        -19.96         -0.00          6.62        463.51          0.00         72.29      21583.56          0.00      -1829.66
 32.84        -19.95         -0.00          6.62        463.31          0.00         72.35      21588.19          0.00      -1828.93
 32.85        -19.94         -0.00          6.62        463.11          0.00         72.42      21592.82          0.00      -1828.21
 32.86        -19.94         -0.00          6.61        462.91          0.00         72.49      21597.45          0.00      -1827.49
 32.87        -19.93         -0.00          6.61        462.71          0.00         72.55      21602.08          0.00      -1826.76
 32.88        -19.92         -0.00          6.61        462.51          0.00         72.62      21606.71          0.00      -1826.03
 32.89        -19.91         -0.00          6.60        462.31          0.00         72.68      21611.33          0.00      -1825.31
 32.90        -19.91         -0.00          6.60        462.11          0.00         72.75      21615.95          0.00      -1824.58
 32.91        -19.90         -0.00          6.60        461.91          0.00         72.82      21620.57          0.00      -1823.85
 32.92        -19.89         -0.00          6.60        461.71          0.00         72.88      21625.19          0.00      -1823.12
 32.93        -19.88         -0.00          6.59        461.51          0.00         72.95      21629.81          0.00      -1822.39
 32.94        -19.88         -0.00          6.59        461.31          0.00         73.01      21634.42          0.00      -1821.66
