           m(kg)         x_cg(m)     Ixx(kg-m^2)     Iyy(kg-m^2)
          352.33            2.41            7.93          508.25
          352.24            2.41            7.92          508.16
          352.14            2.41            7.92          508.07
          352.04            2.41            7.92          507.98
          351.94            2.41            7.92          507.89
          351.84            2.41            7.92          507.80
          351.75            2.41            7.92          507.71
          351.65            2.41            7.91          507.63
          351.55            2.41            7.91          507.54
          351.45            2.41            7.91          507.45
          351.35            2.41            7.91          507.36
          351.26            2.41            7.91          507.27
          351.16            2.41            7.91          507.18
          351.06            2.41            7.91          507.09
          350.96            2.41            7.90          507.00
          350.86            2.41            7.90          506.91
          350.77            2.41            7.90          506.83
          350.67            2.41            7.90          506.74
          350.57            2.41            7.90          506.65
          350.47            2.41            7.90          506.56
          350.37            2.41            7.90          506.47
          350.28            2.41            7.89          506.38
          350.18            2.41            7.89          506.29
          350.08            2.41            7.89          506.20
          349.98            2.41            7.89          506.11
          349.88            2.41            7.89          506.03
          349.79            2.41            7.89          505.94
          349.69            2.41            7.88          505.85
          349.59            2.41            7.88          505.76
          349.49            2.41            7.88          505.67
          349.39            2.41            7.88          505.58
          349.30            2.40            7.88          505.49
          349.20            2.40            7.88          505.40
          349.10            2.40            7.88          505.31
          349.00            2.40            7.87          505.22
          348.90            2.40            7.87          505.14
          348.81            2.40            7.87          505.05
          348.71            2.40            7.87          504.96
          348.61            2.40            7.87          504.87
          348.51            2.40            7.87          504.78
          348.41            2.40            7.87          504.69
          348.31            2.40            7.86          504.60
          348.22            2.40            7.86          504.51
          348.12            2.40            7.86          504.42
          348.02            2.40            7.86          504.33
          347.92            2.40            7.86          504.24
          347.82            2.40            7.86          504.15
          347.72            2.40            7.85          504.07
          347.63            2.40            7.85          503.98
          347.53            2.40            7.85          503.89
          347.43            2.40            7.85          503.80
          347.33            2.40            7.85          503.71
          347.23            2.40            7.85          503.62
          347.13            2.40            7.85          503.53
          347.04            2.40            7.84          503.44
          346.94            2.40            7.84          503.35
          346.84            2.40            7.84          503.26
          346.74            2.40            7.84          503.17
          346.64            2.40            7.84          503.08
          346.54            2.40            7.84          502.99
          346.45            2.40            7.84          502.91
          346.35            2.40            7.83          502.82
          346.25            2.40            7.83          502.73
          346.15            2.40            7.83          502.64
          346.05            2.40            7.83          502.55
          345.95            2.40            7.83          502.46
          345.85            2.40            7.83          502.37
          345.76            2.40            7.82          502.28
          345.66            2.40            7.82          502.19
          345.56            2.40            7.82          502.10
          345.46            2.40            7.82          502.01
          345.36            2.40            7.82          501.92
          345.27            2.40            7.82          501.84
          345.17            2.40            7.82          501.75
          345.07            2.40            7.81          501.66
          344.97            2.40            7.81          501.57
          344.88            2.40            7.81          501.48
          344.78            2.40            7.81          501.39
          344.68            2.40            7.81          501.30
          344.58            2.40            7.81          501.22
          344.49            2.40            7.81          501.13
          344.39            2.40            7.80          501.04
          344.29            2.40            7.80          500.95
          344.19            2.40            7.80          500.86
          344.10            2.40            7.80          500.77
          344.00            2.40            7.80          500.69
          343.90            2.40            7.80          500.60
          343.81            2.40            7.79          500.51
          343.71            2.40            7.79          500.42
          343.61            2.40            7.79          500.33
          343.51            2.40            7.79          500.25
          343.42            2.40            7.79          500.16
          343.32            2.40            7.79          500.07
          343.22            2.40            7.79          499.98
          343.13            2.40            7.78          499.90
          343.03            2.40            7.78          499.81
          342.93            2.40            7.78          499.72
          342.84            2.40            7.78          499.63
          342.74            2.40            7.78          499.55
          342.65            2.40            7.78          499.46
          342.55            2.40            7.78          499.37
          342.45            2.40            7.77          499.28
          342.36            2.40            7.77          499.20
          342.26            2.40            7.77          499.11
          342.17            2.40            7.77          499.02
          342.07            2.40            7.77          498.94
          341.97            2.40            7.77          498.85
          341.88            2.40            7.77          498.76
          341.78            2.40            7.76          498.68
          341.69            2.40            7.76          498.59
          341.59            2.40            7.76          498.50
          341.50            2.40            7.76          498.42
          341.40            2.40            7.76          498.33
          341.30            2.40            7.76          498.24
          341.21            2.40            7.76          498.16
          341.11            2.40            7.75          498.07
          341.02            2.40            7.75          497.98
          340.92            2.40            7.75          497.90
          340.83            2.40            7.75          497.81
          340.73            2.40            7.75          497.72
          340.64            2.40            7.75          497.64
          340.54            2.40            7.75          497.55
          340.45            2.40            7.74          497.47
          340.35            2.40            7.74          497.38
          340.26            2.40            7.74          497.29
          340.16            2.40            7.74          497.21
          340.07            2.40            7.74          497.12
          339.98            2.40            7.74          497.04
          339.88            2.40            7.74          496.95
          339.79            2.40            7.73          496.87
          339.69            2.40            7.73          496.78
          339.60            2.40            7.73          496.69
          339.50            2.40            7.73          496.61
          339.41            2.40            7.73          496.52
          339.32            2.39            7.73          496.44
          339.22            2.39            7.72          496.35
          339.13            2.39            7.72          496.27
          339.03            2.39            7.72          496.18
          338.94            2.39            7.72          496.10
          338.85            2.39            7.72          496.01
          338.75            2.39            7.72          495.93
          338.66            2.39            7.72          495.84
          338.57            2.39            7.71          495.76
          338.47            2.39            7.71          495.67
          338.38            2.39            7.71          495.59
          338.28            2.39            7.71          495.50
          338.19            2.39            7.71          495.42
          338.10            2.39            7.71          495.33
          338.00            2.39            7.71          495.25
          337.91            2.39            7.70          495.16
          337.82            2.39            7.70          495.08
          337.73            2.39            7.70          494.99
          337.63            2.39            7.70          494.91
          337.54            2.39            7.70          494.83
          337.45            2.39            7.70          494.74
          337.35            2.39            7.70          494.66
          337.26            2.39            7.69          494.57
          337.17            2.39            7.69          494.49
          337.08            2.39            7.69          494.41
          336.98            2.39            7.69          494.32
          336.89            2.39            7.69          494.24
          336.80            2.39            7.69          494.15
          336.71            2.39            7.69          494.07
          336.61            2.39            7.69          493.99
          336.52            2.39            7.68          493.90
          336.43            2.39            7.68          493.82
          336.34            2.39            7.68          493.74
          336.25            2.39            7.68          493.66
          336.16            2.39            7.68          493.58
          336.07            2.39            7.68          493.50
          335.98            2.39            7.68          493.42
          335.90            2.39            7.67          493.34
          335.81            2.39            7.67          493.26
          335.72            2.39            7.67          493.18
          335.64            2.39            7.67          493.10
          335.55            2.39            7.67          493.03
          335.47            2.39            7.67          492.95
          335.39            2.39            7.67          492.87
          335.30            2.39            7.67          492.80
          335.22            2.39            7.66          492.72
          335.14            2.39            7.66          492.65
          335.06            2.39            7.66          492.58
          334.98            2.39            7.66          492.50
          334.90            2.39            7.66          492.43
          334.82            2.39            7.66          492.36
          334.74            2.39            7.66          492.29
          334.66            2.39            7.66          492.22
          334.59            2.39            7.65          492.15
          334.51            2.39            7.65          492.08
          334.43            2.39            7.65          492.01
          334.36            2.39            7.65          491.94
          334.28            2.39            7.65          491.87
          334.21            2.39            7.65          491.80
          334.14            2.39            7.65          491.74
          334.06            2.39            7.65          491.67
          333.99            2.39            7.64          491.61
          333.92            2.39            7.64          491.54
          333.85            2.39            7.64          491.48
          333.78            2.39            7.64          491.41
          333.71            2.39            7.64          491.35
          333.64            2.39            7.64          491.29
          333.57            2.39            7.64          491.22
          333.50            2.39            7.64          491.16
          333.43            2.39            7.64          491.10
          333.37            2.39            7.64          491.04
          333.30            2.39            7.63          490.98
          333.24            2.39            7.63          490.92
          333.17            2.39            7.63          490.86
          333.11            2.39            7.63          490.81
          333.04            2.39            7.63          490.75
          332.98            2.39            7.63          490.69
          332.92            2.39            7.63          490.63
          332.86            2.39            7.63          490.58
          332.80            2.39            7.63          490.52
          332.74            2.39            7.63          490.47
          332.68            2.39            7.62          490.41
          332.62            2.39            7.62          490.36
          332.56            2.39            7.62          490.31
          332.50            2.39            7.62          490.25
          332.44            2.39            7.62          490.20
          332.39            2.39            7.62          490.15
          332.33            2.39            7.62          490.10
          332.27            2.39            7.62          490.05
          332.22            2.39            7.62          490.00
          332.17            2.39            7.62          489.95
          332.11            2.39            7.62          489.90
          332.06            2.39            7.62          489.85
          332.01            2.39            7.61          489.81
          331.96            2.39            7.61          489.76
          331.90            2.39            7.61          489.71
          331.85            2.39            7.61          489.67
          331.80            2.39            7.61          489.62
          331.75            2.39            7.61          489.58
          331.71            2.39            7.61          489.53
          331.66            2.39            7.61          489.49
          331.61            2.39            7.61          489.45
          331.56            2.39            7.61          489.41
          331.52            2.39            7.61          489.36
          331.47            2.39            7.61          489.32
          331.43            2.39            7.61          489.28
          331.38            2.39            7.61          489.24
          331.34            2.39            7.60          489.20
          331.30            2.39            7.60          489.16
          331.26            2.39            7.60          489.13
          331.21            2.39            7.60          489.09
          331.17            2.39            7.60          489.05
          331.13            2.39            7.60          489.01
          331.09            2.39            7.60          488.98
          331.05            2.39            7.60          488.94
          331.02            2.39            7.60          488.91
          330.98            2.39            7.60          488.87
          330.94            2.39            7.60          488.84
          330.90            2.39            7.60          488.81
          330.87            2.39            7.60          488.77
          330.83            2.39            7.60          488.74
          330.80            2.39            7.60          488.71
          330.76            2.39            7.60          488.68
          330.73            2.39            7.60          488.65
          330.70            2.39            7.59          488.62
          330.66            2.39            7.59          488.59
          330.63            2.39            7.59          488.56
          330.60            2.39            7.59          488.53
          330.57            2.39            7.59          488.51
          330.54            2.39            7.59          488.48
          330.51            2.39            7.59          488.45
          330.48            2.39            7.59          488.42
          330.45            2.39            7.59          488.40
          330.42            2.39            7.59          488.37
          330.40            2.39            7.59          488.35
          330.37            2.39            7.59          488.32
          330.34            2.39            7.59          488.29
          330.31            2.39            7.59          488.27
          330.28            2.39            7.59          488.24
          330.25            2.39            7.59          488.22
          330.22            2.39            7.59          488.19
          330.20            2.39            7.59          488.17
          330.17            2.39            7.59          488.14
          330.14            2.39            7.59          488.11
          330.11            2.39            7.59          488.09
          330.09            2.39            7.59          488.07
          330.06            2.39            7.58          488.04
          330.03            2.39            7.58          488.02
          330.01            2.39            7.58          487.99
          329.98            2.39            7.58          487.97
          329.95            2.39            7.58          487.94
          329.93            2.39            7.58          487.92
          329.90            2.39            7.58          487.90
          329.87            2.39            7.58          487.87
          329.85            2.39            7.58          487.85
          329.82            2.39            7.58          487.83
          329.80            2.39            7.58          487.80
          329.77            2.39            7.58          487.78
          329.75            2.39            7.58          487.76
          329.72            2.39            7.58          487.73
          329.70            2.39            7.58          487.71
          329.67            2.39            7.58          487.69
          329.65            2.39            7.58          487.67
          329.62            2.39            7.58          487.64
          329.60            2.39            7.58          487.62
          329.57            2.39            7.58          487.60
          329.55            2.39            7.58          487.58
          329.53            2.39            7.58          487.56
          329.50            2.39            7.58          487.53
          329.48            2.39            7.58          487.51
          329.45            2.38            7.58          487.49
          329.43            2.38            7.58          487.47
          329.41            2.38            7.57          487.45
          329.39            2.38            7.57          487.43
          329.36            2.38            7.57          487.41
          329.34            2.38            7.57          487.39
          329.32            2.38            7.57          487.37
          329.29            2.38            7.57          487.35
          329.27            2.38            7.57          487.33
          329.25            2.38            7.57          487.31
          329.23            2.38            7.57          487.29
          329.21            2.38            7.57          487.27
          329.19            2.38            7.57          487.25
          329.16            2.38            7.57          487.23
          329.14            2.38            7.57          487.21
          329.12            2.38            7.57          487.19
          329.10            2.38            7.57          487.17
          329.08            2.38            7.57          487.15
          329.06            2.38            7.57          487.13
          329.04            2.38            7.57          487.11
          329.02            2.38            7.57          487.10
          329.00            2.38            7.57          487.08
          328.98            2.38            7.57          487.06
          328.96            2.38            7.57          487.04
          328.94            2.38            7.57          487.02
          328.92            2.38            7.57          487.01
          328.90            2.38            7.57          486.99
          328.88            2.38            7.57          486.97
          328.86            2.38            7.57          486.95
          328.84            2.38            7.57          486.94
          328.82            2.38            7.57          486.92
          328.80            2.38            7.57          486.90
          328.79            2.38            7.57          486.89
          328.77            2.38            7.57          486.87
          328.75            2.38            7.56          486.85
          328.73            2.38            7.56          486.84
          328.71            2.38            7.56          486.82
          328.70            2.38            7.56          486.80
          328.68            2.38            7.56          486.79
          328.66            2.38            7.56          486.77
          328.64            2.38            7.56          486.76
          328.63            2.38            7.56          486.74
          328.61            2.38            7.56          486.72
          328.59            2.38            7.56          486.71
          328.58            2.38            7.56          486.69
          328.56            2.38            7.56          486.68
          328.54            2.38            7.56          486.66
          328.53            2.38            7.56          486.65
          328.51            2.38            7.56          486.64
          328.49            2.38            7.56          486.62
          328.48            2.38            7.56          486.61
          328.46            2.38            7.56          486.59
          328.45            2.38            7.56          486.58
          328.43            2.38            7.56          486.56
          328.42            2.38            7.56          486.55
          328.40            2.38            7.56          486.54
          328.39            2.38            7.56          486.52
          328.37            2.38            7.56          486.51
          328.36            2.38            7.56          486.50
          328.34            2.38            7.56          486.48
          328.33            2.38            7.56          486.47
          328.32            2.38            7.56          486.46
          328.30            2.38            7.56          486.45
          328.29            2.38            7.56          486.43
          328.27            2.38            7.56          486.42
          328.26            2.38            7.56          486.41
          328.24            2.38            7.56          486.39
          328.23            2.38            7.56          486.38
          328.22            2.38            7.56          486.37
          328.20            2.38            7.56          486.36
          328.19            2.38            7.56          486.34
          328.17            2.38            7.56          486.33
          328.16            2.38            7.56          486.32
          328.15            2.38            7.56          486.30
          328.13            2.38            7.56          486.29
          328.12            2.38            7.56          486.28
          328.10            2.38            7.56          486.27
          328.09            2.38            7.55          486.25
          328.08            2.38            7.55          486.24
          328.06            2.38            7.55          486.23
          328.05            2.38            7.55          486.22
          328.04            2.38            7.55          486.20
          328.02            2.38            7.55          486.19
          328.01            2.38            7.55          486.18
          328.00            2.38            7.55          486.17
          327.98            2.38            7.55          486.16
          327.97            2.38            7.55          486.14
          327.95            2.38            7.55          486.13
          327.94            2.38            7.55          486.12
          327.93            2.38            7.55          486.11
          327.91            2.38            7.55          486.09
          327.90            2.38            7.55          486.08
          327.89            2.38            7.55          486.07
          327.87            2.38            7.55          486.06
          327.86            2.38            7.55          486.05
          327.85            2.38            7.55          486.03
          327.83            2.38            7.55          486.02
          327.82            2.38            7.55          486.01
          327.81            2.38            7.55          486.00
          327.79            2.38            7.55          485.99
          327.78            2.38            7.55          485.97
          327.77            2.38            7.55          485.96
          327.76            2.38            7.55          485.95
          327.74            2.38            7.55          485.94
          327.73            2.38            7.55          485.93
          327.72            2.38            7.55          485.92
          327.70            2.38            7.55          485.90
          327.69            2.38            7.55          485.89
          327.68            2.38            7.55          485.88
          327.67            2.38            7.55          485.87
          327.65            2.38            7.55          485.86
          327.64            2.38            7.55          485.85
          327.63            2.38            7.55          485.83
          327.61            2.38            7.55          485.82
          327.60            2.38            7.55          485.81
          327.59            2.38            7.55          485.80
          327.58            2.38            7.55          485.79
          327.56            2.38            7.55          485.78
          327.55            2.38            7.55          485.77
          327.54            2.38            7.55          485.75
          327.53            2.38            7.55          485.74
          327.51            2.38            7.55          485.73
          327.50            2.38            7.55          485.72
          327.49            2.38            7.55          485.71
          327.48            2.38            7.55          485.70
          327.46            2.38            7.55          485.69
          327.45            2.38            7.55          485.68
          327.44            2.38            7.54          485.66
          327.43            2.38            7.54          485.65
          327.42            2.38            7.54          485.64
          327.40            2.38            7.54          485.63
          327.39            2.38            7.54          485.62
          327.38            2.38            7.54          485.61
          327.37            2.38            7.54          485.60
          327.35            2.38            7.54          485.59
          327.34            2.38            7.54          485.58
          327.33            2.38            7.54          485.57
          327.32            2.38            7.54          485.55
          327.31            2.38            7.54          485.54
          327.30            2.38            7.54          485.53
          327.28            2.38            7.54          485.52
          327.27            2.38            7.54          485.51
          327.26            2.38            7.54          485.50
          327.25            2.38            7.54          485.49
          327.24            2.38            7.54          485.48
          327.22            2.38            7.54          485.47
          327.21            2.38            7.54          485.46
          327.20            2.38            7.54          485.45
          327.19            2.38            7.54          485.44
          327.18            2.38            7.54          485.43
          327.17            2.38            7.54          485.42
          327.15            2.38            7.54          485.41
          327.14            2.38            7.54          485.39
          327.13            2.38            7.54          485.38
          327.12            2.38            7.54          485.37
          327.11            2.38            7.54          485.36
          327.10            2.38            7.54          485.35
          327.09            2.38            7.54          485.34
          327.07            2.38            7.54          485.33
          327.06            2.38            7.54          485.32
          327.05            2.38            7.54          485.31
          327.04            2.38            7.54          485.30
          327.03            2.38            7.54          485.29
          327.02            2.38            7.54          485.28
          327.01            2.38            7.54          485.27
          327.00            2.38            7.54          485.26
          326.99            2.38            7.54          485.25
          326.97            2.38            7.54          485.24
          326.96            2.38            7.54          485.23
          326.95            2.38            7.54          485.22
          326.94            2.38            7.54          485.21
          326.93            2.38            7.54          485.20
          326.92            2.38            7.54          485.19
          326.91            2.38            7.54          485.18
          326.90            2.38            7.54          485.17
          326.89            2.38            7.54          485.16
          326.88            2.38            7.54          485.15
          326.87            2.38            7.54          485.14
          326.86            2.38            7.54          485.13
          326.84            2.38            7.54          485.12
          326.83            2.38            7.54          485.11
          326.82            2.38            7.54          485.10
          326.81            2.38            7.54          485.09
          326.80            2.38            7.54          485.09
          326.79            2.38            7.53          485.08
          326.78            2.38            7.53          485.07
          326.77            2.38            7.53          485.06
          326.76            2.38            7.53          485.05
          326.75            2.38            7.53          485.04
          326.74            2.38            7.53          485.03
          326.73            2.38            7.53          485.02
          326.72            2.38            7.53          485.01
          326.71            2.38            7.53          485.00
          326.70            2.38            7.53          484.99
          326.69            2.38            7.53          484.98
          326.68            2.38            7.53          484.97
          326.67            2.38            7.53          484.96
          326.66            2.38            7.53          484.95
          326.65            2.38            7.53          484.95
          326.64            2.38            7.53          484.94
          326.63            2.38            7.53          484.93
          326.62            2.38            7.53          484.92
          326.61            2.38            7.53          484.91
          326.60            2.38            7.53          484.90
          326.59            2.38            7.53          484.89
          326.58            2.38            7.53          484.88
          326.57            2.38            7.53          484.87
          326.56            2.38            7.53          484.86
          326.55            2.38            7.53          484.86
          326.54            2.38            7.53          484.85
          326.53            2.38            7.53          484.84
          326.52            2.38            7.53          484.83
          326.51            2.38            7.53          484.82
          326.50            2.38            7.53          484.81
          326.49            2.38            7.53          484.80
          326.48            2.38            7.53          484.79
          326.47            2.38            7.53          484.79
          326.46            2.38            7.53          484.78
          326.45            2.38            7.53          484.77
          326.44            2.38            7.53          484.76
          326.43            2.38            7.53          484.75
          326.42            2.38            7.53          484.74
          326.41            2.38            7.53          484.73
          326.41            2.38            7.53          484.73
          326.40            2.38            7.53          484.72
          326.39            2.38            7.53          484.71
          326.38            2.38            7.53          484.70
          326.37            2.38            7.53          484.69
          326.36            2.38            7.53          484.68
          326.35            2.38            7.53          484.68
          326.34            2.38            7.53          484.67
          326.33            2.38            7.53          484.66
          326.32            2.38            7.53          484.65
          326.31            2.38            7.53          484.64
          326.31            2.38            7.53          484.63
          326.30            2.38            7.53          484.63
          326.29            2.38            7.53          484.62
          326.28            2.38            7.53          484.61
          326.27            2.38            7.53          484.60
          326.26            2.38            7.53          484.59
          326.25            2.38            7.53          484.59
          326.24            2.38            7.53          484.58
          326.23            2.38            7.53          484.57
          326.23            2.38            7.53          484.56
          326.22            2.38            7.53          484.55
          326.21            2.38            7.53          484.55
          326.20            2.38            7.53          484.54
          326.19            2.38            7.53          484.53
          326.18            2.38            7.53          484.52
          326.17            2.38            7.53          484.52
          326.17            2.38            7.53          484.51
          326.16            2.38            7.53          484.50
          326.15            2.38            7.53          484.49
          326.14            2.38            7.53          484.49
          326.13            2.38            7.52          484.48
          326.12            2.38            7.52          484.47
          326.12            2.38            7.52          484.46
          326.11            2.38            7.52          484.45
          326.10            2.38            7.52          484.45
          326.09            2.38            7.52          484.44
          326.08            2.38            7.52          484.43
          326.07            2.38            7.52          484.43
          326.07            2.38            7.52          484.42
          326.06            2.38            7.52          484.41
          326.05            2.38            7.52          484.40
          326.04            2.38            7.52          484.40
          326.03            2.38            7.52          484.39
          326.03            2.38            7.52          484.38
          326.02            2.38            7.52          484.37
          326.01            2.38            7.52          484.37
          326.00            2.38            7.52          484.36
          325.99            2.38            7.52          484.35
          325.99            2.38            7.52          484.34
          325.98            2.38            7.52          484.34
          325.97            2.38            7.52          484.33
          325.96            2.38            7.52          484.32
          325.95            2.38            7.52          484.32
          325.95            2.38            7.52          484.31
          325.94            2.38            7.52          484.30
          325.93            2.38            7.52          484.30
          325.92            2.38            7.52          484.29
          325.92            2.38            7.52          484.28
          325.91            2.38            7.52          484.27
          325.90            2.38            7.52          484.27
          325.89            2.38            7.52          484.26
          325.88            2.38            7.52          484.25
          325.88            2.38            7.52          484.25
          325.87            2.38            7.52          484.24
          325.86            2.38            7.52          484.23
          325.85            2.38            7.52          484.23
          325.85            2.38            7.52          484.22
          325.84            2.38            7.52          484.21
          325.83            2.38            7.52          484.20
          325.82            2.38            7.52          484.20
          325.82            2.38            7.52          484.19
          325.81            2.38            7.52          484.18
          325.80            2.38            7.52          484.18
          325.79            2.38            7.52          484.17
          325.79            2.38            7.52          484.16
          325.78            2.38            7.52          484.16
          325.77            2.38            7.52          484.15
          325.76            2.38            7.52          484.14
          325.76            2.38            7.52          484.14
          325.75            2.38            7.52          484.13
          325.74            2.38            7.52          484.12
          325.74            2.38            7.52          484.12
          325.73            2.38            7.52          484.11
          325.72            2.38            7.52          484.10
          325.71            2.38            7.52          484.10
          325.71            2.38            7.52          484.09
          325.70            2.38            7.52          484.09
          325.69            2.38            7.52          484.08
          325.69            2.38            7.52          484.07
          325.68            2.38            7.52          484.07
          325.67            2.38            7.52          484.06
          325.66            2.38            7.52          484.05
          325.66            2.38            7.52          484.05
          325.65            2.38            7.52          484.04
          325.64            2.38            7.52          484.03
          325.64            2.38            7.52          484.03
          325.63            2.38            7.52          484.02
          325.62            2.38            7.52          484.01
          325.62            2.38            7.52          484.01
          325.61            2.38            7.52          484.00
          325.60            2.38            7.52          484.00
          325.59            2.38            7.52          483.99
          325.59            2.38            7.52          483.98
          325.58            2.38            7.52          483.98
          325.57            2.38            7.52          483.97
          325.57            2.38            7.52          483.97
          325.56            2.38            7.52          483.96
          325.55            2.38            7.52          483.95
          325.55            2.38            7.52          483.95
          325.54            2.38            7.52          483.94
          325.53            2.38            7.52          483.93
          325.53            2.38            7.52          483.93
          325.52            2.38            7.52          483.92
          325.51            2.38            7.52          483.92
          325.51            2.38            7.52          483.91
          325.50            2.38            7.52          483.90
          325.49            2.38            7.52          483.90
          325.49            2.38            7.52          483.89
          325.48            2.38            7.51          483.89
          325.47            2.38            7.51          483.88
          325.47            2.38            7.51          483.88
          325.46            2.38            7.51          483.87
          325.46            2.38            7.51          483.86
          325.45            2.38            7.51          483.86
          325.44            2.38            7.51          483.85
          325.44            2.38            7.51          483.85
          325.43            2.38            7.51          483.84
          325.42            2.38            7.51          483.83
          325.42            2.38            7.51          483.83
          325.41            2.38            7.51          483.82
          325.40            2.38            7.51          483.82
          325.40            2.38            7.51          483.81
          325.39            2.38            7.51          483.81
          325.39            2.38            7.51          483.80
          325.38            2.38            7.51          483.80
          325.37            2.38            7.51          483.79
          325.37            2.38            7.51          483.78
          325.36            2.38            7.51          483.78
          325.36            2.38            7.51          483.77
          325.35            2.38            7.51          483.77
          325.34            2.38            7.51          483.76
          325.34            2.38            7.51          483.76
          325.33            2.38            7.51          483.75
          325.33            2.38            7.51          483.75
          325.32            2.38            7.51          483.74
          325.31            2.38            7.51          483.73
          325.31            2.38            7.51          483.73
          325.30            2.38            7.51          483.72
          325.30            2.38            7.51          483.72
          325.29            2.38            7.51          483.71
          325.28            2.38            7.51          483.71
          325.28            2.38            7.51          483.70
          325.27            2.38            7.51          483.70
          325.27            2.38            7.51          483.69
          325.26            2.38            7.51          483.69
          325.25            2.38            7.51          483.68
          325.25            2.38            7.51          483.68
          325.24            2.38            7.51          483.67
          325.24            2.38            7.51          483.67
          325.23            2.38            7.51          483.66
          325.23            2.38            7.51          483.66
          325.22            2.38            7.51          483.65
          325.22            2.38            7.51          483.65
          325.21            2.38            7.51          483.64
          325.20            2.38            7.51          483.64
          325.20            2.38            7.51          483.63
          325.19            2.38            7.51          483.63
          325.19            2.38            7.51          483.62
          325.18            2.38            7.51          483.62
          325.18            2.38            7.51          483.61
          325.17            2.38            7.51          483.61
          325.17            2.38            7.51          483.60
          325.16            2.38            7.51          483.60
          325.15            2.38            7.51          483.59
          325.15            2.38            7.51          483.59
          325.14            2.38            7.51          483.58
          325.14            2.38            7.51          483.58
          325.13            2.38            7.51          483.57
          325.13            2.38            7.51          483.57
          325.12            2.38            7.51          483.56
          325.12            2.38            7.51          483.56
          325.11            2.38            7.51          483.55
          325.11            2.38            7.51          483.55
          325.10            2.38            7.51          483.54
          325.10            2.38            7.51          483.54
          325.09            2.38            7.51          483.53
          325.09            2.38            7.51          483.53
          325.08            2.38            7.51          483.52
          325.08            2.38            7.51          483.52
          325.07            2.38            7.51          483.52
          325.07            2.38            7.51          483.51
          325.06            2.38            7.51          483.51
          325.06            2.38            7.51          483.50
          325.05            2.38            7.51          483.50
          325.05            2.38            7.51          483.49
          325.04            2.38            7.51          483.49
          325.04            2.38            7.51          483.48
          325.03            2.38            7.51          483.48
          325.03            2.38            7.51          483.48
          325.02            2.38            7.51          483.47
          325.02            2.38            7.51          483.47
          325.01            2.38            7.51          483.46
          325.01            2.38            7.51          483.46
          325.00            2.38            7.51          483.45
          325.00            2.38            7.51          483.45
          324.99            2.38            7.51          483.44
          324.99            2.38            7.51          483.44
          324.98            2.38            7.51          483.44
          324.98            2.38            7.51          483.43
          324.98            2.38            7.51          483.43
          324.97            2.38            7.51          483.42
          324.97            2.38            7.51          483.42
          324.96            2.38            7.51          483.42
          324.96            2.38            7.51          483.41
          324.95            2.38            7.51          483.41
          324.95            2.38            7.51          483.40
          324.94            2.38            7.51          483.40
          324.94            2.38            7.51          483.40
          324.93            2.38            7.51          483.39
          324.93            2.38            7.51          483.39
          324.93            2.38            7.51          483.38
          324.92            2.38            7.51          483.38
          324.92            2.38            7.51          483.38
          324.91            2.38            7.51          483.37
          324.91            2.38            7.51          483.37
          324.90            2.38            7.51          483.36
          324.90            2.38            7.51          483.36
          324.90            2.38            7.51          483.36
          324.89            2.38            7.51          483.35
          324.89            2.38            7.51          483.35
          324.88            2.38            7.51          483.34
          324.88            2.38            7.51          483.34
          324.87            2.38            7.51          483.34
          324.87            2.38            7.51          483.33
          324.87            2.38            7.51          483.33
          324.86            2.38            7.51          483.33
          324.86            2.38            7.51          483.32
          324.85            2.38            7.51          483.32
          324.85            2.38            7.51          483.31
          324.85            2.38            7.51          483.31
          324.84            2.38            7.51          483.31
          324.84            2.38            7.51          483.30
          324.83            2.38            7.51          483.30
          324.83            2.38            7.50          483.30
          324.83            2.38            7.50          483.29
          324.82            2.38            7.50          483.29
          324.82            2.38            7.50          483.28
          324.81            2.38            7.50          483.28
          324.81            2.38            7.50          483.28
          324.81            2.38            7.50          483.27
          324.80            2.38            7.50          483.27
          324.80            2.38            7.50          483.27
          324.79            2.38            7.50          483.26
          324.79            2.38            7.50          483.26
          324.79            2.38            7.50          483.26
          324.78            2.38            7.50          483.25
          324.78            2.38            7.50          483.25
          324.77            2.38            7.50          483.25
          324.77            2.38            7.50          483.24
          324.77            2.38            7.50          483.24
          324.76            2.38            7.50          483.24
          324.76            2.38            7.50          483.23
          324.75            2.38            7.50          483.23
          324.75            2.38            7.50          483.22
          324.75            2.38            7.50          483.22
          324.74            2.38            7.50          483.22
          324.74            2.38            7.50          483.21
          324.74            2.38            7.50          483.21
          324.73            2.38            7.50          483.21
          324.73            2.38            7.50          483.20
          324.72            2.38            7.50          483.20
          324.72            2.38            7.50          483.20
          324.72            2.38            7.50          483.19
          324.71            2.38            7.50          483.19
          324.71            2.38            7.50          483.19
          324.71            2.38            7.50          483.18
          324.70            2.38            7.50          483.18
          324.70            2.38            7.50          483.18
          324.70            2.38            7.50          483.17
          324.69            2.38            7.50          483.17
          324.69            2.38            7.50          483.17
          324.68            2.38            7.50          483.16
          324.68            2.38            7.50          483.16
          324.68            2.38            7.50          483.16
          324.67            2.38            7.50          483.15
          324.67            2.38            7.50          483.15
          324.67            2.38            7.50          483.15
          324.66            2.38            7.50          483.14
          324.66            2.38            7.50          483.14
          324.66            2.38            7.50          483.14
          324.65            2.38            7.50          483.13
          324.65            2.38            7.50          483.13
          324.64            2.38            7.50          483.13
