  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  5.67          2.06          1.23          0.01        731.40          2.18        448.55
  5.68          2.07          1.24          0.01        731.54          2.18        448.44
  5.69          2.08          1.24          0.01        731.67          2.18        448.34
  5.70          2.08          1.25          0.01        731.80          2.18        448.24
  5.71          2.09          1.25          0.01        731.93          2.18        448.14
  5.72          2.10          1.25          0.01        732.06          2.18        448.04
  5.73          2.10          1.26          0.01        732.19          2.18        447.94
  5.74          2.11          1.26          0.01        732.31          2.18        447.84
  5.75          2.11          1.26          0.01        732.43          2.18        447.74
  5.76          2.12          1.27          0.01        732.56          2.18        447.64
  5.77          2.13          1.27          0.01        732.68          2.18        447.54
  5.78          2.13          1.27          0.01        732.79          2.19        447.44
  5.79          2.14          1.28          0.01        732.91          2.19        447.35
  5.80          2.15          1.28          0.01        733.02          2.19        447.25
  5.81          2.15          1.28          0.01        733.14          2.19        447.15
  5.82          2.16          1.29          0.01        733.25          2.19        447.05
  5.83          2.17          1.29          0.01        733.36          2.19        446.96
  5.84          2.17          1.30          0.01        733.46          2.19        446.86
  5.85          2.18          1.30          0.01        733.57          2.19        446.76
  5.86          2.18          1.30          0.01        733.67          2.19        446.67
  5.87          2.19          1.31          0.01        733.78          2.19        446.57
  5.88          2.20          1.31          0.01        733.88          2.19        446.48
  5.89          2.20          1.31          0.01        733.98          2.19        446.38
  5.90          2.21          1.32          0.01        734.08          2.19        446.29
  5.91          2.22          1.32          0.01        734.17          2.19        446.19
  5.92          2.22          1.32          0.01        734.27          2.19        446.10
  5.93          2.23          1.33          0.01        734.36          2.19        446.01
  5.94          2.24          1.33          0.01        734.45          2.19        445.91
  5.95          2.24          1.33          0.01        734.54          2.19        445.82
  5.96          2.25          1.34          0.01        734.63          2.19        445.73
  5.97          2.26          1.34          0.01        734.71          2.19        445.63
  5.98          2.26          1.35          0.01        734.80          2.19        445.54
  5.99          2.27          1.35          0.01        734.88          2.19        445.45
  6.00          2.27          1.35          0.01        734.96          2.19        445.36
  6.01          2.28          1.36          0.01        735.04          2.19        445.27
  6.02          2.29          1.36          0.01        735.12          2.19        445.18
  6.03          2.29          1.36          0.01        735.20          2.19        445.09
  6.04          2.30          1.37          0.01        735.28          2.19        444.99
  6.05          2.31          1.37          0.01        735.36          2.20        444.90
  6.06          2.31          1.37          0.01        735.44          2.20        444.81
  6.07          2.32          1.38          0.01        735.52          2.20        444.72
  6.08          2.33          1.38          0.01        735.59          2.20        444.63
  6.09          2.33          1.38          0.01        735.67          2.20        444.54
  6.10          2.34          1.39          0.01        735.75          2.20        444.45
  6.11          2.35          1.39          0.01        735.83          2.20        444.36
  6.12          2.35          1.40          0.01        735.91          2.20        444.27
  6.13          2.36          1.40          0.01        735.99          2.20        444.18
  6.14          2.36          1.40          0.01        736.06          2.20        444.09
  6.15          2.37          1.41          0.01        736.14          2.20        443.99
  6.16          2.38          1.41          0.01        736.22          2.20        443.90
  6.17          2.38          1.41          0.01        736.30          2.20        443.81
  6.18          2.39          1.42          0.01        736.37          2.20        443.72
  6.19          2.40          1.42          0.01        736.45          2.20        443.63
  6.20          2.40          1.42          0.01        736.53          2.20        443.54
  6.21          2.41          1.43          0.01        736.61          2.20        443.45
  6.22          2.42          1.43          0.01        736.68          2.20        443.36
  6.23          2.42          1.43          0.01        736.76          2.20        443.27
  6.24          2.43          1.44          0.01        736.84          2.20        443.18
  6.25          2.44          1.44          0.01        736.91          2.20        443.09
  6.26          2.44          1.45          0.01        736.99          2.20        443.00
  6.27          2.45          1.45          0.01        737.06          2.20        442.91
  6.28          2.45          1.45          0.01        737.14          2.20        442.82
  6.29          2.46          1.46          0.01        737.21          2.20        442.73
  6.30          2.47          1.46          0.01        737.29          2.20        442.64
  6.31          2.47          1.46          0.01        737.37          2.20        442.55
  6.32          2.48          1.47          0.01        737.44          2.20        442.46
  6.33          2.49          1.47          0.01        737.52          2.20        442.37
  6.34          2.49          1.47          0.01        737.59          2.20        442.28
  6.35          2.50          1.48          0.01        737.67          2.20        442.19
  6.36          2.51          1.48          0.01        737.74          2.21        442.10
  6.37          2.51          1.48          0.01        737.81          2.21        442.01
  6.38          2.52          1.49          0.01        737.89          2.21        441.92
  6.39          2.53          1.49          0.01        737.96          2.21        441.83
  6.40          2.53          1.50          0.01        738.04          2.21        441.74
  6.41          2.54          1.50          0.01        738.11          2.21        441.65
  6.42          2.55          1.50          0.01        738.18          2.21        441.56
  6.43          2.55          1.51          0.01        738.26          2.21        441.47
  6.44          2.56          1.51          0.01        738.33          2.21        441.38
  6.45          2.56          1.51          0.01        738.40          2.21        441.29
  6.46          2.57          1.52          0.01        738.48          2.21        441.20
  6.47          2.58          1.52          0.01        738.55          2.21        441.11
  6.48          2.58          1.52          0.01        738.62          2.21        441.02
  6.49          2.59          1.53          0.01        738.69          2.21        440.94
  6.50          2.60          1.53          0.01        738.77          2.21        440.85
  6.51          2.60          1.53          0.01        738.84          2.21        440.76
  6.52          2.61          1.54          0.01        738.91          2.21        440.67
  6.53          2.62          1.54          0.01        738.98          2.21        440.58
  6.54          2.62          1.55          0.01        739.05          2.21        440.49
  6.55          2.63          1.55          0.01        739.13          2.21        440.40
  6.56          2.64          1.55          0.01        739.20          2.21        440.31
  6.57          2.64          1.56          0.01        739.27          2.21        440.22
  6.58          2.65          1.56          0.01        739.34          2.21        440.13
  6.59          2.66          1.56          0.01        739.41          2.21        440.04
  6.60          2.66          1.57          0.01        739.48          2.21        439.96
  6.61          2.67          1.57          0.01        739.55          2.21        439.87
  6.62          2.67          1.57          0.01        739.62          2.21        439.78
  6.63          2.68          1.58          0.01        739.69          2.21        439.69
  6.64          2.69          1.58          0.01        739.76          2.21        439.60
  6.65          2.69          1.58          0.01        739.83          2.21        439.51
  6.66          2.70          1.59          0.01        739.90          2.21        439.42
  6.67          2.71          1.59          0.01        739.97          2.21        439.33
  6.68          2.71          1.59          0.01        740.04          2.21        439.25
  6.69          2.72          1.60          0.01        740.11          2.22        439.16
  6.70          2.73          1.60          0.01        740.18          2.22        439.07
  6.71          2.73          1.61          0.01        740.25          2.22        438.98
  6.72          2.74          1.61          0.01        740.32          2.22        438.89
  6.73          2.75          1.61          0.01        740.39          2.22        438.80
  6.74          2.75          1.62          0.01        740.45          2.22        438.72
  6.75          2.76          1.62          0.01        740.52          2.22        438.63
  6.76          2.77          1.62          0.01        740.59          2.22        438.54
  6.77          2.77          1.63          0.01        740.66          2.22        438.45
  6.78          2.78          1.63          0.01        740.73          2.22        438.36
  6.79          2.79          1.63          0.01        740.79          2.22        438.28
  6.80          2.79          1.64          0.01        740.86          2.22        438.19
  6.81          2.80          1.64          0.01        740.93          2.22        438.10
  6.82          2.80          1.64          0.01        741.00          2.22        438.01
  6.83          2.81          1.65          0.01        741.06          2.22        437.92
  6.84          2.82          1.65          0.01        741.13          2.22        437.84
  6.85          2.82          1.66          0.01        741.20          2.22        437.75
  6.86          2.83          1.66          0.01        741.26          2.22        437.66
  6.87          2.84          1.66          0.01        741.33          2.22        437.57
  6.88          2.84          1.67          0.01        741.40          2.22        437.48
  6.89          2.85          1.67          0.01        741.46          2.22        437.40
  6.90          2.86          1.67          0.01        741.53          2.22        437.31
  6.91          2.86          1.68          0.01        741.60          2.22        437.22
  6.92          2.87          1.68          0.01        741.66          2.22        437.13
  6.93          2.88          1.68          0.01        741.73          2.22        437.05
  6.94          2.88          1.69          0.01        741.79          2.22        436.96
  6.95          2.89          1.69          0.01        741.86          2.22        436.87
  6.96          2.90          1.69          0.01        741.92          2.22        436.78
  6.97          2.90          1.70          0.01        741.99          2.22        436.70
  6.98          2.91          1.70          0.01        742.05          2.22        436.61
  6.99          2.92          1.70          0.01        742.12          2.22        436.52
  7.00          2.92          1.71          0.01        742.18          2.22        436.44
  7.01          2.93          1.71          0.01        742.25          2.22        436.35
  7.02          2.94          1.72          0.01        742.31          2.22        436.26
  7.03          2.94          1.72          0.01        742.37          2.23        436.17
  7.04          2.95          1.72          0.01        742.44          2.23        436.09
  7.05          2.95          1.73          0.01        742.50          2.23        436.00
  7.06          2.96          1.73          0.01        742.57          2.23        435.91
  7.07          2.97          1.73          0.01        742.63          2.23        435.83
  7.08          2.97          1.74          0.01        742.69          2.23        435.74
  7.09          2.98          1.74          0.01        742.76          2.23        435.65
  7.10          2.99          1.74          0.01        742.82          2.23        435.57
  7.11          2.99          1.75          0.01        742.88          2.23        435.48
  7.12          3.00          1.75          0.01        742.95          2.23        435.39
  7.13          3.01          1.75          0.01        743.01          2.23        435.30
  7.14          3.01          1.76          0.01        743.08          2.23        435.22
  7.15          3.02          1.76          0.01        743.14          2.23        435.13
  7.16          3.03          1.76          0.01        743.20          2.23        435.04
  7.17          3.03          1.77          0.01        743.26          2.23        434.96
  7.18          3.04          1.77          0.01        743.33          2.23        434.87
  7.19          3.05          1.78          0.01        743.39          2.23        434.78
  7.20          3.05          1.78          0.01        743.45          2.23        434.70
  7.21          3.06          1.78          0.01        743.52          2.23        434.61
  7.22          3.07          1.79          0.01        743.58          2.23        434.52
  7.23          3.07          1.79          0.01        743.64          2.23        434.44
  7.24          3.08          1.79          0.01        743.70          2.23        434.35
  7.25          3.09          1.80          0.01        743.77          2.23        434.27
  7.26          3.09          1.80          0.01        743.83          2.23        434.18
  7.27          3.10          1.80          0.01        743.89          2.23        434.09
  7.28          3.11          1.81          0.01        743.95          2.23        434.01
  7.29          3.11          1.81          0.01        744.02          2.23        433.92
  7.30          3.12          1.81          0.01        744.08          2.23        433.83
  7.31          3.12          1.82          0.01        744.14          2.23        433.75
  7.32          3.13          1.82          0.01        744.20          2.23        433.66
  7.33          3.14          1.82          0.01        744.27          2.23        433.57
  7.34          3.14          1.83          0.01        744.33          2.23        433.49
  7.35          3.15          1.83          0.01        744.39          2.23        433.40
  7.36          3.16          1.84          0.01        744.45          2.23        433.32
  7.37          3.16          1.84          0.01        744.51          2.23        433.23
  7.38          3.17          1.84          0.01        744.57          2.23        433.14
  7.39          3.18          1.85          0.01        744.64          2.24        433.06
  7.40          3.18          1.85          0.01        744.70          2.24        432.97
  7.41          3.19          1.85          0.01        744.76          2.24        432.89
  7.42          3.20          1.86          0.01        744.82          2.24        432.80
  7.43          3.20          1.86          0.01        744.88          2.24        432.71
  7.44          3.21          1.86          0.01        744.94          2.24        432.63
  7.45          3.22          1.87          0.01        745.00          2.24        432.54
  7.46          3.22          1.87          0.01        745.06          2.24        432.46
  7.47          3.23          1.87          0.01        745.12          2.24        432.37
  7.48          3.24          1.88          0.01        745.19          2.24        432.29
  7.49          3.24          1.88          0.01        745.25          2.24        432.20
  7.50          3.25          1.88          0.01        745.31          2.24        432.11
  7.51          3.26          1.89          0.01        745.37          2.24        432.03
  7.52          3.26          1.89          0.01        745.43          2.24        431.94
  7.53          3.27          1.90          0.01        745.49          2.24        431.86
  7.54          3.28          1.90          0.01        745.55          2.24        431.77
  7.55          3.28          1.90          0.01        745.61          2.24        431.69
  7.56          3.29          1.91          0.01        745.67          2.24        431.60
  7.57          3.30          1.91          0.01        745.73          2.24        431.52
  7.58          3.30          1.91          0.01        745.79          2.24        431.43
  7.59          3.31          1.92          0.01        745.85          2.24        431.34
  7.60          3.32          1.92          0.01        745.91          2.24        431.26
  7.61          3.32          1.92          0.01        745.97          2.24        431.17
  7.62          3.33          1.93          0.01        746.03          2.24        431.09
  7.63          3.33          1.93          0.01        746.09          2.24        431.00
  7.64          3.34          1.93          0.01        746.15          2.24        430.92
  7.65          3.35          1.94          0.01        746.21          2.24        430.83
  7.66          3.35          1.94          0.01        746.27          2.24        430.75
  7.67          3.36          1.94          0.01        746.33          2.24        430.66
  7.68          3.37          1.95          0.01        746.39          2.24        430.58
  7.69          3.37          1.95          0.01        746.44          2.24        430.49
  7.70          3.38          1.95          0.01        746.50          2.24        430.41
  7.71          3.39          1.96          0.01        746.56          2.24        430.32
  7.72          3.39          1.96          0.01        746.62          2.24        430.24
  7.73          3.40          1.97          0.01        746.68          2.24        430.15
  7.74          3.41          1.97          0.01        746.74          2.24        430.07
  7.75          3.41          1.97          0.01        746.80          2.25        429.98
  7.76          3.42          1.98          0.01        746.86          2.25        429.90
  7.77          3.43          1.98          0.01        746.92          2.25        429.81
  7.78          3.43          1.98          0.01        746.97          2.25        429.73
  7.79          3.44          1.99          0.01        747.03          2.25        429.64
  7.80          3.45          1.99          0.01        747.09          2.25        429.56
  7.81          3.45          1.99          0.01        747.15          2.25        429.47
  7.82          3.46          2.00          0.01        747.21          2.25        429.39
  7.83          3.47          2.00          0.01        747.27          2.25        429.30
  7.84          3.47          2.00          0.01        747.32          2.25        429.22
  7.85          3.48          2.01          0.01        747.38          2.25        429.14
  7.86          3.49          2.01          0.01        747.44          2.25        429.05
  7.87          3.49          2.01          0.01        747.50          2.25        428.97
  7.88          3.50          2.02          0.01        747.56          2.25        428.88
  7.89          3.51          2.02          0.01        747.61          2.25        428.80
  7.90          3.51          2.02          0.01        747.67          2.25        428.71
  7.91          3.52          2.03          0.01        747.73          2.25        428.63
  7.92          3.53          2.03          0.01        747.79          2.25        428.54
  7.93          3.53          2.04          0.01        747.84          2.25        428.46
  7.94          3.54          2.04          0.01        747.90          2.25        428.38
  7.95          3.55          2.04          0.01        747.96          2.25        428.29
  7.96          3.55          2.05          0.01        748.01          2.25        428.21
  7.97          3.56          2.05          0.01        748.07          2.25        428.12
  7.98          3.57          2.05          0.01        748.13          2.25        428.04
  7.99          3.57          2.06          0.01        748.19          2.25        427.95
  8.00          3.58          2.06          0.01        748.24          2.25        427.87
  8.01          3.59          2.06          0.01        748.30          2.25        427.79
  8.02          3.59          2.07          0.01        748.36          2.25        427.70
  8.03          3.60          2.07          0.01        748.41          2.25        427.62
  8.04          3.61          2.07          0.01        748.47          2.25        427.53
  8.05          3.61          2.08          0.01        748.53          2.25        427.45
  8.06          3.62          2.08          0.01        748.59          2.25        427.37
  8.07          3.63          2.08          0.01        748.64          2.25        427.28
  8.08          3.63          2.09          0.01        748.70          2.25        427.20
  8.09          3.64          2.09          0.01        748.76          2.25        427.11
  8.10          3.65          2.09          0.01        748.82          2.25        427.03
  8.11          3.65          2.10          0.01        748.87          2.25        426.95
  8.12          3.66          2.10          0.01        748.93          2.25        426.86
  8.13          3.67          2.11          0.01        748.99          2.26        426.78
  8.14          3.67          2.11          0.01        749.05          2.26        426.69
  8.15          3.68          2.11          0.01        749.11          2.26        426.61
  8.16          3.69          2.12          0.01        749.17          2.26        426.52
  8.17          3.69          2.12          0.01        749.23          2.26        426.44
  8.18          3.70          2.12          0.01        749.29          2.26        426.36
  8.19          3.71          2.13          0.01        749.34          2.26        426.27
  8.20          3.71          2.13          0.01        749.40          2.26        426.19
  8.21          3.72          2.13          0.01        749.46          2.26        426.10
  8.22          3.72          2.14          0.01        749.52          2.26        426.02
  8.23          3.73          2.14          0.01        749.58          2.26        425.94
  8.24          3.74          2.14          0.01        749.64          2.26        425.85
  8.25          3.74          2.15          0.01        749.70          2.26        425.77
  8.26          3.75          2.15          0.01        749.76          2.26        425.68
  8.27          3.76          2.15          0.01        749.82          2.26        425.60
  8.28          3.76          2.16          0.01        749.88          2.26        425.52
  8.29          3.77          2.16          0.01        749.94          2.26        425.43
  8.30          3.78          2.16          0.01        750.00          2.26        425.35
  8.31          3.78          2.17          0.01        750.06          2.26        425.26
  8.32          3.79          2.17          0.01        750.12          2.26        425.18
  8.33          3.80          2.17          0.01        750.19          2.26        425.09
  8.34          3.80          2.18          0.01        750.25          2.26        425.01
  8.35          3.81          2.18          0.01        750.31          2.26        424.93
  8.36          3.82          2.19          0.01        750.37          2.26        424.84
  8.37          3.82          2.19          0.01        750.43          2.26        424.76
  8.38          3.83          2.19          0.01        750.49          2.26        424.67
  8.39          3.84          2.20          0.01        750.55          2.26        424.59
  8.40          3.84          2.20          0.01        750.62          2.26        424.51
  8.41          3.85          2.20          0.01        750.68          2.26        424.42
  8.42          3.86          2.21          0.01        750.74          2.26        424.34
  8.43          3.86          2.21          0.01        750.80          2.26        424.25
  8.44          3.87          2.21          0.01        750.86          2.26        424.17
  8.45          3.88          2.22          0.01        750.93          2.26        424.09
  8.46          3.88          2.22          0.01        750.99          2.26        424.00
  8.47          3.89          2.22          0.01        751.05          2.26        423.92
  8.48          3.90          2.23          0.01        751.12          2.26        423.83
  8.49          3.90          2.23          0.01        751.18          2.27        423.75
  8.50          3.91          2.23          0.01        751.24          2.27        423.66
  8.51          3.92          2.24          0.01        751.30          2.27        423.58
  8.52          3.92          2.24          0.01        751.37          2.27        423.50
  8.53          3.93          2.24          0.01        751.43          2.27        423.41
  8.54          3.94          2.25          0.01        751.50          2.27        423.33
  8.55          3.94          2.25          0.01        751.56          2.27        423.24
  8.56          3.95          2.25          0.01        751.62          2.27        423.16
  8.57          3.96          2.26          0.01        751.69          2.27        423.08
  8.58          3.96          2.26          0.01        751.75          2.27        422.99
  8.59          3.97          2.26          0.01        751.82          2.27        422.91
  8.60          3.98          2.27          0.01        751.88          2.27        422.82
  8.61          3.98          2.27          0.01        751.94          2.27        422.74
  8.62          3.99          2.28          0.01        752.01          2.27        422.66
  8.63          4.00          2.28          0.01        752.07          2.27        422.57
  8.64          4.00          2.28          0.01        752.14          2.27        422.49
  8.65          4.01          2.29          0.01        752.20          2.27        422.40
  8.66          4.02          2.29          0.01        752.27          2.27        422.32
  8.67          4.02          2.29          0.01        752.33          2.27        422.24
  8.68          4.03          2.30          0.01        752.40          2.27        422.15
  8.69          4.04          2.30          0.01        752.46          2.27        422.07
  8.70          4.04          2.30          0.01        752.53          2.27        421.98
  8.71          4.05          2.31          0.01        752.60          2.27        421.90
  8.72          4.06          2.31          0.01        752.66          2.27        421.81
  8.73          4.06          2.31          0.01        752.73          2.27        421.73
  8.74          4.07          2.32          0.01        752.79          2.27        421.65
  8.75          4.08          2.32          0.01        752.86          2.27        421.56
  8.76          4.08          2.32          0.01        752.93          2.27        421.48
  8.77          4.09          2.33          0.01        752.99          2.27        421.39
  8.78          4.10          2.33          0.01        753.06          2.27        421.31
  8.79          4.10          2.33          0.01        753.13          2.27        421.23
  8.80          4.11          2.34          0.01        753.19          2.27        421.14
  8.81          4.12          2.34          0.01        753.26          2.27        421.06
  8.82          4.12          2.34          0.01        753.33          2.27        420.97
  8.83          4.13          2.35          0.01        753.39          2.27        420.89
  8.84          4.14          2.35          0.01        753.46          2.28        420.81
  8.85          4.14          2.35          0.01        753.53          2.28        420.72
  8.86          4.15          2.36          0.01        753.60          2.28        420.64
  8.87          4.16          2.36          0.01        753.67          2.28        420.55
  8.88          4.17          2.37          0.01        753.73          2.28        420.47
  8.89          4.17          2.37          0.01        753.80          2.28        420.38
  8.90          4.18          2.37          0.01        753.87          2.28        420.30
  8.91          4.19          2.38          0.01        753.94          2.28        420.22
  8.92          4.19          2.38          0.01        754.01          2.28        420.13
  8.93          4.20          2.38          0.01        754.07          2.28        420.05
  8.94          4.21          2.39          0.01        754.14          2.28        419.96
  8.95          4.21          2.39          0.01        754.21          2.28        419.88
  8.96          4.22          2.39          0.01        754.28          2.28        419.80
  8.97          4.23          2.40          0.01        754.35          2.28        419.71
  8.98          4.23          2.40          0.01        754.42          2.28        419.63
  8.99          4.24          2.40          0.01        754.49          2.28        419.54
  9.00          4.25          2.41          0.01        754.56          2.28        419.46
  9.01          4.25          2.41          0.01        754.63          2.28        419.38
  9.02          4.26          2.41          0.01        754.70          2.28        419.29
  9.03          4.27          2.42          0.01        754.77          2.28        419.21
  9.04          4.27          2.42          0.01        754.84          2.28        419.12
  9.05          4.28          2.42          0.01        754.91          2.28        419.04
  9.06          4.29          2.43          0.01        754.98          2.28        418.95
  9.07          4.29          2.43          0.01        755.05          2.28        418.87
  9.08          4.30          2.43          0.01        755.12          2.28        418.79
  9.09          4.31          2.44          0.01        755.19          2.28        418.70
  9.10          4.31          2.44          0.01        755.26          2.28        418.62
  9.11          4.32          2.44          0.01        755.33          2.28        418.53
  9.12          4.33          2.45          0.01        755.41          2.28        418.45
  9.13          4.33          2.45          0.01        755.48          2.28        418.36
  9.14          4.34          2.45          0.01        755.55          2.28        418.28
  9.15          4.35          2.46          0.01        755.62          2.28        418.20
  9.16          4.35          2.46          0.01        755.70          2.29        418.11
  9.17          4.36          2.47          0.01        755.77          2.29        418.03
  9.18          4.37          2.47          0.01        755.84          2.29        417.94
  9.19          4.37          2.47          0.01        755.92          2.29        417.86
  9.20          4.38          2.48          0.01        755.99          2.29        417.77
  9.21          4.39          2.48          0.01        756.06          2.29        417.69
  9.22          4.39          2.48          0.01        756.14          2.29        417.60
  9.23          4.40          2.49          0.01        756.21          2.29        417.52
  9.24          4.41          2.49          0.01        756.29          2.29        417.43
  9.25          4.41          2.49          0.01        756.36          2.29        417.35
  9.26          4.42          2.50          0.01        756.44          2.29        417.27
  9.27          4.43          2.50          0.01        756.51          2.29        417.18
  9.28          4.43          2.50          0.01        756.59          2.29        417.10
  9.29          4.44          2.51          0.01        756.66          2.29        417.01
  9.30          4.45          2.51          0.01        756.74          2.29        416.93
  9.31          4.45          2.51          0.01        756.82          2.29        416.84
  9.32          4.46          2.52          0.01        756.89          2.29        416.76
  9.33          4.47          2.52          0.01        756.97          2.29        416.67
  9.34          4.47          2.52          0.01        757.04          2.29        416.59
  9.35          4.48          2.53          0.01        757.12          2.29        416.50
  9.36          4.49          2.53          0.01        757.20          2.29        416.42
  9.37          4.49          2.53          0.01        757.28          2.29        416.33
  9.38          4.50          2.54          0.01        757.35          2.29        416.25
  9.39          4.51          2.54          0.01        757.43          2.29        416.16
  9.40          4.51          2.54          0.01        757.51          2.29        416.08
  9.41          4.52          2.55          0.01        757.59          2.29        415.99
  9.42          4.53          2.55          0.01        757.67          2.29        415.91
  9.43          4.54          2.55          0.01        757.75          2.29        415.82
  9.44          4.54          2.56          0.01        757.82          2.29        415.74
  9.45          4.55          2.56          0.01        757.90          2.29        415.65
  9.46          4.56          2.56          0.01        757.98          2.29        415.57
  9.47          4.56          2.57          0.01        758.06          2.30        415.48
  9.48          4.57          2.57          0.01        758.14          2.30        415.40
  9.49          4.58          2.57          0.01        758.22          2.30        415.31
  9.50          4.58          2.58          0.01        758.30          2.30        415.23
  9.51          4.59          2.58          0.01        758.38          2.30        415.14
  9.52          4.60          2.59          0.01        758.46          2.30        415.06
  9.53          4.60          2.59          0.01        758.54          2.30        414.97
  9.54          4.61          2.59          0.01        758.63          2.30        414.89
  9.55          4.62          2.60          0.01        758.71          2.30        414.80
  9.56          4.62          2.60          0.01        758.79          2.30        414.72
  9.57          4.63          2.60          0.01        758.87          2.30        414.63
  9.58          4.64          2.61          0.01        758.95          2.30        414.55
  9.59          4.64          2.61          0.01        759.03          2.30        414.46
  9.60          4.65          2.61          0.01        759.12          2.30        414.38
  9.61          4.66          2.62          0.01        759.20          2.30        414.29
  9.62          4.66          2.62          0.01        759.28          2.30        414.21
  9.63          4.67          2.62          0.01        759.37          2.30        414.12
  9.64          4.68          2.63          0.01        759.45          2.30        414.03
  9.65          4.68          2.63          0.01        759.53          2.30        413.95
  9.66          4.69          2.63          0.01        759.62          2.30        413.86
  9.67          4.70          2.64          0.01        759.70          2.30        413.78
  9.68          4.70          2.64          0.01        759.78          2.30        413.69
  9.69          4.71          2.64          0.01        759.87          2.30        413.61
  9.70          4.72          2.65          0.01        759.95          2.30        413.52
  9.71          4.72          2.65          0.01        760.04          2.30        413.44
  9.72          4.73          2.65          0.01        760.12          2.30        413.35
  9.73          4.74          2.66          0.01        760.21          2.30        413.26
  9.74          4.75          2.66          0.01        760.29          2.30        413.18
  9.75          4.75          2.66          0.01        760.38          2.30        413.09
  9.76          4.76          2.67          0.01        760.46          2.31        413.01
  9.77          4.77          2.67          0.01        760.55          2.31        412.92
  9.78          4.77          2.67          0.01        760.64          2.31        412.84
  9.79          4.78          2.68          0.01        760.72          2.31        412.75
  9.80          4.79          2.68          0.01        760.81          2.31        412.66
  9.81          4.79          2.68          0.01        760.90          2.31        412.58
  9.82          4.80          2.69          0.01        760.98          2.31        412.49
  9.83          4.81          2.69          0.01        761.07          2.31        412.41
  9.84          4.81          2.69          0.01        761.16          2.31        412.32
  9.85          4.82          2.70          0.01        761.25          2.31        412.24
  9.86          4.83          2.70          0.01        761.33          2.31        412.15
  9.87          4.83          2.70          0.01        761.42          2.31        412.06
  9.88          4.84          2.71          0.01        761.51          2.31        411.98
  9.89          4.85          2.71          0.01        761.60          2.31        411.89
  9.90          4.85          2.71          0.01        761.69          2.31        411.81
  9.91          4.86          2.72          0.01        761.78          2.31        411.72
  9.92          4.87          2.72          0.01        761.87          2.31        411.63
  9.93          4.87          2.73          0.01        761.96          2.31        411.55
  9.94          4.88          2.73          0.01        762.05          2.31        411.46
  9.95          4.89          2.73          0.01        762.14          2.31        411.38
  9.96          4.89          2.74          0.01        762.23          2.31        411.29
  9.97          4.90          2.74          0.01        762.32          2.31        411.20
  9.98          4.91          2.74          0.01        762.41          2.31        411.12
  9.99          4.92          2.75          0.01        762.50          2.31        411.03
 10.00          4.92          2.75          0.01        762.59          2.31        410.95
 10.01          4.93          2.75          0.01        762.68          2.31        410.86
 10.02          4.94          2.76          0.01        762.77          2.31        410.77
 10.03          4.94          2.76          0.01        762.86          2.31        410.69
 10.04          4.95          2.76          0.01        762.96          2.32        410.60
 10.05          4.96          2.77          0.01        763.05          2.32        410.51
 10.06          4.96          2.77          0.01        763.14          2.32        410.43
 10.07          4.97          2.77          0.01        763.23          2.32        410.34
 10.08          4.98          2.78          0.01        763.32          2.32        410.26
 10.09          4.98          2.78          0.01        763.42          2.32        410.17
 10.10          4.99          2.78          0.01        763.51          2.32        410.08
 10.11          5.00          2.79          0.01        763.60          2.32        410.00
 10.12          5.00          2.79          0.01        763.70          2.32        409.91
 10.13          5.01          2.79          0.01        763.79          2.32        409.82
 10.14          5.02          2.80          0.01        763.88          2.32        409.74
 10.15          5.02          2.80          0.01        763.98          2.32        409.65
 10.16          5.03          2.80          0.01        764.07          2.32        409.56
 10.17          5.04          2.81          0.01        764.17          2.32        409.48
 10.18          5.05          2.81          0.01        764.26          2.32        409.39
 10.19          5.05          2.81          0.01        764.35          2.32        409.31
 10.20          5.06          2.82          0.01        764.45          2.32        409.22
 10.21          5.07          2.82          0.01        764.54          2.32        409.13
 10.22          5.07          2.82          0.01        764.64          2.32        409.05
 10.23          5.08          2.83          0.01        764.73          2.32        408.96
 10.24          5.09          2.83          0.01        764.83          2.32        408.87
 10.25          5.09          2.83          0.01        764.93          2.32        408.79
 10.26          5.10          2.84          0.01        765.02          2.32        408.70
 10.27          5.11          2.84          0.01        765.12          2.32        408.61
 10.28          5.11          2.84          0.01        765.21          2.32        408.53
 10.29          5.12          2.85          0.01        765.31          2.32        408.44
 10.30          5.13          2.85          0.01        765.41          2.33        408.35
 10.31          5.13          2.85          0.01        765.50          2.33        408.26
 10.32          5.14          2.86          0.01        765.60          2.33        408.18
 10.33          5.15          2.86          0.01        765.70          2.33        408.09
 10.34          5.15          2.86          0.01        765.80          2.33        408.00
 10.35          5.16          2.87          0.01        765.89          2.33        407.92
 10.36          5.17          2.87          0.01        765.99          2.33        407.83
 10.37          5.18          2.87          0.01        766.09          2.33        407.74
 10.38          5.18          2.88          0.01        766.19          2.33        407.66
 10.39          5.19          2.88          0.01        766.28          2.33        407.57
 10.40          5.20          2.88          0.01        766.38          2.33        407.48
 10.41          5.20          2.89          0.01        766.48          2.33        407.40
 10.42          5.21          2.89          0.01        766.58          2.33        407.31
 10.43          5.22          2.90          0.01        766.68          2.33        407.22
 10.44          5.22          2.90          0.01        766.78          2.33        407.13
 10.45          5.23          2.90          0.01        766.88          2.33        407.05
 10.46          5.24          2.91          0.01        766.98          2.33        406.96
 10.47          5.24          2.91          0.01        767.08          2.33        406.87
