     t       Z(km)       H(km)        T(K)   P_air(pa) rho(kg/m^3)     Cs(m/s)          Ma
  0.70        0.02        0.02      288.05    0.10E+06    0.12E+01      340.23        0.23
  0.71        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.24
  0.72        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.24
  0.73        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.24
  0.74        0.02        0.02      288.03    0.10E+06    0.12E+01      340.23        0.25
  0.75        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.25
  0.76        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.26
  0.77        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.26
  0.78        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.27
  0.79        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.27
  0.80        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.27
  0.81        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.28
  0.82        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.28
  0.83        0.02        0.02      288.00    0.10E+06    0.12E+01      340.21        0.29
  0.84        0.02        0.02      288.00    0.10E+06    0.12E+01      340.20        0.29
  0.85        0.02        0.02      287.99    0.10E+06    0.12E+01      340.20        0.29
  0.86        0.02        0.02      287.99    0.10E+06    0.12E+01      340.20        0.30
  0.87        0.03        0.03      287.99    0.10E+06    0.12E+01      340.20        0.30
  0.88        0.03        0.03      287.98    0.10E+06    0.12E+01      340.20        0.31
  0.89        0.03        0.03      287.98    0.10E+06    0.12E+01      340.19        0.31
  0.90        0.03        0.03      287.98    0.10E+06    0.12E+01      340.19        0.32
  0.91        0.03        0.03      287.97    0.10E+06    0.12E+01      340.19        0.32
  0.92        0.03        0.03      287.97    0.10E+06    0.12E+01      340.19        0.32
  0.93        0.03        0.03      287.96    0.10E+06    0.12E+01      340.18        0.33
  0.94        0.03        0.03      287.96    0.10E+06    0.12E+01      340.18        0.33
  0.95        0.03        0.03      287.95    0.10E+06    0.12E+01      340.18        0.34
  0.96        0.03        0.03      287.95    0.10E+06    0.12E+01      340.18        0.34
  0.97        0.03        0.03      287.95    0.10E+06    0.12E+01      340.17        0.35
  0.98        0.03        0.03      287.94    0.10E+06    0.12E+01      340.17        0.35
  0.99        0.03        0.03      287.94    0.10E+06    0.12E+01      340.17        0.36
  1.00        0.03        0.03      287.93    0.10E+06    0.12E+01      340.17        0.36
  1.01        0.03        0.03      287.93    0.10E+06    0.12E+01      340.16        0.37
  1.02        0.04        0.04      287.92    0.10E+06    0.12E+01      340.16        0.37
  1.03        0.04        0.04      287.92    0.10E+06    0.12E+01      340.16        0.37
  1.04        0.04        0.04      287.91    0.10E+06    0.12E+01      340.15        0.38
  1.05        0.04        0.04      287.91    0.10E+06    0.12E+01      340.15        0.38
  1.06        0.04        0.04      287.90    0.10E+06    0.12E+01      340.15        0.39
  1.07        0.04        0.04      287.90    0.10E+06    0.12E+01      340.15        0.39
  1.08        0.04        0.04      287.89    0.10E+06    0.12E+01      340.14        0.40
  1.09        0.04        0.04      287.89    0.10E+06    0.12E+01      340.14        0.40
  1.10        0.04        0.04      287.88    0.10E+06    0.12E+01      340.14        0.41
  1.11        0.04        0.04      287.88    0.10E+06    0.12E+01      340.13        0.41
  1.12        0.04        0.04      287.87    0.10E+06    0.12E+01      340.13        0.42
  1.13        0.04        0.04      287.87    0.10E+06    0.12E+01      340.13        0.42
  1.14        0.04        0.04      287.86    0.10E+06    0.12E+01      340.12        0.43
  1.15        0.05        0.05      287.86    0.10E+06    0.12E+01      340.12        0.43
  1.16        0.05        0.05      287.85    0.10E+06    0.12E+01      340.12        0.44
  1.17        0.05        0.05      287.85    0.10E+06    0.12E+01      340.11        0.44
  1.18        0.05        0.05      287.84    0.10E+06    0.12E+01      340.11        0.44
  1.19        0.05        0.05      287.83    0.10E+06    0.12E+01      340.11        0.45
  1.20        0.05        0.05      287.83    0.10E+06    0.12E+01      340.10        0.45
  1.21        0.05        0.05      287.82    0.10E+06    0.12E+01      340.10        0.46
  1.22        0.05        0.05      287.82    0.10E+06    0.12E+01      340.10        0.46
  1.23        0.05        0.05      287.81    0.10E+06    0.12E+01      340.09        0.47
  1.24        0.05        0.05      287.81    0.10E+06    0.12E+01      340.09        0.47
  1.25        0.05        0.05      287.80    0.10E+06    0.12E+01      340.09        0.48
  1.26        0.05        0.05      287.79    0.10E+06    0.12E+01      340.08        0.48
  1.27        0.06        0.06      287.79    0.10E+06    0.12E+01      340.08        0.49
  1.28        0.06        0.06      287.78    0.10E+06    0.12E+01      340.08        0.49
  1.29        0.06        0.06      287.78    0.10E+06    0.12E+01      340.07        0.50
  1.30        0.06        0.06      287.77    0.10E+06    0.12E+01      340.07        0.50
  1.31        0.06        0.06      287.76    0.10E+06    0.12E+01      340.07        0.51
  1.32        0.06        0.06      287.76    0.10E+06    0.12E+01      340.06        0.51
  1.33        0.06        0.06      287.75    0.10E+06    0.12E+01      340.06        0.52
  1.34        0.06        0.06      287.74    0.10E+06    0.12E+01      340.05        0.52
  1.35        0.06        0.06      287.74    0.10E+06    0.12E+01      340.05        0.53
  1.36        0.06        0.06      287.73    0.10E+06    0.12E+01      340.05        0.53
  1.37        0.07        0.07      287.72    0.10E+06    0.12E+01      340.04        0.54
  1.38        0.07        0.07      287.72    0.10E+06    0.12E+01      340.04        0.54
  1.39        0.07        0.07      287.71    0.10E+06    0.12E+01      340.03        0.55
  1.40        0.07        0.07      287.70    0.10E+06    0.12E+01      340.03        0.55
  1.41        0.07        0.07      287.70    0.10E+06    0.12E+01      340.03        0.56
  1.42        0.07        0.07      287.69    0.10E+06    0.12E+01      340.02        0.56
  1.43        0.07        0.07      287.68    0.10E+06    0.12E+01      340.02        0.57
  1.44        0.07        0.07      287.68    0.10E+06    0.12E+01      340.01        0.57
  1.45        0.07        0.07      287.67    0.10E+06    0.12E+01      340.01        0.57
  1.46        0.08        0.08      287.66    0.10E+06    0.12E+01      340.01        0.58
  1.47        0.08        0.08      287.66    0.10E+06    0.12E+01      340.00        0.58
  1.48        0.08        0.08      287.65    0.10E+06    0.12E+01      340.00        0.59
  1.49        0.08        0.08      287.64    0.10E+06    0.12E+01      339.99        0.59
  1.50        0.08        0.08      287.63    0.10E+06    0.12E+01      339.99        0.60
  1.51        0.08        0.08      287.63    0.10E+06    0.12E+01      339.98        0.60
  1.52        0.08        0.08      287.62    0.10E+06    0.12E+01      339.98        0.61
  1.53        0.08        0.08      287.61    0.10E+06    0.12E+01      339.98        0.61
  1.54        0.08        0.08      287.60    0.10E+06    0.12E+01      339.97        0.62
  1.55        0.09        0.09      287.60    0.10E+06    0.12E+01      339.97        0.62
  1.56        0.09        0.09      287.59    0.10E+06    0.12E+01      339.96        0.63
  1.57        0.09        0.09      287.58    0.10E+06    0.12E+01      339.96        0.63
  1.58        0.09        0.09      287.57    0.10E+06    0.12E+01      339.95        0.64
  1.59        0.09        0.09      287.57    0.10E+06    0.12E+01      339.95        0.65
  1.60        0.09        0.09      287.56    0.10E+06    0.12E+01      339.94        0.65
  1.61        0.09        0.09      287.55    0.10E+06    0.12E+01      339.94        0.66
  1.62        0.09        0.09      287.54    0.10E+06    0.12E+01      339.93        0.66
  1.63        0.09        0.09      287.53    0.10E+06    0.12E+01      339.93        0.67
  1.64        0.10        0.10      287.53    0.10E+06    0.12E+01      339.93        0.67
  1.65        0.10        0.10      287.52    0.10E+06    0.12E+01      339.92        0.68
  1.66        0.10        0.10      287.51    0.10E+06    0.12E+01      339.92        0.68
  1.67        0.10        0.10      287.50    0.10E+06    0.12E+01      339.91        0.69
  1.68        0.10        0.10      287.49    0.10E+06    0.12E+01      339.91        0.69
  1.69        0.10        0.10      287.48    0.10E+06    0.12E+01      339.90        0.70
  1.70        0.10        0.10      287.48    0.10E+06    0.12E+01      339.90        0.70
  1.71        0.10        0.10      287.47    0.10E+06    0.12E+01      339.89        0.71
  1.72        0.11        0.11      287.46    0.10E+06    0.12E+01      339.89        0.71
  1.73        0.11        0.11      287.45    0.10E+06    0.12E+01      339.88        0.72
  1.74        0.11        0.11      287.44    0.10E+06    0.12E+01      339.88        0.72
  1.75        0.11        0.11      287.43    0.10E+06    0.12E+01      339.87        0.73
  1.76        0.11        0.11      287.42    0.10E+06    0.12E+01      339.87        0.73
  1.77        0.11        0.11      287.42    0.10E+06    0.12E+01      339.86        0.74
  1.78        0.11        0.11      287.41    0.10E+06    0.12E+01      339.86        0.74
  1.79        0.12        0.12      287.40    0.10E+06    0.12E+01      339.85        0.75
  1.80        0.12        0.12      287.39    0.10E+06    0.12E+01      339.84        0.75
  1.81        0.12        0.12      287.38    0.10E+06    0.12E+01      339.84        0.76
  1.82        0.12        0.12      287.37    0.10E+06    0.12E+01      339.83        0.76
  1.83        0.12        0.12      287.36    0.10E+06    0.12E+01      339.83        0.77
  1.84        0.12        0.12      287.35    0.10E+06    0.12E+01      339.82        0.77
  1.85        0.12        0.12      287.34    0.10E+06    0.12E+01      339.82        0.78
  1.86        0.13        0.13      287.33    0.10E+06    0.12E+01      339.81        0.78
  1.87        0.13        0.13      287.32    0.10E+06    0.12E+01      339.81        0.79
  1.88        0.13        0.13      287.31    0.10E+06    0.12E+01      339.80        0.80
  1.89        0.13        0.13      287.31    0.10E+06    0.12E+01      339.79        0.80
  1.90        0.13        0.13      287.30    0.10E+06    0.12E+01      339.79        0.81
  1.91        0.13        0.13      287.29    0.10E+06    0.12E+01      339.78        0.81
  1.92        0.13        0.13      287.28    0.10E+06    0.12E+01      339.78        0.82
  1.93        0.14        0.14      287.27    0.10E+06    0.12E+01      339.77        0.82
  1.94        0.14        0.14      287.26    0.10E+06    0.12E+01      339.77        0.83
  1.95        0.14        0.14      287.25    0.10E+06    0.12E+01      339.76        0.83
  1.96        0.14        0.14      287.24    0.10E+06    0.12E+01      339.75        0.84
  1.97        0.14        0.14      287.23    0.10E+06    0.12E+01      339.75        0.84
  1.98        0.14        0.14      287.22    0.10E+06    0.12E+01      339.74        0.85
  1.99        0.15        0.15      287.21    0.10E+06    0.12E+01      339.74        0.85
  2.00        0.15        0.15      287.20    0.10E+06    0.12E+01      339.73        0.86
  2.01        0.15        0.15      287.19    0.10E+06    0.12E+01      339.72        0.87
  2.02        0.15        0.15      287.18    0.10E+06    0.12E+01      339.72        0.87
  2.03        0.15        0.15      287.17    0.10E+06    0.12E+01      339.71        0.88
  2.04        0.15        0.15      287.16    0.99E+05    0.12E+01      339.71        0.88
  2.05        0.15        0.15      287.14    0.99E+05    0.12E+01      339.70        0.89
  2.06        0.16        0.16      287.13    0.99E+05    0.12E+01      339.69        0.89
  2.07        0.16        0.16      287.12    0.99E+05    0.12E+01      339.69        0.90
  2.08        0.16        0.16      287.11    0.99E+05    0.12E+01      339.68        0.90
  2.09        0.16        0.16      287.10    0.99E+05    0.12E+01      339.67        0.91
  2.10        0.16        0.16      287.09    0.99E+05    0.12E+01      339.67        0.91
  2.11        0.16        0.16      287.08    0.99E+05    0.12E+01      339.66        0.92
  2.12        0.17        0.17      287.07    0.99E+05    0.12E+01      339.66        0.93
  2.13        0.17        0.17      287.06    0.99E+05    0.12E+01      339.65        0.93
  2.14        0.17        0.17      287.05    0.99E+05    0.12E+01      339.64        0.94
  2.15        0.17        0.17      287.04    0.99E+05    0.12E+01      339.64        0.94
  2.16        0.17        0.17      287.03    0.99E+05    0.12E+01      339.63        0.95
  2.17        0.17        0.17      287.01    0.99E+05    0.12E+01      339.62        0.95
  2.18        0.18        0.18      287.00    0.99E+05    0.12E+01      339.62        0.96
  2.19        0.18        0.18      286.99    0.99E+05    0.12E+01      339.61        0.96
  2.20        0.18        0.18      286.98    0.99E+05    0.12E+01      339.60        0.97
  2.21        0.18        0.18      286.97    0.99E+05    0.12E+01      339.60        0.98
  2.22        0.18        0.18      286.96    0.99E+05    0.12E+01      339.59        0.98
  2.23        0.19        0.19      286.95    0.99E+05    0.12E+01      339.58        0.99
  2.24        0.19        0.19      286.93    0.99E+05    0.12E+01      339.58        0.99
  2.25        0.19        0.19      286.92    0.99E+05    0.12E+01      339.57        1.00
  2.26        0.19        0.19      286.91    0.99E+05    0.12E+01      339.56        1.00
  2.27        0.19        0.19      286.90    0.99E+05    0.12E+01      339.55        1.01
  2.28        0.19        0.19      286.89    0.99E+05    0.12E+01      339.55        1.01
  2.29        0.20        0.20      286.88    0.99E+05    0.12E+01      339.54        1.02
  2.30        0.20        0.20      286.86    0.99E+05    0.12E+01      339.53        1.03
  2.31        0.20        0.20      286.85    0.99E+05    0.12E+01      339.53        1.03
  2.32        0.20        0.20      286.84    0.99E+05    0.12E+01      339.52        1.04
  2.33        0.20        0.20      286.83    0.99E+05    0.12E+01      339.51        1.04
  2.34        0.21        0.21      286.81    0.99E+05    0.12E+01      339.50        1.05
  2.35        0.21        0.21      286.80    0.99E+05    0.12E+01      339.50        1.05
  2.36        0.21        0.21      286.79    0.99E+05    0.12E+01      339.49        1.06
  2.37        0.21        0.21      286.78    0.99E+05    0.12E+01      339.48        1.07
  2.38        0.21        0.21      286.76    0.99E+05    0.12E+01      339.48        1.07
  2.39        0.22        0.22      286.75    0.99E+05    0.12E+01      339.47        1.08
  2.40        0.22        0.22      286.74    0.99E+05    0.12E+01      339.46        1.08
  2.41        0.22        0.22      286.73    0.99E+05    0.12E+01      339.45        1.09
  2.42        0.22        0.22      286.71    0.99E+05    0.12E+01      339.45        1.09
  2.43        0.22        0.22      286.70    0.99E+05    0.12E+01      339.44        1.10
  2.44        0.22        0.22      286.69    0.99E+05    0.12E+01      339.43        1.11
  2.45        0.23        0.23      286.68    0.99E+05    0.12E+01      339.42        1.11
  2.46        0.23        0.23      286.66    0.99E+05    0.12E+01      339.41        1.12
  2.47        0.23        0.23      286.65    0.99E+05    0.12E+01      339.41        1.12
  2.48        0.23        0.23      286.64    0.99E+05    0.12E+01      339.40        1.13
  2.49        0.23        0.23      286.62    0.99E+05    0.12E+01      339.39        1.13
  2.50        0.24        0.24      286.61    0.99E+05    0.12E+01      339.38        1.14
  2.51        0.24        0.24      286.60    0.98E+05    0.12E+01      339.38        1.15
  2.52        0.24        0.24      286.58    0.98E+05    0.12E+01      339.37        1.15
  2.53        0.24        0.24      286.57    0.98E+05    0.12E+01      339.36        1.16
  2.54        0.25        0.25      286.56    0.98E+05    0.12E+01      339.35        1.16
  2.55        0.25        0.25      286.54    0.98E+05    0.12E+01      339.34        1.17
  2.56        0.25        0.25      286.53    0.98E+05    0.12E+01      339.34        1.17
  2.57        0.25        0.25      286.52    0.98E+05    0.12E+01      339.33        1.18
  2.58        0.25        0.25      286.50    0.98E+05    0.12E+01      339.32        1.19
  2.59        0.26        0.26      286.49    0.98E+05    0.12E+01      339.31        1.19
  2.60        0.26        0.26      286.47    0.98E+05    0.12E+01      339.30        1.20
  2.61        0.26        0.26      286.46    0.98E+05    0.12E+01      339.29        1.20
  2.62        0.26        0.26      286.45    0.98E+05    0.12E+01      339.29        1.21
  2.63        0.26        0.26      286.43    0.98E+05    0.12E+01      339.28        1.22
  2.64        0.27        0.27      286.42    0.98E+05    0.12E+01      339.27        1.22
  2.65        0.27        0.27      286.40    0.98E+05    0.12E+01      339.26        1.23
  2.66        0.27        0.27      286.39    0.98E+05    0.12E+01      339.25        1.23
  2.67        0.27        0.27      286.38    0.98E+05    0.12E+01      339.24        1.24
  2.68        0.28        0.28      286.36    0.98E+05    0.12E+01      339.24        1.25
  2.69        0.28        0.28      286.35    0.98E+05    0.12E+01      339.23        1.25
  2.70        0.28        0.28      286.33    0.98E+05    0.12E+01      339.22        1.26
  2.71        0.28        0.28      286.32    0.98E+05    0.12E+01      339.21        1.26
  2.72        0.28        0.28      286.30    0.98E+05    0.12E+01      339.20        1.27
  2.73        0.29        0.29      286.29    0.98E+05    0.12E+01      339.19        1.27
  2.74        0.29        0.29      286.27    0.98E+05    0.12E+01      339.18        1.28
  2.75        0.29        0.29      286.26    0.98E+05    0.12E+01      339.18        1.29
  2.76        0.29        0.29      286.24    0.98E+05    0.12E+01      339.17        1.29
  2.77        0.30        0.30      286.23    0.98E+05    0.12E+01      339.16        1.30
  2.78        0.30        0.30      286.21    0.98E+05    0.12E+01      339.15        1.30
  2.79        0.30        0.30      286.20    0.98E+05    0.12E+01      339.14        1.31
  2.80        0.30        0.30      286.18    0.98E+05    0.12E+01      339.13        1.32
  2.81        0.30        0.30      286.17    0.98E+05    0.12E+01      339.12        1.32
  2.82        0.31        0.31      286.15    0.98E+05    0.12E+01      339.11        1.33
  2.83        0.31        0.31      286.14    0.98E+05    0.12E+01      339.10        1.34
  2.84        0.31        0.31      286.12    0.98E+05    0.12E+01      339.09        1.34
  2.85        0.31        0.31      286.11    0.98E+05    0.12E+01      339.09        1.35
  2.86        0.32        0.32      286.09    0.98E+05    0.12E+01      339.08        1.35
  2.87        0.32        0.32      286.08    0.98E+05    0.12E+01      339.07        1.36
  2.88        0.32        0.32      286.06    0.98E+05    0.12E+01      339.06        1.37
  2.89        0.32        0.32      286.04    0.97E+05    0.12E+01      339.05        1.37
  2.90        0.33        0.33      286.03    0.97E+05    0.12E+01      339.04        1.38
  2.91        0.33        0.33      286.01    0.97E+05    0.12E+01      339.03        1.38
  2.92        0.33        0.33      286.00    0.97E+05    0.12E+01      339.02        1.39
  2.93        0.33        0.33      285.98    0.97E+05    0.12E+01      339.01        1.40
  2.94        0.34        0.34      285.97    0.97E+05    0.12E+01      339.00        1.40
  2.95        0.34        0.34      285.95    0.97E+05    0.12E+01      338.99        1.41
  2.96        0.34        0.34      285.93    0.97E+05    0.12E+01      338.98        1.42
  2.97        0.34        0.34      285.92    0.97E+05    0.12E+01      338.97        1.42
  2.98        0.35        0.35      285.90    0.97E+05    0.12E+01      338.96        1.43
  2.99        0.35        0.35      285.88    0.97E+05    0.12E+01      338.95        1.43
  3.00        0.35        0.35      285.87    0.97E+05    0.12E+01      338.94        1.44
  3.01        0.35        0.35      285.85    0.97E+05    0.12E+01      338.93        1.45
  3.02        0.36        0.36      285.83    0.97E+05    0.12E+01      338.92        1.45
  3.03        0.36        0.36      285.82    0.97E+05    0.12E+01      338.91        1.46
  3.04        0.36        0.36      285.80    0.97E+05    0.12E+01      338.90        1.47
  3.05        0.36        0.36      285.78    0.97E+05    0.12E+01      338.89        1.47
  3.06        0.37        0.37      285.77    0.97E+05    0.12E+01      338.88        1.48
  3.07        0.37        0.37      285.75    0.97E+05    0.12E+01      338.87        1.48
  3.08        0.37        0.37      285.73    0.97E+05    0.12E+01      338.86        1.49
  3.09        0.37        0.37      285.72    0.97E+05    0.12E+01      338.85        1.50
  3.10        0.38        0.38      285.70    0.97E+05    0.12E+01      338.84        1.50
  3.11        0.38        0.38      285.68    0.97E+05    0.12E+01      338.83        1.51
  3.12        0.38        0.38      285.66    0.97E+05    0.12E+01      338.82        1.51
  3.13        0.39        0.38      285.65    0.97E+05    0.12E+01      338.81        1.52
  3.14        0.39        0.39      285.63    0.97E+05    0.12E+01      338.80        1.53
  3.15        0.39        0.39      285.61    0.97E+05    0.12E+01      338.79        1.53
  3.16        0.39        0.39      285.60    0.97E+05    0.12E+01      338.78        1.54
  3.17        0.40        0.40      285.58    0.97E+05    0.12E+01      338.77        1.54
  3.18        0.40        0.40      285.56    0.97E+05    0.12E+01      338.76        1.55
  3.19        0.40        0.40      285.54    0.97E+05    0.12E+01      338.75        1.55
  3.20        0.40        0.40      285.52    0.97E+05    0.12E+01      338.74        1.56
  3.21        0.41        0.41      285.51    0.97E+05    0.12E+01      338.73        1.57
  3.22        0.41        0.41      285.49    0.97E+05    0.12E+01      338.72        1.57
  3.23        0.41        0.41      285.47    0.96E+05    0.12E+01      338.71        1.58
  3.24        0.41        0.41      285.45    0.96E+05    0.12E+01      338.70        1.58
  3.25        0.42        0.42      285.44    0.96E+05    0.12E+01      338.69        1.59
  3.26        0.42        0.42      285.42    0.96E+05    0.12E+01      338.68        1.59
  3.27        0.42        0.42      285.40    0.96E+05    0.12E+01      338.67        1.60
  3.28        0.43        0.43      285.38    0.96E+05    0.12E+01      338.65        1.61
  3.29        0.43        0.43      285.36    0.96E+05    0.12E+01      338.64        1.61
  3.30        0.43        0.43      285.34    0.96E+05    0.12E+01      338.63        1.62
  3.31        0.43        0.43      285.33    0.96E+05    0.12E+01      338.62        1.62
  3.32        0.44        0.44      285.31    0.96E+05    0.12E+01      338.61        1.63
  3.33        0.44        0.44      285.29    0.96E+05    0.12E+01      338.60        1.63
  3.34        0.44        0.44      285.27    0.96E+05    0.12E+01      338.59        1.64
  3.35        0.45        0.45      285.25    0.96E+05    0.12E+01      338.58        1.64
  3.36        0.45        0.45      285.23    0.96E+05    0.12E+01      338.57        1.65
  3.37        0.45        0.45      285.21    0.96E+05    0.12E+01      338.56        1.65
  3.38        0.45        0.45      285.20    0.96E+05    0.12E+01      338.55        1.66
  3.39        0.46        0.46      285.18    0.96E+05    0.12E+01      338.53        1.66
  3.40        0.46        0.46      285.16    0.96E+05    0.12E+01      338.52        1.67
  3.41        0.46        0.46      285.14    0.96E+05    0.12E+01      338.51        1.67
  3.42        0.47        0.47      285.12    0.96E+05    0.12E+01      338.50        1.68
  3.43        0.47        0.47      285.10    0.96E+05    0.12E+01      338.49        1.68
  3.44        0.47        0.47      285.08    0.96E+05    0.12E+01      338.48        1.69
  3.45        0.47        0.47      285.06    0.96E+05    0.12E+01      338.47        1.70
  3.46        0.48        0.48      285.04    0.96E+05    0.12E+01      338.45        1.70
  3.47        0.48        0.48      285.02    0.96E+05    0.12E+01      338.44        1.71
  3.48        0.48        0.48      285.01    0.96E+05    0.12E+01      338.43        1.71
  3.49        0.49        0.49      284.99    0.96E+05    0.12E+01      338.42        1.71
  3.50        0.49        0.49      284.97    0.96E+05    0.12E+01      338.41        1.72
  3.51        0.49        0.49      284.95    0.96E+05    0.12E+01      338.40        1.72
  3.52        0.50        0.50      284.93    0.96E+05    0.12E+01      338.39        1.73
  3.53        0.50        0.50      284.91    0.95E+05    0.12E+01      338.37        1.73
  3.54        0.50        0.50      284.89    0.95E+05    0.12E+01      338.36        1.74
  3.55        0.50        0.50      284.87    0.95E+05    0.12E+01      338.35        1.74
