  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 12.17         15.43          0.00          2.39        712.16          0.00       -334.01       6433.94          0.00      -3480.39
 12.18         15.45          0.00          2.38        712.31          0.00       -333.99       6441.07          0.00      -3483.73
 12.19         15.47          0.00          2.38        712.47          0.00       -333.96       6448.19          0.00      -3487.07
 12.20         15.49          0.00          2.37        712.62          0.00       -333.94       6455.32          0.00      -3490.41
 12.21         15.50          0.00          2.36        712.78          0.00       -333.92       6462.44          0.00      -3493.75
 12.22         15.52          0.00          2.36        712.93          0.00       -333.89       6469.57          0.00      -3497.09
 12.23         15.54          0.00          2.35        713.09          0.00       -333.87       6476.70          0.00      -3500.43
 12.24         15.56          0.00          2.34        713.24          0.00       -333.85       6483.83          0.00      -3503.77
 12.25         15.57          0.00          2.34        713.40          0.00       -333.82       6490.97          0.00      -3507.11
 12.26         15.59          0.00          2.33        713.55          0.00       -333.80       6498.10          0.00      -3510.44
 12.27         15.61          0.00          2.33        713.71          0.00       -333.78       6505.24          0.00      -3513.78
 12.28         15.63          0.00          2.32        713.86          0.00       -333.75       6512.37          0.00      -3517.12
 12.29         15.65          0.00          2.31        714.02          0.00       -333.73       6519.51          0.00      -3520.46
 12.30         15.66          0.00          2.31        714.18          0.00       -333.71       6526.66          0.00      -3523.79
 12.31         15.68          0.00          2.30        714.33          0.00       -333.68       6533.80          0.00      -3527.13
 12.32         15.70          0.00          2.30        714.49          0.00       -333.66       6540.94          0.00      -3530.47
 12.33         15.72          0.00          2.29        714.65          0.00       -333.64       6548.09          0.00      -3533.80
 12.34         15.73          0.00          2.28        714.81          0.00       -333.61       6555.23          0.00      -3537.14
 12.35         15.75          0.00          2.28        714.96          0.00       -333.59       6562.38          0.00      -3540.48
 12.36         15.77          0.00          2.27        715.12          0.00       -333.57       6569.53          0.00      -3543.81
 12.37         15.79          0.00          2.26        715.28          0.00       -333.55       6576.69          0.00      -3547.15
 12.38         15.80          0.00          2.26        715.44          0.00       -333.52       6583.84          0.00      -3550.48
 12.39         15.82          0.00          2.25        715.59          0.00       -333.50       6590.99          0.00      -3553.82
 12.40         15.84          0.00          2.25        715.75          0.00       -333.48       6598.15          0.00      -3557.15
 12.41         15.86          0.00          2.24        715.91          0.00       -333.46       6605.31          0.00      -3560.49
 12.42         15.87          0.00          2.23        716.07          0.00       -333.43       6612.47          0.00      -3563.82
 12.43         15.89          0.00          2.23        716.23          0.00       -333.41       6619.63          0.00      -3567.16
 12.44         15.91          0.00          2.22        716.39          0.00       -333.39       6626.79          0.00      -3570.49
 12.45         15.93          0.00          2.22        716.55          0.00       -333.37       6633.96          0.00      -3573.82
 12.46         15.95          0.00          2.21        716.71          0.00       -333.35       6641.13          0.00      -3577.16
 12.47         15.96          0.00          2.20        716.87          0.00       -333.32       6648.29          0.00      -3580.49
 12.48         15.98          0.00          2.20        717.03          0.00       -333.30       6655.46          0.00      -3583.82
 12.49         16.00          0.00          2.19        717.19          0.00       -333.28       6662.63          0.00      -3587.16
 12.50         16.02          0.00          2.19        717.35          0.00       -333.26       6669.81          0.00      -3590.49
 12.51         16.03          0.00          2.18        717.51          0.00       -333.24       6676.98          0.00      -3593.82
 12.52         16.05          0.00          2.17        717.67          0.00       -333.21       6684.16          0.00      -3597.16
 12.53         16.07          0.00          2.17        717.83          0.00       -333.19       6691.33          0.00      -3600.49
 12.54         16.09          0.00          2.16        717.99          0.00       -333.17       6698.51          0.00      -3603.82
 12.55         16.10          0.00          2.16        718.15          0.00       -333.15       6705.69          0.00      -3607.15
 12.56         16.12          0.00          2.15        718.31          0.00       -333.13       6712.88          0.00      -3610.48
 12.57         16.14          0.00          2.14        718.47          0.00       -333.11       6720.06          0.00      -3613.81
 12.58         16.16          0.00          2.14        718.63          0.00       -333.08       6727.25          0.00      -3617.14
 12.59         16.18          0.00          2.13        718.79          0.00       -333.06       6734.43          0.00      -3620.47
 12.60         16.19          0.00          2.12        718.96          0.00       -333.04       6741.62          0.00      -3623.81
 12.61         16.21          0.00          2.12        719.12          0.00       -333.02       6748.81          0.00      -3627.14
 12.62         16.23          0.00          2.11        719.28          0.00       -333.00       6756.00          0.00      -3630.47
 12.63         16.25          0.00          2.11        719.44          0.00       -332.98       6763.20          0.00      -3633.80
 12.64         16.26          0.00          2.10        719.61          0.00       -332.96       6770.39          0.00      -3637.13
 12.65         16.28          0.00          2.09        719.77          0.00       -332.94       6777.59          0.00      -3640.45
 12.66         16.30          0.00          2.09        719.93          0.00       -332.92       6784.79          0.00      -3643.78
 12.67         16.32          0.00          2.08        720.09          0.00       -332.89       6791.99          0.00      -3647.11
 12.68         16.34          0.00          2.08        720.26          0.00       -332.87       6799.19          0.00      -3650.44
 12.69         16.35          0.00          2.07        720.42          0.00       -332.85       6806.39          0.00      -3653.77
 12.70         16.37          0.00          2.06        720.58          0.00       -332.83       6813.60          0.00      -3657.10
 12.71         16.39          0.00          2.06        720.75          0.00       -332.81       6820.80          0.00      -3660.43
 12.72         16.41          0.00          2.05        720.91          0.00       -332.79       6828.01          0.00      -3663.76
 12.73         16.42          0.00          2.05        721.08          0.00       -332.77       6835.22          0.00      -3667.08
 12.74         16.44          0.00          2.04        721.24          0.00       -332.75       6842.43          0.00      -3670.41
 12.75         16.46          0.00          2.03        721.41          0.00       -332.73       6849.65          0.00      -3673.74
 12.76         16.48          0.00          2.03        721.57          0.00       -332.71       6856.86          0.00      -3677.07
 12.77         16.50          0.00          2.02        721.73          0.00       -332.69       6864.08          0.00      -3680.39
 12.78         16.51          0.00          2.02        721.90          0.00       -332.67       6871.30          0.00      -3683.72
 12.79         16.53          0.00          2.01        722.06          0.00       -332.65       6878.52          0.00      -3687.05
 12.80         16.55          0.00          2.00        722.23          0.00       -332.63       6885.74          0.00      -3690.37
 12.81         16.57          0.00          2.00        722.40          0.00       -332.61       6892.96          0.00      -3693.70
 12.82         16.58          0.00          1.99        722.56          0.00       -332.59       6900.19          0.00      -3697.02
 12.83         16.60          0.00          1.99        722.73          0.00       -332.57       6907.41          0.00      -3700.35
 12.84         16.62          0.00          1.98        722.89          0.00       -332.55       6914.64          0.00      -3703.68
 12.85         16.64          0.00          1.97        723.06          0.00       -332.53       6921.87          0.00      -3707.00
 12.86         16.66          0.00          1.97        723.23          0.00       -332.51       6929.10          0.00      -3710.33
 12.87         16.67          0.00          1.96        723.39          0.00       -332.49       6936.34          0.00      -3713.65
 12.88         16.69          0.00          1.96        723.56          0.00       -332.47       6943.57          0.00      -3716.98
 12.89         16.71          0.00          1.95        723.73          0.00       -332.45       6950.81          0.00      -3720.30
 12.90         16.73          0.00          1.94        723.89          0.00       -332.43       6958.04          0.00      -3723.62
 12.91         16.75          0.00          1.94        724.06          0.00       -332.41       6965.28          0.00      -3726.95
 12.92         16.76          0.00          1.93        724.23          0.00       -332.39       6972.53          0.00      -3730.27
 12.93         16.78          0.00          1.93        724.40          0.00       -332.37       6979.77          0.00      -3733.60
 12.94         16.80          0.00          1.92        724.56          0.00       -332.35       6987.01          0.00      -3736.92
 12.95         16.82          0.00          1.91        724.73          0.00       -332.33       6994.26          0.00      -3740.24
 12.96         16.83          0.00          1.91        724.90          0.00       -332.32       7001.51          0.00      -3743.57
 12.97         16.85          0.00          1.90        725.07          0.00       -332.30       7008.76          0.00      -3746.89
 12.98         16.87          0.00          1.90        725.24          0.00       -332.28       7016.01          0.00      -3750.21
 12.99         16.89          0.00          1.89        725.41          0.00       -332.26       7023.26          0.00      -3753.54
 13.00         16.91          0.00          1.88        725.58          0.00       -332.24       7030.52          0.00      -3756.86
 13.01         16.92          0.00          1.88        725.74          0.00       -332.22       7037.77          0.00      -3760.18
 13.02         16.94          0.00          1.87        725.91          0.00       -332.20       7045.03          0.00      -3763.50
 13.03         16.96          0.00          1.87        726.08          0.00       -332.18       7052.29          0.00      -3766.82
 13.04         16.98          0.00          1.86        726.25          0.00       -332.17       7059.55          0.00      -3770.15
 13.05         17.00          0.00          1.85        726.42          0.00       -332.15       7066.82          0.00      -3773.47
 13.06         17.02          0.00          1.85        726.59          0.00       -332.13       7074.08          0.00      -3776.79
 13.07         17.04          0.00          1.84        726.76          0.00       -332.11       7081.35          0.00      -3780.11
 13.08         17.06          0.00          1.83        726.93          0.00       -332.09       7088.62          0.00      -3783.43
 13.09         17.08          0.00          1.83        727.10          0.00       -332.07       7095.89          0.00      -3786.75
 13.10         17.09          0.00          1.82        727.28          0.00       -332.05       7103.16          0.00      -3790.07
 13.11         17.11          0.00          1.81        727.45          0.00       -332.04       7110.43          0.00      -3793.39
 13.12         17.13          0.00          1.81        727.62          0.00       -332.02       7117.71          0.00      -3796.71
 13.13         17.15          0.00          1.80        727.79          0.00       -332.00       7124.99          0.00      -3800.03
 13.14         17.17          0.00          1.80        727.96          0.00       -331.98       7132.27          0.00      -3803.35
 13.15         17.19          0.00          1.79        728.13          0.00       -331.96       7139.55          0.00      -3806.67
 13.16         17.21          0.00          1.78        728.30          0.00       -331.95       7146.83          0.00      -3809.99
 13.17         17.23          0.00          1.78        728.48          0.00       -331.93       7154.11          0.00      -3813.31
 13.18         17.25          0.00          1.77        728.65          0.00       -331.91       7161.40          0.00      -3816.63
 13.19         17.26          0.00          1.76        728.82          0.00       -331.89       7168.68          0.00      -3819.95
 13.20         17.28          0.00          1.76        728.99          0.00       -331.88       7175.97          0.00      -3823.27
 13.21         17.30          0.00          1.75        729.17          0.00       -331.86       7183.26          0.00      -3826.59
 13.22         17.32          0.00          1.74        729.34          0.00       -331.84       7190.56          0.00      -3829.91
 13.23         17.34          0.00          1.74        729.51          0.00       -331.82       7197.85          0.00      -3833.22
 13.24         17.36          0.00          1.73        729.69          0.00       -331.81       7205.15          0.00      -3836.54
 13.25         17.38          0.00          1.73        729.86          0.00       -331.79       7212.45          0.00      -3839.86
 13.26         17.40          0.00          1.72        730.03          0.00       -331.77       7219.74          0.00      -3843.18
 13.27         17.42          0.00          1.71        730.21          0.00       -331.75       7227.05          0.00      -3846.50
 13.28         17.43          0.00          1.71        730.38          0.00       -331.74       7234.35          0.00      -3849.81
 13.29         17.45          0.00          1.70        730.56          0.00       -331.72       7241.65          0.00      -3853.13
 13.30         17.47          0.00          1.69        730.73          0.00       -331.70       7248.96          0.00      -3856.45
 13.31         17.49          0.00          1.69        730.91          0.00       -331.69       7256.27          0.00      -3859.77
 13.32         17.51          0.00          1.68        731.08          0.00       -331.67       7263.58          0.00      -3863.08
 13.33         17.53          0.00          1.67        731.26          0.00       -331.65       7270.89          0.00      -3866.40
 13.34         17.55          0.00          1.67        731.43          0.00       -331.64       7278.20          0.00      -3869.72
 13.35         17.57          0.00          1.66        731.61          0.00       -331.62       7285.52          0.00      -3873.03
 13.36         17.59          0.00          1.66        731.78          0.00       -331.60       7292.84          0.00      -3876.35
 13.37         17.61          0.00          1.65        731.96          0.00       -331.59       7300.15          0.00      -3879.66
 13.38         17.62          0.00          1.64        732.14          0.00       -331.57       7307.47          0.00      -3882.98
 13.39         17.64          0.00          1.64        732.31          0.00       -331.55       7314.80          0.00      -3886.29
 13.40         17.66          0.00          1.63        732.49          0.00       -331.54       7322.12          0.00      -3889.61
 13.41         17.68          0.00          1.62        732.67          0.00       -331.52       7329.45          0.00      -3892.93
 13.42         17.70          0.00          1.62        732.84          0.00       -331.50       7336.77          0.00      -3896.24
 13.43         17.72          0.00          1.61        733.02          0.00       -331.49       7344.10          0.00      -3899.56
 13.44         17.74          0.00          1.61        733.20          0.00       -331.47       7351.43          0.00      -3902.87
 13.45         17.76          0.00          1.60        733.37          0.00       -331.46       7358.77          0.00      -3906.19
 13.46         17.78          0.00          1.59        733.55          0.00       -331.44       7366.10          0.00      -3909.50
 13.47         17.80          0.00          1.59        733.73          0.00       -331.42       7373.44          0.00      -3912.81
 13.48         17.81          0.00          1.58        733.91          0.00       -331.41       7380.78          0.00      -3916.13
 13.49         17.83          0.00          1.57        734.09          0.00       -331.39       7388.12          0.00      -3919.44
 13.50         17.85          0.00          1.57        734.26          0.00       -331.38       7395.46          0.00      -3922.76
 13.51         17.87          0.00          1.56        734.44          0.00       -331.36       7402.80          0.00      -3926.07
 13.52         17.89          0.00          1.56        734.62          0.00       -331.35       7410.15          0.00      -3929.38
 13.53         17.91          0.00          1.55        734.80          0.00       -331.33       7417.49          0.00      -3932.70
 13.54         17.93          0.00          1.54        734.98          0.00       -331.31       7424.84          0.00      -3936.01
 13.55         17.95          0.00          1.54        735.16          0.00       -331.30       7432.19          0.00      -3939.32
 13.56         17.97          0.00          1.53        735.34          0.00       -331.28       7439.55          0.00      -3942.64
 13.57         17.99          0.00          1.52        735.52          0.00       -331.27       7446.90          0.00      -3945.95
 13.58         18.01          0.00          1.52        735.70          0.00       -331.25       7454.26          0.00      -3949.26
 13.59         18.02          0.00          1.51        735.88          0.00       -331.24       7461.61          0.00      -3952.57
 13.60         18.04          0.00          1.51        736.06          0.00       -331.22       7468.97          0.00      -3955.89
 13.61         18.06          0.00          1.50        736.24          0.00       -331.21       7476.34          0.00      -3959.20
 13.62         18.08          0.00          1.49        736.42          0.00       -331.19       7483.70          0.00      -3962.51
 13.63         18.10          0.00          1.49        736.60          0.00       -331.18       7491.06          0.00      -3965.82
 13.64         18.12          0.00          1.48        736.78          0.00       -331.16       7498.43          0.00      -3969.13
 13.65         18.14          0.00          1.47        736.96          0.00       -331.15       7505.80          0.00      -3972.45
 13.66         18.16          0.00          1.47        737.15          0.00       -331.13       7513.17          0.00      -3975.76
 13.67         18.18          0.00          1.46        737.33          0.00       -331.12       7520.54          0.00      -3979.07
 13.68         18.20          0.00          1.45        737.51          0.00       -331.11       7527.92          0.00      -3982.38
 13.69         18.22          0.00          1.45        737.69          0.00       -331.09       7535.29          0.00      -3985.69
 13.70         18.23          0.00          1.44        737.87          0.00       -331.08       7542.67          0.00      -3989.00
 13.71         18.25          0.00          1.44        738.06          0.00       -331.06       7550.05          0.00      -3992.31
 13.72         18.27          0.00          1.43        738.24          0.00       -331.05       7557.43          0.00      -3995.62
 13.73         18.29          0.00          1.42        738.42          0.00       -331.03       7564.82          0.00      -3998.93
 13.74         18.31          0.00          1.42        738.60          0.00       -331.02       7572.20          0.00      -4002.24
 13.75         18.33          0.00          1.41        738.79          0.00       -331.00       7579.59          0.00      -4005.55
 13.76         18.35          0.00          1.41        738.97          0.00       -330.99       7586.98          0.00      -4008.86
 13.77         18.37          0.00          1.40        739.15          0.00       -330.98       7594.37          0.00      -4012.17
 13.78         18.39          0.00          1.39        739.34          0.00       -330.96       7601.76          0.00      -4015.48
 13.79         18.41          0.00          1.39        739.52          0.00       -330.95       7609.15          0.00      -4018.79
 13.80         18.43          0.00          1.38        739.71          0.00       -330.94       7616.55          0.00      -4022.10
 13.81         18.45          0.00          1.37        739.89          0.00       -330.92       7623.95          0.00      -4025.41
 13.82         18.46          0.00          1.37        740.08          0.00       -330.91       7631.35          0.00      -4028.72
 13.83         18.48          0.00          1.36        740.26          0.00       -330.89       7638.75          0.00      -4032.03
 13.84         18.50          0.00          1.36        740.45          0.00       -330.88       7646.15          0.00      -4035.34
 13.85         18.52          0.00          1.35        740.63          0.00       -330.87       7653.56          0.00      -4038.65
 13.86         18.54          0.00          1.34        740.82          0.00       -330.85       7660.97          0.00      -4041.96
 13.87         18.56          0.00          1.34        741.00          0.00       -330.84       7668.37          0.00      -4045.26
 13.88         18.58          0.00          1.33        741.19          0.00       -330.83       7675.79          0.00      -4048.57
 13.89         18.60          0.00          1.33        741.37          0.00       -330.81       7683.20          0.00      -4051.88
 13.90         18.61          0.00          1.32        741.56          0.00       -330.80       7690.61          0.00      -4055.19
 13.91         18.63          0.00          1.31        741.74          0.00       -330.79       7698.03          0.00      -4058.50
 13.92         18.65          0.00          1.31        741.93          0.00       -330.77       7705.45          0.00      -4061.80
 13.93         18.67          0.00          1.30        742.12          0.00       -330.76       7712.87          0.00      -4065.11
 13.94         18.69          0.00          1.30        742.30          0.00       -330.75       7720.29          0.00      -4068.42
 13.95         18.71          0.00          1.29        742.49          0.00       -330.73       7727.71          0.00      -4071.73
 13.96         18.73          0.00          1.29        742.68          0.00       -330.72       7735.14          0.00      -4075.03
 13.97         18.75          0.00          1.28        742.87          0.00       -330.71       7742.57          0.00      -4078.34
 13.98         18.76          0.00          1.28        743.05          0.00       -330.70       7750.00          0.00      -4081.65
 13.99         18.78          0.00          1.27        743.24          0.00       -330.68       7757.43          0.00      -4084.95
 14.00         18.80          0.00          1.27        743.43          0.00       -330.67       7764.86          0.00      -4088.26
 14.01         18.82          0.00          1.26        743.62          0.00       -330.66       7772.30          0.00      -4091.57
 14.02         18.84          0.00          1.26        743.81          0.00       -330.65       7779.73          0.00      -4094.87
 14.03         18.86          0.00          1.25        743.99          0.00       -330.63       7787.17          0.00      -4098.18
 14.04         18.88          0.00          1.25        744.18          0.00       -330.62       7794.61          0.00      -4101.49
 14.05         18.90          0.00          1.24        744.37          0.00       -330.61       7802.06          0.00      -4104.79
 14.06         18.92          0.00          1.23        744.56          0.00       -330.60       7809.50          0.00      -4108.10
 14.07         18.94          0.00          1.23        744.75          0.00       -330.58       7816.95          0.00      -4111.41
 14.08         18.96          0.00          1.22        744.94          0.00       -330.57       7824.40          0.00      -4114.71
 14.09         18.98          0.00          1.22        745.13          0.00       -330.56       7831.85          0.00      -4118.02
 14.10         19.00          0.00          1.21        745.32          0.00       -330.55       7839.30          0.00      -4121.32
 14.11         19.02          0.00          1.21        745.51          0.00       -330.53       7846.75          0.00      -4124.63
 14.12         19.03          0.00          1.20        745.70          0.00       -330.52       7854.21          0.00      -4127.93
 14.13         19.05          0.00          1.20        745.89          0.00       -330.51       7861.67          0.00      -4131.24
 14.14         19.07          0.00          1.19        746.08          0.00       -330.50       7869.13          0.00      -4134.54
 14.15         19.09          0.00          1.18        746.27          0.00       -330.49       7876.59          0.00      -4137.85
 14.16         19.11          0.00          1.18        746.46          0.00       -330.47       7884.05          0.00      -4141.15
 14.17         19.13          0.00          1.17        746.65          0.00       -330.46       7891.52          0.00      -4144.46
 14.18         19.15          0.00          1.17        746.85          0.00       -330.45       7898.99          0.00      -4147.76
 14.19         19.17          0.00          1.16        747.04          0.00       -330.44       7906.46          0.00      -4151.07
 14.20         19.19          0.00          1.16        747.23          0.00       -330.43       7913.93          0.00      -4154.37
 14.21         19.21          0.00          1.15        747.42          0.00       -330.42       7921.40          0.00      -4157.68
 14.22         19.23          0.00          1.14        747.61          0.00       -330.41       7928.88          0.00      -4160.98
 14.23         19.25          0.00          1.14        747.81          0.00       -330.39       7936.35          0.00      -4164.28
 14.24         19.27          0.00          1.13        748.00          0.00       -330.38       7943.83          0.00      -4167.59
 14.25         19.28          0.00          1.13        748.19          0.00       -330.37       7951.31          0.00      -4170.89
 14.26         19.30          0.00          1.12        748.38          0.00       -330.36       7958.80          0.00      -4174.19
 14.27         19.32          0.00          1.11        748.58          0.00       -330.35       7966.28          0.00      -4177.50
 14.28         19.34          0.00          1.11        748.77          0.00       -330.34       7973.77          0.00      -4180.80
 14.29         19.36          0.00          1.10        748.96          0.00       -330.33       7981.26          0.00      -4184.11
 14.30         19.38          0.00          1.09        749.16          0.00       -330.32       7988.75          0.00      -4187.41
 14.31         19.40          0.00          1.09        749.35          0.00       -330.30       7996.24          0.00      -4190.71
 14.32         19.42          0.00          1.08        749.55          0.00       -330.29       8003.73          0.00      -4194.01
 14.33         19.44          0.00          1.08        749.74          0.00       -330.28       8011.23          0.00      -4197.32
 14.34         19.46          0.00          1.07        749.93          0.00       -330.27       8018.73          0.00      -4200.62
 14.35         19.48          0.00          1.06        750.13          0.00       -330.26       8026.23          0.00      -4203.92
 14.36         19.50          0.00          1.06        750.32          0.00       -330.25       8033.73          0.00      -4207.23
 14.37         19.51          0.00          1.05        750.52          0.00       -330.24       8041.23          0.00      -4210.53
 14.38         19.53          0.00          1.04        750.71          0.00       -330.23       8048.74          0.00      -4213.83
 14.39         19.55          0.00          1.04        750.91          0.00       -330.22       8056.25          0.00      -4217.13
 14.40         19.57          0.00          1.03        751.10          0.00       -330.21       8063.76          0.00      -4220.43
 14.41         19.59          0.00          1.03        751.30          0.00       -330.20       8071.27          0.00      -4223.74
 14.42         19.61          0.00          1.02        751.50          0.00       -330.19       8078.78          0.00      -4227.04
 14.43         19.63          0.00          1.01        751.69          0.00       -330.18       8086.30          0.00      -4230.34
 14.44         19.65          0.00          1.01        751.89          0.00       -330.17       8093.82          0.00      -4233.64
 14.45         19.67          0.00          1.00        752.09          0.00       -330.16       8101.34          0.00      -4236.94
 14.46         19.69          0.00          0.99        752.28          0.00       -330.15       8108.86          0.00      -4240.25
 14.47         19.71          0.00          0.99        752.48          0.00       -330.14       8116.38          0.00      -4243.55
 14.48         19.73          0.00          0.98        752.68          0.00       -330.13       8123.91          0.00      -4246.85
 14.49         19.74          0.00          0.98        752.87          0.00       -330.12       8131.44          0.00      -4250.15
 14.50         19.76          0.00          0.97        753.07          0.00       -330.11       8138.97          0.00      -4253.45
 14.51         19.78          0.00          0.96        753.27          0.00       -330.10       8146.50          0.00      -4256.75
 14.52         19.80          0.00          0.96        753.47          0.00       -330.09       8154.03          0.00      -4260.05
 14.53         19.82          0.00          0.95        753.67          0.00       -330.08       8161.57          0.00      -4263.35
 14.54         19.84          0.00          0.94        753.86          0.00       -330.07       8169.11          0.00      -4266.65
 14.55         19.86          0.00          0.94        754.06          0.00       -330.06       8176.65          0.00      -4269.95
 14.56         19.88          0.00          0.93        754.26          0.00       -330.05       8184.19          0.00      -4273.26
 14.57         19.90          0.00          0.93        754.46          0.00       -330.04       8191.73          0.00      -4276.56
 14.58         19.92          0.00          0.92        754.66          0.00       -330.03       8199.28          0.00      -4279.86
 14.59         19.94          0.00          0.91        754.86          0.00       -330.02       8206.82          0.00      -4283.16
 14.60         19.96          0.00          0.91        755.06          0.00       -330.02       8214.37          0.00      -4286.46
 14.61         19.98          0.00          0.90        755.26          0.00       -330.01       8221.93          0.00      -4289.76
 14.62         20.00          0.00          0.90        755.46          0.00       -330.00       8229.48          0.00      -4293.06
 14.63         20.02          0.00          0.89        755.66          0.00       -329.99       8237.03          0.00      -4296.36
 14.64         20.04          0.00          0.89        755.86          0.00       -329.98       8244.59          0.00      -4299.66
 14.65         20.05          0.00          0.88        756.06          0.00       -329.97       8252.15          0.00      -4302.96
 14.66         20.07          0.00          0.87        756.26          0.00       -329.96       8259.71          0.00      -4306.26
 14.67         20.09          0.00          0.87        756.46          0.00       -329.95       8267.28          0.00      -4309.56
 14.68         20.11          0.00          0.86        756.66          0.00       -329.94       8274.84          0.00      -4312.85
 14.69         20.13          0.00          0.86        756.86          0.00       -329.94       8282.41          0.00      -4316.15
 14.70         20.15          0.00          0.85        757.06          0.00       -329.93       8289.98          0.00      -4319.45
 14.71         20.17          0.00          0.85        757.26          0.00       -329.92       8297.55          0.00      -4322.75
 14.72         20.19          0.00          0.84        757.47          0.00       -329.91       8305.13          0.00      -4326.05
 14.73         20.21          0.00          0.83        757.67          0.00       -329.90       8312.70          0.00      -4329.35
 14.74         20.23          0.00          0.83        757.87          0.00       -329.89       8320.28          0.00      -4332.65
 14.75         20.25          0.00          0.82        758.07          0.00       -329.89       8327.86          0.00      -4335.95
 14.76         20.27          0.00          0.82        758.28          0.00       -329.88       8335.44          0.00      -4339.25
 14.77         20.29          0.00          0.81        758.48          0.00       -329.87       8343.02          0.00      -4342.55
 14.78         20.31          0.00          0.81        758.68          0.00       -329.86       8350.61          0.00      -4345.85
 14.79         20.33          0.00          0.80        758.88          0.00       -329.85       8358.20          0.00      -4349.14
 14.80         20.35          0.00          0.79        759.09          0.00       -329.85       8365.79          0.00      -4352.44
 14.81         20.37          0.00          0.79        759.29          0.00       -329.84       8373.38          0.00      -4355.74
 14.82         20.39          0.00          0.78        759.50          0.00       -329.83       8380.97          0.00      -4359.04
 14.83         20.41          0.00          0.78        759.70          0.00       -329.82       8388.57          0.00      -4362.34
 14.84         20.43          0.00          0.77        759.90          0.00       -329.81       8396.17          0.00      -4365.64
 14.85         20.45          0.00          0.77        760.11          0.00       -329.81       8403.77          0.00      -4368.93
 14.86         20.47          0.00          0.76        760.31          0.00       -329.80       8411.37          0.00      -4372.23
 14.87         20.49          0.00          0.75        760.52          0.00       -329.79       8418.97          0.00      -4375.53
 14.88         20.51          0.00          0.75        760.72          0.00       -329.78       8426.58          0.00      -4378.83
 14.89         20.53          0.00          0.74        760.93          0.00       -329.78       8434.19          0.00      -4382.13
 14.90         20.55          0.00          0.74        761.13          0.00       -329.77       8441.80          0.00      -4385.42
 14.91         20.57          0.00          0.73        761.34          0.00       -329.76       8449.41          0.00      -4388.72
 14.92         20.59          0.00          0.73        761.54          0.00       -329.75       8457.02          0.00      -4392.02
 14.93         20.61          0.00          0.72        761.75          0.00       -329.75       8464.64          0.00      -4395.32
 14.94         20.63          0.00          0.71        761.96          0.00       -329.74       8472.26          0.00      -4398.61
 14.95         20.64          0.00          0.71        762.16          0.00       -329.73       8479.88          0.00      -4401.91
 14.96         20.66          0.00          0.70        762.37          0.00       -329.73       8487.50          0.00      -4405.21
 14.97         20.68          0.00          0.70        762.58          0.00       -329.72       8495.13          0.00      -4408.50
 14.98         20.70          0.00          0.69        762.78          0.00       -329.71       8502.75          0.00      -4411.80
 14.99         20.72          0.00          0.68        762.99          0.00       -329.70       8510.38          0.00      -4415.10
 15.00         20.74          0.00          0.68        763.20          0.00       -329.70       8518.01          0.00      -4418.40
 15.01         20.76          0.00          0.67        763.41          0.00       -329.69       8525.65          0.00      -4421.69
 15.02         20.78          0.00          0.67        763.61          0.00       -329.68       8533.28          0.00      -4424.99
 15.03         20.80          0.00          0.66        763.82          0.00       -329.68       8540.92          0.00      -4428.29
 15.04         20.82          0.00          0.65        764.03          0.00       -329.67       8548.56          0.00      -4431.58
 15.05         20.84          0.00          0.65        764.24          0.00       -329.66       8556.20          0.00      -4434.88
 15.06         20.86          0.00          0.64        764.45          0.00       -329.66       8563.84          0.00      -4438.18
 15.07         20.88          0.00          0.64        764.65          0.00       -329.65       8571.49          0.00      -4441.47
 15.08         20.90          0.00          0.63        764.86          0.00       -329.65       8579.14          0.00      -4444.77
 15.09         20.92          0.00          0.63        765.07          0.00       -329.64       8586.79          0.00      -4448.07
 15.10         20.94          0.00          0.62        765.28          0.00       -329.63       8594.44          0.00      -4451.36
 15.11         20.96          0.00          0.61        765.49          0.00       -329.63       8602.09          0.00      -4454.66
 15.12         20.98          0.00          0.61        765.70          0.00       -329.62       8609.75          0.00      -4457.96
 15.13         21.00          0.00          0.60        765.91          0.00       -329.61       8617.41          0.00      -4461.25
 15.14         21.02          0.00          0.60        766.12          0.00       -329.61       8625.07          0.00      -4464.55
 15.15         21.04          0.00          0.59        766.33          0.00       -329.60       8632.73          0.00      -4467.84
 15.16         21.06          0.00          0.58        766.54          0.00       -329.60       8640.39          0.00      -4471.14
 15.17         21.07          0.00          0.58        766.75          0.00       -329.59       8648.06          0.00      -4474.44
 15.18         21.09          0.00          0.57        766.96          0.00       -329.59       8655.73          0.00      -4477.73
 15.19         21.11          0.00          0.57        767.17          0.00       -329.58       8663.40          0.00      -4481.03
 15.20         21.13          0.00          0.56        767.39          0.00       -329.57       8671.07          0.00      -4484.32
 15.21         21.15          0.00          0.55        767.60          0.00       -329.57       8678.75          0.00      -4487.62
 15.22         21.17          0.00          0.55        767.81          0.00       -329.56       8686.42          0.00      -4490.91
 15.23         21.19          0.00          0.54        768.02          0.00       -329.56       8694.10          0.00      -4494.21
 15.24         21.21          0.00          0.54        768.23          0.00       -329.55       8701.78          0.00      -4497.51
 15.25         21.23          0.00          0.53        768.44          0.00       -329.55       8709.47          0.00      -4500.80
