     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 48.94        0.00        0.01        1.50        0.59        0.00       61.02      -21.90     -692.02        8.59        6.94
 48.95        0.00        0.01        1.50        0.59        0.00       61.04      -21.90     -692.11        8.59        6.94
 48.96        0.00        0.01        1.50        0.59        0.00       61.05      -21.91     -692.20        8.59        6.94
 48.97        0.00        0.01        1.50        0.59        0.00       61.07      -21.91     -692.29        8.59        6.94
 48.98        0.00        0.01        1.50        0.59        0.00       61.08      -21.91     -692.38        8.59        6.94
 48.99        0.00        0.01        1.50        0.59        0.00       61.10      -21.91     -692.46        8.59        6.94
 49.00        0.00        0.01        1.50        0.59        0.00       61.11      -21.92     -692.55        8.59        6.94
 49.01        0.00        0.01        1.50        0.59        0.00       61.13      -21.92     -692.64        8.59        6.94
 49.02        0.00        0.01        1.50        0.59        0.00       61.14      -21.92     -692.73        8.59        6.94
 49.03        0.00        0.01        1.50        0.59        0.00       61.16      -21.93     -692.81        8.59        6.94
 49.04        0.00        0.01        1.50        0.59        0.00       61.17      -21.93     -692.90        8.59        6.94
 49.05        0.00        0.01        1.50        0.59        0.00       61.19      -21.93     -692.99        8.59        6.94
 49.06        0.00        0.01        1.50        0.59        0.00       61.20      -21.93     -693.08        8.60        6.94
 49.07        0.00        0.01        1.50        0.59        0.00       61.22      -21.94     -693.16        8.60        6.94
 49.08        0.00        0.01        1.50        0.59        0.00       61.23      -21.94     -693.25        8.60        6.94
 49.09        0.00        0.01        1.50        0.59        0.00       61.25      -21.94     -693.34        8.60        6.94
 49.10        0.00        0.01        1.50        0.59        0.00       61.26      -21.95     -693.43        8.60        6.94
 49.11        0.00        0.01        1.50        0.59        0.00       61.28      -21.95     -693.51        8.60        6.94
 49.12        0.00        0.01        1.50        0.59        0.00       61.29      -21.95     -693.60        8.60        6.94
 49.13        0.00        0.01        1.50        0.59        0.00       61.31      -21.95     -693.69        8.60        6.94
 49.14        0.00        0.01        1.50        0.59        0.00       61.32      -21.96     -693.78        8.60        6.94
 49.15        0.00        0.01        1.49        0.59        0.00       61.34      -21.96     -693.86        8.60        6.94
 49.16        0.00        0.01        1.49        0.59        0.00       61.35      -21.96     -693.95        8.60        6.94
 49.17        0.00        0.01        1.49        0.59        0.00       61.37      -21.96     -694.04        8.60        6.94
 49.18        0.00        0.01        1.49        0.59        0.00       61.38      -21.97     -694.12        8.60        6.94
 49.19        0.00        0.01        1.49        0.59        0.00       61.40      -21.97     -694.21        8.61        6.94
 49.20        0.00        0.01        1.49        0.59        0.00       61.41      -21.97     -694.30        8.61        6.94
 49.21        0.00        0.01        1.49        0.59        0.00       61.43      -21.98     -694.39        8.61        6.94
 49.22        0.00        0.01        1.49        0.59        0.00       61.44      -21.98     -694.47        8.61        6.94
 49.23        0.00        0.01        1.49        0.59        0.00       61.46      -21.98     -694.56        8.61        6.94
 49.24        0.00        0.01        1.49        0.59        0.00       61.47      -21.98     -694.65        8.61        6.94
 49.25        0.00        0.01        1.49        0.59        0.00       61.48      -21.99     -694.73        8.61        6.94
 49.26        0.00        0.01        1.49        0.59        0.00       61.50      -21.99     -694.82        8.61        6.94
 49.27        0.00        0.01        1.49        0.59        0.00       61.51      -21.99     -694.91        8.61        6.94
 49.28        0.00        0.01        1.49        0.59        0.00       61.53      -22.00     -695.00        8.61        6.94
 49.29        0.00        0.01        1.49        0.59        0.00       61.54      -22.00     -695.08        8.61        6.94
 49.30        0.00        0.01        1.49        0.59        0.00       61.56      -22.00     -695.17        8.61        6.94
 49.31        0.00        0.01        1.49        0.59        0.00       61.57      -22.00     -695.26        8.62        6.94
 49.32        0.00        0.01        1.49        0.59        0.00       61.59      -22.01     -695.34        8.62        6.94
 49.33        0.00        0.01        1.49        0.59        0.00       61.60      -22.01     -695.43        8.62        6.94
 49.34        0.00        0.01        1.49        0.59        0.00       61.62      -22.01     -695.52        8.62        6.94
 49.35        0.00        0.01        1.49        0.59        0.00       61.63      -22.01     -695.60        8.62        6.94
 49.36        0.00        0.01        1.49        0.59        0.00       61.65      -22.02     -695.69        8.62        6.94
 49.37        0.00        0.01        1.49        0.59        0.00       61.66      -22.02     -695.78        8.62        6.94
 49.38        0.00        0.01        1.49        0.59        0.00       61.68      -22.02     -695.86        8.62        6.94
 49.39        0.00        0.01        1.49        0.59        0.00       61.69      -22.03     -695.95        8.62        6.94
 49.40        0.00        0.01        1.49        0.59        0.00       61.71      -22.03     -696.04        8.62        6.94
 49.41        0.00        0.01        1.49        0.59        0.00       61.72      -22.03     -696.12        8.62        6.94
 49.42        0.00        0.01        1.49        0.59        0.00       61.74      -22.03     -696.21        8.62        6.94
 49.43        0.00        0.01        1.49        0.60        0.00       61.75      -22.04     -696.30        8.63        6.94
 49.44        0.00        0.01        1.49        0.60        0.00       61.77      -22.04     -696.38        8.63        6.94
 49.45        0.00        0.01        1.49        0.60        0.00       61.78      -22.04     -696.47        8.63        6.94
 49.46        0.00        0.01        1.49        0.60        0.00       61.79      -22.04     -696.56        8.63        6.94
 49.47        0.00        0.01        1.49        0.60        0.00       61.81      -22.05     -696.64        8.63        6.94
 49.48        0.00        0.01        1.49        0.60        0.00       61.82      -22.05     -696.73        8.63        6.94
 49.49        0.00        0.01        1.49        0.60        0.00       61.84      -22.05     -696.81        8.63        6.94
 49.50        0.00        0.01        1.49        0.60        0.00       61.85      -22.06     -696.90        8.63        6.94
 49.51        0.00        0.01        1.49        0.60        0.00       61.87      -22.06     -696.99        8.63        6.94
 49.52        0.00        0.01        1.49        0.60        0.00       61.88      -22.06     -697.07        8.63        6.94
