     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 20.79        0.00        0.01        2.73        0.38        0.00       11.36      -12.42     -379.26        7.37        6.95
 20.80        0.00        0.01        2.73        0.38        0.00       11.37      -12.43     -379.29        7.37        6.95
 20.81        0.00        0.01        2.73        0.38        0.00       11.37      -12.43     -379.33        7.37        6.95
 20.82        0.00        0.01        2.73        0.38        0.00       11.38      -12.43     -379.37        7.37        6.95
 20.83        0.00        0.01        2.73        0.38        0.00       11.39      -12.43     -379.41        7.37        6.95
 20.84        0.00        0.01        2.73        0.38        0.00       11.40      -12.44     -379.45        7.37        6.95
 20.85        0.00        0.01        2.73        0.38        0.00       11.41      -12.44     -379.48        7.37        6.95
 20.86        0.00        0.01        2.73        0.38        0.00       11.41      -12.44     -379.52        7.37        6.95
 20.87        0.00        0.01        2.73        0.38        0.00       11.42      -12.44     -379.56        7.37        6.95
 20.88        0.00        0.01        2.73        0.38        0.00       11.43      -12.44     -379.60        7.37        6.95
 20.89        0.00        0.01        2.72        0.38        0.00       11.44      -12.45     -379.63        7.37        6.95
 20.90        0.00        0.01        2.72        0.38        0.00       11.44      -12.45     -379.67        7.37        6.95
 20.91        0.00        0.01        2.72        0.38        0.00       11.45      -12.45     -379.71        7.37        6.95
 20.92        0.00        0.01        2.72        0.38        0.00       11.46      -12.45     -379.75        7.37        6.95
 20.93        0.00        0.01        2.72        0.38        0.00       11.47      -12.46     -379.79        7.37        6.95
 20.94        0.00        0.01        2.72        0.38        0.00       11.48      -12.46     -379.82        7.37        6.95
 20.95        0.00        0.01        2.72        0.38        0.00       11.48      -12.46     -379.86        7.37        6.95
 20.96        0.00        0.01        2.72        0.38        0.00       11.49      -12.46     -379.90        7.37        6.95
 20.97        0.00        0.01        2.72        0.38        0.00       11.50      -12.47     -379.94        7.37        6.95
 20.98        0.00        0.01        2.72        0.38        0.00       11.51      -12.47     -379.98        7.37        6.95
 20.99        0.00        0.01        2.72        0.38        0.00       11.52      -12.47     -380.01        7.37        6.95
 21.00        0.00        0.01        2.72        0.38        0.00       11.52      -12.47     -380.05        7.37        6.95
 21.01        0.00        0.01        2.72        0.38        0.00       11.53      -12.47     -380.09        7.37        6.95
 21.02        0.00        0.01        2.72        0.38        0.00       11.54      -12.48     -380.13        7.37        6.95
 21.03        0.00        0.01        2.72        0.38        0.00       11.55      -12.48     -380.17        7.37        6.95
 21.04        0.00        0.01        2.72        0.38        0.00       11.55      -12.48     -380.20        7.37        6.95
 21.05        0.00        0.01        2.71        0.38        0.00       11.56      -12.48     -380.24        7.37        6.95
 21.06        0.00        0.01        2.71        0.38        0.00       11.57      -12.49     -380.28        7.37        6.95
 21.07        0.00        0.01        2.71        0.38        0.00       11.58      -12.49     -380.32        7.37        6.95
 21.08        0.00        0.01        2.71        0.38        0.00       11.59      -12.49     -380.36        7.38        6.95
 21.09        0.00        0.01        2.71        0.38        0.00       11.59      -12.49     -380.39        7.38        6.95
 21.10        0.00        0.01        2.71        0.38        0.00       11.60      -12.49     -380.43        7.38        6.95
 21.11        0.00        0.01        2.71        0.38        0.00       11.61      -12.50     -380.47        7.38        6.95
 21.12        0.00        0.01        2.71        0.38        0.00       11.62      -12.50     -380.51        7.38        6.95
 21.13        0.00        0.01        2.71        0.38        0.00       11.62      -12.50     -380.55        7.38        6.95
 21.14        0.00        0.01        2.71        0.38        0.00       11.63      -12.50     -380.58        7.38        6.95
 21.15        0.00        0.01        2.71        0.38        0.00       11.64      -12.51     -380.62        7.38        6.95
 21.16        0.00        0.01        2.71        0.38        0.00       11.65      -12.51     -380.66        7.38        6.95
 21.17        0.00        0.01        2.71        0.38        0.00       11.66      -12.51     -380.70        7.38        6.95
 21.18        0.00        0.01        2.71        0.38        0.00       11.66      -12.51     -380.74        7.38        6.95
 21.19        0.00        0.01        2.71        0.38        0.00       11.67      -12.51     -380.77        7.38        6.95
 21.20        0.00        0.01        2.71        0.38        0.00       11.68      -12.52     -380.81        7.38        6.95
 21.21        0.00        0.01        2.71        0.38        0.00       11.69      -12.52     -380.85        7.38        6.95
 21.22        0.00        0.01        2.70        0.38        0.00       11.70      -12.52     -380.89        7.38        6.95
 21.23        0.00        0.01        2.70        0.38        0.00       11.70      -12.52     -380.93        7.38        6.95
 21.24        0.00        0.01        2.70        0.38        0.00       11.71      -12.53     -380.96        7.38        6.95
 21.25        0.00        0.01        2.70        0.38        0.00       11.72      -12.53     -381.00        7.38        6.95
 21.26        0.00        0.01        2.70        0.38        0.00       11.73      -12.53     -381.04        7.38        6.95
 21.27        0.00        0.01        2.70        0.38        0.00       11.73      -12.53     -381.08        7.38        6.95
 21.28        0.00        0.01        2.70        0.38        0.00       11.74      -12.54     -381.12        7.38        6.95
 21.29        0.00        0.01        2.70        0.38        0.00       11.75      -12.54     -381.15        7.38        6.95
 21.30        0.00        0.01        2.70        0.38        0.00       11.76      -12.54     -381.19        7.38        6.95
 21.31        0.00        0.01        2.70        0.38        0.00       11.77      -12.54     -381.23        7.38        6.95
 21.32        0.00        0.01        2.70        0.38        0.00       11.77      -12.54     -381.27        7.38        6.95
 21.33        0.00        0.01        2.70        0.38        0.00       11.78      -12.55     -381.31        7.38        6.95
 21.34        0.00        0.01        2.70        0.38        0.00       11.79      -12.55     -381.34        7.38        6.95
 21.35        0.00        0.01        2.70        0.38        0.00       11.80      -12.55     -381.38        7.38        6.95
 21.36        0.00        0.01        2.70        0.38        0.00       11.81      -12.55     -381.42        7.38        6.95
 21.37        0.00        0.01        2.70        0.38        0.00       11.81      -12.56     -381.46        7.38        6.95
 21.38        0.00        0.01        2.70        0.38        0.00       11.82      -12.56     -381.50        7.38        6.95
 21.39        0.00        0.01        2.69        0.38        0.00       11.83      -12.56     -381.54        7.38        6.95
 21.40        0.00        0.01        2.69        0.38        0.00       11.84      -12.56     -381.57        7.38        6.95
 21.41        0.00        0.01        2.69        0.38        0.00       11.84      -12.56     -381.61        7.38        6.95
 21.42        0.00        0.01        2.69        0.38        0.00       11.85      -12.57     -381.65        7.38        6.95
 21.43        0.00        0.01        2.69        0.38        0.00       11.86      -12.57     -381.69        7.38        6.95
 21.44        0.00        0.01        2.69        0.38        0.00       11.87      -12.57     -381.73        7.38        6.95
 21.45        0.00        0.01        2.69        0.38        0.00       11.88      -12.57     -381.76        7.38        6.95
 21.46        0.00        0.01        2.69        0.38        0.00       11.88      -12.58     -381.80        7.39        6.95
 21.47        0.00        0.01        2.69        0.38        0.00       11.89      -12.58     -381.84        7.39        6.95
 21.48        0.00        0.01        2.69        0.38        0.00       11.90      -12.58     -381.88        7.39        6.95
 21.49        0.00        0.01        2.69        0.38        0.00       11.91      -12.58     -381.92        7.39        6.95
 21.50        0.00        0.01        2.69        0.38        0.00       11.92      -12.58     -381.96        7.39        6.95
 21.51        0.00        0.01        2.69        0.38        0.00       11.92      -12.59     -381.99        7.39        6.95
 21.52        0.00        0.01        2.69        0.38        0.00       11.93      -12.59     -382.03        7.39        6.95
 21.53        0.00        0.01        2.69        0.38        0.00       11.94      -12.59     -382.07        7.39        6.95
 21.54        0.00        0.01        2.69        0.38        0.00       11.95      -12.59     -382.11        7.39        6.95
 21.55        0.00        0.01        2.69        0.38        0.00       11.96      -12.60     -382.15        7.39        6.95
 21.56        0.00        0.01        2.68        0.38        0.00       11.96      -12.60     -382.18        7.39        6.94
 21.57        0.00        0.01        2.68        0.38        0.00       11.97      -12.60     -382.22        7.39        6.94
 21.58        0.00        0.01        2.68        0.38        0.00       11.98      -12.60     -382.26        7.39        6.94
 21.59        0.00        0.01        2.68        0.38        0.00       11.99      -12.61     -382.30        7.39        6.94
 21.60        0.00        0.01        2.68        0.38        0.00       11.99      -12.61     -382.34        7.39        6.94
 21.61        0.00        0.01        2.68        0.38        0.00       12.00      -12.61     -382.38        7.39        6.94
 21.62        0.00        0.01        2.68        0.38        0.00       12.01      -12.61     -382.41        7.39        6.94
 21.63        0.00        0.01        2.68        0.38        0.00       12.02      -12.61     -382.45        7.39        6.94
 21.64        0.00        0.01        2.68        0.38        0.00       12.03      -12.62     -382.49        7.39        6.94
 21.65        0.00        0.01        2.68        0.38        0.00       12.03      -12.62     -382.53        7.39        6.94
 21.66        0.00        0.01        2.68        0.38        0.00       12.04      -12.62     -382.57        7.39        6.94
 21.67        0.00        0.01        2.68        0.38        0.00       12.05      -12.62     -382.61        7.39        6.94
 21.68        0.00        0.01        2.68        0.38        0.00       12.06      -12.63     -382.64        7.39        6.94
 21.69        0.00        0.01        2.68        0.38        0.00       12.07      -12.63     -382.68        7.39        6.94
 21.70        0.00        0.01        2.68        0.38        0.00       12.07      -12.63     -382.72        7.39        6.94
 21.71        0.00        0.01        2.68        0.38        0.00       12.08      -12.63     -382.76        7.39        6.94
 21.72        0.00        0.01        2.68        0.38        0.00       12.09      -12.63     -382.80        7.39        6.94
 21.73        0.00        0.01        2.67        0.38        0.00       12.10      -12.64     -382.84        7.39        6.94
 21.74        0.00        0.01        2.67        0.38        0.00       12.11      -12.64     -382.87        7.39        6.94
 21.75        0.00        0.01        2.67        0.38        0.00       12.11      -12.64     -382.91        7.39        6.94
 21.76        0.00        0.01        2.67        0.38        0.00       12.12      -12.64     -382.95        7.39        6.94
 21.77        0.00        0.01        2.67        0.38        0.00       12.13      -12.65     -382.99        7.39        6.94
 21.78        0.00        0.01        2.67        0.38        0.00       12.14      -12.65     -383.03        7.39        6.94
 21.79        0.00        0.01        2.67        0.38        0.00       12.14      -12.65     -383.07        7.39        6.94
 21.80        0.00        0.01        2.67        0.38        0.00       12.15      -12.65     -383.10        7.39        6.94
 21.81        0.00        0.01        2.67        0.38        0.00       12.16      -12.66     -383.14        7.39        6.94
 21.82        0.00        0.01        2.67        0.38        0.00       12.17      -12.66     -383.18        7.39        6.94
 21.83        0.00        0.01        2.67        0.38        0.00       12.18      -12.66     -383.22        7.39        6.94
 21.84        0.00        0.01        2.67        0.38        0.00       12.18      -12.66     -383.26        7.39        6.94
 21.85        0.00        0.01        2.67        0.38        0.00       12.19      -12.66     -383.30        7.40        6.94
 21.86        0.00        0.01        2.67        0.38        0.00       12.20      -12.67     -383.34        7.40        6.94
 21.87        0.00        0.01        2.67        0.38        0.00       12.21      -12.67     -383.37        7.40        6.94
 21.88        0.00        0.01        2.67        0.38        0.00       12.22      -12.67     -383.41        7.40        6.94
 21.89        0.00        0.01        2.66        0.38        0.00       12.22      -12.67     -383.45        7.40        6.94
 21.90        0.00        0.01        2.66        0.38        0.00       12.23      -12.68     -383.49        7.40        6.94
 21.91        0.00        0.01        2.66        0.38        0.00       12.24      -12.68     -383.53        7.40        6.94
 21.92        0.00        0.01        2.66        0.38        0.00       12.25      -12.68     -383.57        7.40        6.94
 21.93        0.00        0.01        2.66        0.38        0.00       12.26      -12.68     -383.60        7.40        6.94
 21.94        0.00        0.01        2.66        0.38        0.00       12.26      -12.69     -383.64        7.40        6.94
 21.95        0.00        0.01        2.66        0.38        0.00       12.27      -12.69     -383.68        7.40        6.94
 21.96        0.00        0.01        2.66        0.38        0.00       12.28      -12.69     -383.72        7.40        6.94
 21.97        0.00        0.01        2.66        0.38        0.00       12.29      -12.69     -383.76        7.40        6.94
 21.98        0.00        0.01        2.66        0.38        0.00       12.30      -12.69     -383.80        7.40        6.94
 21.99        0.00        0.01        2.66        0.38        0.00       12.30      -12.70     -383.84        7.40        6.94
 22.00        0.00        0.01        2.66        0.38        0.00       12.31      -12.70     -383.87        7.40        6.94
 22.01        0.00        0.01        2.66        0.38        0.00       12.32      -12.70     -383.91        7.40        6.94
 22.02        0.00        0.01        2.66        0.38        0.00       12.33      -12.70     -383.95        7.40        6.94
 22.03        0.00        0.01        2.66        0.38        0.00       12.34      -12.71     -383.99        7.40        6.94
 22.04        0.00        0.01        2.66        0.38        0.00       12.34      -12.71     -384.03        7.40        6.94
 22.05        0.00        0.01        2.66        0.38        0.00       12.35      -12.71     -384.07        7.40        6.94
 22.06        0.00        0.01        2.65        0.38        0.00       12.36      -12.71     -384.11        7.40        6.94
 22.07        0.00        0.01        2.65        0.38        0.00       12.37      -12.71     -384.14        7.40        6.94
 22.08        0.00        0.01        2.65        0.38        0.00       12.38      -12.72     -384.18        7.40        6.94
 22.09        0.00        0.01        2.65        0.38        0.00       12.38      -12.72     -384.22        7.40        6.94
 22.10        0.00        0.01        2.65        0.38        0.00       12.39      -12.72     -384.26        7.40        6.94
 22.11        0.00        0.01        2.65        0.38        0.00       12.40      -12.72     -384.30        7.40        6.94
 22.12        0.00        0.01        2.65        0.38        0.00       12.41      -12.73     -384.34        7.40        6.94
 22.13        0.00        0.01        2.65        0.38        0.00       12.41      -12.73     -384.38        7.40        6.94
 22.14        0.00        0.01        2.65        0.39        0.00       12.42      -12.73     -384.41        7.40        6.94
 22.15        0.00        0.01        2.65        0.39        0.00       12.43      -12.73     -384.45        7.40        6.94
 22.16        0.00        0.01        2.65        0.39        0.00       12.44      -12.74     -384.49        7.40        6.94
 22.17        0.00        0.01        2.65        0.39        0.00       12.45      -12.74     -384.53        7.40        6.94
 22.18        0.00        0.01        2.65        0.39        0.00       12.45      -12.74     -384.57        7.40        6.94
 22.19        0.00        0.01        2.65        0.39        0.00       12.46      -12.74     -384.61        7.40        6.94
 22.20        0.00        0.01        2.65        0.39        0.00       12.47      -12.74     -384.65        7.40        6.94
 22.21        0.00        0.01        2.65        0.39        0.00       12.48      -12.75     -384.68        7.40        6.94
 22.22        0.00        0.01        2.64        0.39        0.00       12.49      -12.75     -384.72        7.40        6.94
 22.23        0.00        0.01        2.64        0.39        0.00       12.49      -12.75     -384.76        7.41        6.94
 22.24        0.00        0.01        2.64        0.39        0.00       12.50      -12.75     -384.80        7.41        6.94
 22.25        0.00        0.01        2.64        0.39        0.00       12.51      -12.76     -384.84        7.41        6.94
 22.26        0.00        0.01        2.64        0.39        0.00       12.52      -12.76     -384.88        7.41        6.94
 22.27        0.00        0.01        2.64        0.39        0.00       12.53      -12.76     -384.92        7.41        6.94
 22.28        0.00        0.01        2.64        0.39        0.00       12.53      -12.76     -384.95        7.41        6.94
 22.29        0.00        0.01        2.64        0.39        0.00       12.54      -12.77     -384.99        7.41        6.94
 22.30        0.00        0.01        2.64        0.39        0.00       12.55      -12.77     -385.03        7.41        6.94
 22.31        0.00        0.01        2.64        0.39        0.00       12.56      -12.77     -385.07        7.41        6.94
 22.32        0.00        0.01        2.64        0.39        0.00       12.57      -12.77     -385.11        7.41        6.94
 22.33        0.00        0.01        2.64        0.39        0.00       12.57      -12.77     -385.15        7.41        6.94
 22.34        0.00        0.01        2.64        0.39        0.00       12.58      -12.78     -385.19        7.41        6.94
 22.35        0.00        0.01        2.64        0.39        0.00       12.59      -12.78     -385.22        7.41        6.94
 22.36        0.00        0.01        2.64        0.39        0.00       12.60      -12.78     -385.26        7.41        6.94
 22.37        0.00        0.01        2.64        0.39        0.00       12.61      -12.78     -385.30        7.41        6.94
 22.38        0.00        0.01        2.64        0.39        0.00       12.61      -12.79     -385.34        7.41        6.94
 22.39        0.00        0.01        2.63        0.39        0.00       12.62      -12.79     -385.38        7.41        6.94
 22.40        0.00        0.01        2.63        0.39        0.00       12.63      -12.79     -385.42        7.41        6.94
 22.41        0.00        0.01        2.63        0.39        0.00       12.64      -12.79     -385.46        7.41        6.94
 22.42        0.00        0.01        2.63        0.39        0.00       12.65      -12.79     -385.49        7.41        6.94
 22.43        0.00        0.01        2.63        0.39        0.00       12.65      -12.80     -385.53        7.41        6.94
 22.44        0.00        0.01        2.63        0.39        0.00       12.66      -12.80     -385.57        7.41        6.94
 22.45        0.00        0.01        2.63        0.39        0.00       12.67      -12.80     -385.61        7.41        6.94
 22.46        0.00        0.01        2.63        0.39        0.00       12.68      -12.80     -385.65        7.41        6.94
 22.47        0.00        0.01        2.63        0.39        0.00       12.69      -12.81     -385.69        7.41        6.94
 22.48        0.00        0.01        2.63        0.39        0.00       12.69      -12.81     -385.73        7.41        6.94
 22.49        0.00        0.01        2.63        0.39        0.00       12.70      -12.81     -385.76        7.41        6.94
 22.50        0.00        0.01        2.63        0.39        0.00       12.71      -12.81     -385.80        7.41        6.94
 22.51        0.00        0.01        2.63        0.39        0.00       12.72      -12.82     -385.84        7.41        6.94
 22.52        0.00        0.01        2.63        0.39        0.00       12.73      -12.82     -385.88        7.41        6.94
 22.53        0.00        0.01        2.63        0.39        0.00       12.73      -12.82     -385.92        7.41        6.94
 22.54        0.00        0.01        2.63        0.39        0.00       12.74      -12.82     -385.96        7.41        6.94
 22.55        0.00        0.01        2.63        0.39        0.00       12.75      -12.82     -386.00        7.41        6.94
 22.56        0.00        0.01        2.62        0.39        0.00       12.76      -12.83     -386.03        7.41        6.94
 22.57        0.00        0.01        2.62        0.39        0.00       12.77      -12.83     -386.07        7.41        6.94
 22.58        0.00        0.01        2.62        0.39        0.00       12.77      -12.83     -386.11        7.41        6.94
 22.59        0.00        0.01        2.62        0.39        0.00       12.78      -12.83     -386.15        7.41        6.94
 22.60        0.00        0.01        2.62        0.39        0.00       12.79      -12.84     -386.19        7.42        6.94
 22.61        0.00        0.01        2.62        0.39        0.00       12.80      -12.84     -386.23        7.42        6.94
 22.62        0.00        0.01        2.62        0.39        0.00       12.81      -12.84     -386.27        7.42        6.94
 22.63        0.00        0.01        2.62        0.39        0.00       12.81      -12.84     -386.31        7.42        6.94
 22.64        0.00        0.01        2.62        0.39        0.00       12.82      -12.85     -386.34        7.42        6.94
 22.65        0.00        0.01        2.62        0.39        0.00       12.83      -12.85     -386.38        7.42        6.94
 22.66        0.00        0.01        2.62        0.39        0.00       12.84      -12.85     -386.42        7.42        6.94
 22.67        0.00        0.01        2.62        0.39        0.00       12.84      -12.85     -386.46        7.42        6.94
 22.68        0.00        0.01        2.62        0.39        0.00       12.85      -12.85     -386.50        7.42        6.94
 22.69        0.00        0.01        2.62        0.39        0.00       12.86      -12.86     -386.54        7.42        6.94
 22.70        0.00        0.01        2.62        0.39        0.00       12.87      -12.86     -386.58        7.42        6.94
 22.71        0.00        0.01        2.62        0.39        0.00       12.88      -12.86     -386.61        7.42        6.94
 22.72        0.00        0.01        2.61        0.39        0.00       12.88      -12.86     -386.65        7.42        6.94
 22.73        0.00        0.01        2.61        0.39        0.00       12.89      -12.87     -386.69        7.42        6.94
 22.74        0.00        0.01        2.61        0.39        0.00       12.90      -12.87     -386.73        7.42        6.94
 22.75        0.00        0.01        2.61        0.39        0.00       12.91      -12.87     -386.77        7.42        6.94
 22.76        0.00        0.01        2.61        0.39        0.00       12.92      -12.87     -386.81        7.42        6.94
 22.77        0.00        0.01        2.61        0.39        0.00       12.92      -12.88     -386.85        7.42        6.94
 22.78        0.00        0.01        2.61        0.39        0.00       12.93      -12.88     -386.89        7.42        6.94
 22.79        0.00        0.01        2.61        0.39        0.00       12.94      -12.88     -386.92        7.42        6.94
 22.80        0.00        0.01        2.61        0.39        0.00       12.95      -12.88     -386.96        7.42        6.94
 22.81        0.00        0.01        2.61        0.39        0.00       12.96      -12.88     -387.00        7.42        6.94
 22.82        0.00        0.01        2.61        0.39        0.00       12.96      -12.89     -387.04        7.42        6.94
 22.83        0.00        0.01        2.61        0.39        0.00       12.97      -12.89     -387.08        7.42        6.94
 22.84        0.00        0.01        2.61        0.39        0.00       12.98      -12.89     -387.12        7.42        6.94
 22.85        0.00        0.01        2.61        0.39        0.00       12.99      -12.89     -387.16        7.42        6.94
 22.86        0.00        0.01        2.61        0.39        0.00       13.00      -12.90     -387.20        7.42        6.94
 22.87        0.00        0.01        2.61        0.39        0.00       13.00      -12.90     -387.23        7.42        6.94
 22.88        0.00        0.01        2.61        0.39        0.00       13.01      -12.90     -387.27        7.42        6.94
 22.89        0.00        0.01        2.60        0.39        0.00       13.02      -12.90     -387.31        7.42        6.94
 22.90        0.00        0.01        2.60        0.39        0.00       13.03      -12.91     -387.35        7.42        6.94
 22.91        0.00        0.01        2.60        0.39        0.00       13.04      -12.91     -387.39        7.42        6.94
 22.92        0.00        0.01        2.60        0.39        0.00       13.04      -12.91     -387.43        7.42        6.94
 22.93        0.00        0.01        2.60        0.39        0.00       13.05      -12.91     -387.47        7.42        6.94
 22.94        0.00        0.01        2.60        0.39        0.00       13.06      -12.91     -387.51        7.42        6.94
 22.95        0.00        0.01        2.60        0.39        0.00       13.07      -12.92     -387.54        7.42        6.94
 22.96        0.00        0.01        2.60        0.39        0.00       13.08      -12.92     -387.58        7.42        6.94
 22.97        0.00        0.01        2.60        0.39        0.00       13.08      -12.92     -387.62        7.42        6.94
 22.98        0.00        0.01        2.60        0.39        0.00       13.09      -12.92     -387.66        7.43        6.94
 22.99        0.00        0.01        2.60        0.39        0.00       13.10      -12.93     -387.70        7.43        6.94
 23.00        0.00        0.01        2.60        0.39        0.00       13.11      -12.93     -387.74        7.43        6.94
 23.01        0.00        0.01        2.60        0.39        0.00       13.12      -12.93     -387.78        7.43        6.94
 23.02        0.00        0.01        2.60        0.39        0.00       13.12      -12.93     -387.82        7.43        6.94
 23.03        0.00        0.01        2.60        0.39        0.00       13.13      -12.94     -387.85        7.43        6.94
 23.04        0.00        0.01        2.60        0.39        0.00       13.14      -12.94     -387.89        7.43        6.94
 23.05        0.00        0.01        2.59        0.39        0.00       13.15      -12.94     -387.93        7.43        6.94
 23.06        0.00        0.01        2.59        0.39        0.00       13.16      -12.94     -387.97        7.43        6.94
 23.07        0.00        0.01        2.59        0.39        0.00       13.16      -12.94     -388.01        7.43        6.94
 23.08        0.00        0.01        2.59        0.39        0.00       13.17      -12.95     -388.05        7.43        6.94
 23.09        0.00        0.01        2.59        0.39        0.00       13.18      -12.95     -388.09        7.43        6.94
 23.10        0.00        0.01        2.59        0.39        0.00       13.19      -12.95     -388.13        7.43        6.94
 23.11        0.00        0.01        2.59        0.39        0.00       13.20      -12.95     -388.16        7.43        6.94
 23.12        0.00        0.01        2.59        0.39        0.00       13.20      -12.96     -388.20        7.43        6.94
 23.13        0.00        0.01        2.59        0.39        0.00       13.21      -12.96     -388.24        7.43        6.94
 23.14        0.00        0.01        2.59        0.39        0.00       13.22      -12.96     -388.28        7.43        6.94
 23.15        0.00        0.01        2.59        0.39        0.00       13.23      -12.96     -388.32        7.43        6.94
 23.16        0.00        0.01        2.59        0.39        0.00       13.24      -12.97     -388.36        7.43        6.94
 23.17        0.00        0.01        2.59        0.39        0.00       13.24      -12.97     -388.40        7.43        6.94
 23.18        0.00        0.01        2.59        0.39        0.00       13.25      -12.97     -388.44        7.43        6.94
 23.19        0.00        0.01        2.59        0.39        0.00       13.26      -12.97     -388.48        7.43        6.94
 23.20        0.00        0.01        2.59        0.39        0.00       13.27      -12.97     -388.51        7.43        6.94
 23.21        0.00        0.01        2.59        0.39        0.00       13.28      -12.98     -388.55        7.43        6.94
 23.22        0.00        0.01        2.58        0.39        0.00       13.28      -12.98     -388.59        7.43        6.94
 23.23        0.00        0.01        2.58        0.39        0.00       13.29      -12.98     -388.63        7.43        6.94
 23.24        0.00        0.01        2.58        0.39        0.00       13.30      -12.98     -388.67        7.43        6.94
 23.25        0.00        0.01        2.58        0.39        0.00       13.31      -12.99     -388.71        7.43        6.94
 23.26        0.00        0.01        2.58        0.39        0.00       13.32      -12.99     -388.75        7.43        6.94
 23.27        0.00        0.01        2.58        0.39        0.00       13.32      -12.99     -388.79        7.43        6.94
 23.28        0.00        0.01        2.58        0.39        0.00       13.33      -12.99     -388.82        7.43        6.94
 23.29        0.00        0.01        2.58        0.39        0.00       13.34      -13.00     -388.86        7.43        6.94
 23.30        0.00        0.01        2.58        0.39        0.00       13.35      -13.00     -388.90        7.43        6.94
 23.31        0.00        0.01        2.58        0.39        0.00       13.36      -13.00     -388.94        7.43        6.94
 23.32        0.00        0.01        2.58        0.39        0.00       13.36      -13.00     -388.98        7.43        6.94
 23.33        0.00        0.01        2.58        0.39        0.00       13.37      -13.00     -389.02        7.43        6.94
 23.34        0.00        0.01        2.58        0.39        0.00       13.38      -13.01     -389.06        7.43        6.94
 23.35        0.00        0.01        2.58        0.39        0.00       13.39      -13.01     -389.10        7.43        6.94
 23.36        0.00        0.01        2.58        0.39        0.00       13.40      -13.01     -389.14        7.44        6.94
 23.37        0.00        0.01        2.58        0.39        0.00       13.40      -13.01     -389.17        7.44        6.94
 23.38        0.00        0.01        2.57        0.39        0.00       13.41      -13.02     -389.21        7.44        6.94
 23.39        0.00        0.01        2.57        0.39        0.00       13.42      -13.02     -389.25        7.44        6.94
 23.40        0.00        0.01        2.57        0.39        0.00       13.43      -13.02     -389.29        7.44        6.94
 23.41        0.00        0.01        2.57        0.39        0.00       13.44      -13.02     -389.33        7.44        6.94
 23.42        0.00        0.01        2.57        0.39        0.00       13.44      -13.03     -389.37        7.44        6.94
 23.43        0.00        0.01        2.57        0.39        0.00       13.45      -13.03     -389.41        7.44        6.94
 23.44        0.00        0.01        2.57        0.39        0.00       13.46      -13.03     -389.45        7.44        6.94
 23.45        0.00        0.01        2.57        0.39        0.00       13.47      -13.03     -389.49        7.44        6.94
 23.46        0.00        0.01        2.57        0.39        0.00       13.48      -13.03     -389.52        7.44        6.94
 23.47        0.00        0.01        2.57        0.39        0.00       13.48      -13.04     -389.56        7.44        6.94
 23.48        0.00        0.01        2.57        0.39        0.00       13.49      -13.04     -389.60        7.44        6.94
 23.49        0.00        0.01        2.57        0.39        0.00       13.50      -13.04     -389.64        7.44        6.94
 23.50        0.00        0.01        2.57        0.39        0.00       13.51      -13.04     -389.68        7.44        6.94
 23.51        0.00        0.01        2.57        0.39        0.00       13.52      -13.05     -389.72        7.44        6.94
 23.52        0.00        0.01        2.57        0.39        0.00       13.52      -13.05     -389.76        7.44        6.94
 23.53        0.00        0.01        2.57        0.39        0.00       13.53      -13.05     -389.80        7.44        6.94
 23.54        0.00        0.01        2.57        0.39        0.00       13.54      -13.05     -389.83        7.44        6.94
 23.55        0.00        0.01        2.56        0.39        0.00       13.55      -13.06     -389.87        7.44        6.94
 23.56        0.00        0.01        2.56        0.39        0.00       13.56      -13.06     -389.91        7.44        6.94
 23.57        0.00        0.01        2.56        0.39        0.00       13.57      -13.06     -389.95        7.44        6.94
 23.58        0.00        0.01        2.56        0.39        0.00       13.57      -13.06     -389.99        7.44        6.94
 23.59        0.00        0.01        2.56        0.39        0.00       13.58      -13.06     -390.03        7.44        6.94
 23.60        0.00        0.01        2.56        0.39        0.00       13.59      -13.07     -390.07        7.44        6.94
 23.61        0.00        0.01        2.56        0.39        0.00       13.60      -13.07     -390.11        7.44        6.94
 23.62        0.00        0.01        2.56        0.39        0.00       13.61      -13.07     -390.15        7.44        6.94
 23.63        0.00        0.01        2.56        0.39        0.00       13.61      -13.07     -390.19        7.44        6.94
 23.64        0.00        0.01        2.56        0.39        0.00       13.62      -13.08     -390.22        7.44        6.94
 23.65        0.00        0.01        2.56        0.39        0.00       13.63      -13.08     -390.26        7.44        6.94
 23.66        0.00        0.01        2.56        0.39        0.00       13.64      -13.08     -390.30        7.44        6.94
 23.67        0.00        0.01        2.56        0.39        0.00       13.65      -13.08     -390.34        7.44        6.94
 23.68        0.00        0.01        2.56        0.39        0.00       13.65      -13.09     -390.38        7.44        6.94
 23.69        0.00        0.01        2.56        0.39        0.00       13.66      -13.09     -390.42        7.44        6.94
 23.70        0.00        0.01        2.56        0.39        0.00       13.67      -13.09     -390.46        7.44        6.94
 23.71        0.00        0.01        2.55        0.39        0.00       13.68      -13.09     -390.50        7.44        6.94
 23.72        0.00        0.01        2.55        0.39        0.00       13.69      -13.09     -390.54        7.44        6.94
 23.73        0.00        0.01        2.55        0.39        0.00       13.69      -13.10     -390.57        7.44        6.94
 23.74        0.00        0.01        2.55        0.39        0.00       13.70      -13.10     -390.61        7.45        6.94
