  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 25.13          0.01          0.00          0.00        766.21        310.59          2.47        324.50
 25.14          0.01          0.00          0.00        765.97        310.58          2.47        324.50
 25.15          0.01          0.00          0.00        765.74        310.57          2.47        324.50
 25.16          0.01          0.00          0.00        765.51        310.56          2.46        324.50
 25.17          0.01          0.00          0.00        765.27        310.55          2.46        324.50
 25.18          0.01          0.00          0.00        765.04        310.54          2.46        324.50
 25.19          0.01          0.00          0.00        764.81        310.53          2.46        324.50
 25.20          0.01          0.00          0.00        764.58        310.52          2.46        324.50
 25.21          0.01          0.00          0.00        764.34        310.51          2.46        324.50
 25.22          0.01          0.00          0.00        764.11        310.50          2.46        324.50
 25.23          0.01          0.00          0.00        763.88        310.49          2.46        324.50
 25.24          0.01          0.00          0.00        763.65        310.48          2.46        324.50
 25.25          0.01          0.00          0.00        763.42        310.47          2.46        324.50
 25.26          0.01          0.00          0.00        763.18        310.46          2.46        324.50
 25.27          0.01          0.00          0.00        762.95        310.45          2.46        324.50
 25.28          0.01          0.00          0.00        762.72        310.45          2.46        324.50
 25.29          0.01          0.00          0.00        762.49        310.44          2.46        324.50
 25.30          0.01          0.00          0.00        762.26        310.43          2.46        324.50
 25.31          0.01          0.00          0.00        762.03        310.42          2.45        324.50
 25.32          0.01          0.00          0.00        761.80        310.41          2.45        324.50
 25.33          0.01          0.00          0.00        761.57        310.40          2.45        324.50
 25.34          0.01          0.00          0.00        761.34        310.39          2.45        324.50
 25.35          0.01          0.00          0.00        761.11        310.38          2.45        324.50
 25.36          0.01          0.00          0.00        760.88        310.37          2.45        324.50
 25.37          0.01          0.00          0.00        760.65        310.36          2.45        324.50
 25.38          0.01          0.00          0.00        760.42        310.35          2.45        324.50
 25.39          0.01          0.00          0.00        760.19        310.34          2.45        324.50
 25.40          0.01          0.00          0.00        759.96        310.33          2.45        324.50
 25.41          0.01          0.00          0.00        759.73        310.32          2.45        324.50
 25.42          0.01          0.00          0.00        759.50        310.31          2.45        324.50
 25.43          0.01          0.00          0.00        759.27        310.31          2.45        324.50
 25.44          0.01          0.00          0.00        759.04        310.30          2.45        324.50
 25.45          0.01          0.00          0.00        758.81        310.29          2.45        324.50
 25.46          0.01          0.00          0.00        758.58        310.28          2.44        324.50
 25.47          0.01          0.00          0.00        758.35        310.27          2.44        324.50
 25.48          0.01          0.00          0.00        758.12        310.26          2.44        324.50
 25.49          0.01          0.00          0.00        757.90        310.25          2.44        324.50
 25.50          0.01          0.00          0.00        757.67        310.24          2.44        324.50
 25.51          0.01          0.00          0.00        757.44        310.23          2.44        324.50
 25.52          0.01          0.00          0.00        757.21        310.22          2.44        324.50
 25.53          0.01          0.00          0.00        756.98        310.21          2.44        324.50
 25.54          0.01          0.00          0.00        756.76        310.20          2.44        324.50
 25.55          0.01          0.00          0.00        756.53        310.19          2.44        324.50
 25.56          0.01          0.00          0.00        756.30        310.19          2.44        324.50
 25.57          0.01          0.00          0.00        756.07        310.18          2.44        324.50
 25.58          0.01          0.00          0.00        755.85        310.17          2.44        324.50
 25.59          0.01          0.00          0.00        755.62        310.16          2.44        324.50
 25.60          0.01          0.00          0.00        755.39        310.15          2.44        324.50
 25.61          0.01          0.00          0.00        755.17        310.14          2.43        324.50
 25.62          0.01          0.00          0.00        754.94        310.13          2.43        324.50
 25.63          0.01          0.00          0.00        754.71        310.12          2.43        324.50
 25.64          0.01          0.00          0.00        754.49        310.11          2.43        324.50
 25.65          0.01          0.00          0.00        754.26        310.10          2.43        324.50
 25.66          0.01          0.00          0.00        754.03        310.09          2.43        324.50
 25.67          0.01          0.00          0.00        753.81        310.08          2.43        324.50
 25.68          0.01          0.00          0.00        753.58        310.08          2.43        324.50
 25.69          0.01          0.00          0.00        753.36        310.07          2.43        324.50
 25.70          0.01          0.00          0.00        753.13        310.06          2.43        324.50
 25.71          0.01          0.00          0.00        752.91        310.05          2.43        324.50
 25.72          0.01          0.00          0.00        752.68        310.04          2.43        324.50
 25.73          0.01          0.00          0.00        752.46        310.03          2.43        324.50
 25.74          0.01          0.00          0.00        752.23        310.02          2.43        324.50
 25.75          0.01          0.00          0.00        752.01        310.01          2.43        324.50
 25.76          0.01          0.00          0.00        751.78        310.00          2.43        324.50
 25.77          0.01          0.00          0.00        751.56        309.99          2.42        324.50
 25.78          0.01          0.00          0.00        751.33        309.98          2.42        324.50
 25.79          0.01          0.00          0.00        751.11        309.97          2.42        324.50
 25.80          0.01          0.00          0.00        750.89        309.97          2.42        324.50
 25.81          0.01          0.00          0.00        750.66        309.96          2.42        324.50
 25.82          0.01          0.00          0.00        750.44        309.95          2.42        324.50
 25.83          0.01          0.00          0.00        750.21        309.94          2.42        324.50
 25.84          0.01          0.00          0.00        749.99        309.93          2.42        324.50
 25.85          0.01          0.00          0.00        749.77        309.92          2.42        324.50
 25.86          0.01          0.00          0.00        749.54        309.91          2.42        324.50
 25.87          0.01          0.00          0.00        749.32        309.90          2.42        324.50
 25.88          0.01          0.00          0.00        749.10        309.89          2.42        324.50
 25.89          0.01          0.00          0.00        748.87        309.88          2.42        324.50
 25.90          0.01          0.00          0.00        748.65        309.88          2.42        324.50
 25.91          0.01          0.00          0.00        748.43        309.87          2.42        324.50
 25.92          0.01          0.00          0.00        748.21        309.86          2.41        324.50
 25.93          0.01          0.00          0.00        747.98        309.85          2.41        324.50
 25.94          0.01          0.00          0.00        747.76        309.84          2.41        324.50
 25.95          0.01          0.00          0.00        747.54        309.83          2.41        324.50
 25.96          0.01          0.00          0.00        747.32        309.82          2.41        324.50
 25.97          0.01          0.00          0.00        747.10        309.81          2.41        324.50
 25.98          0.01          0.00          0.00        746.88        309.80          2.41        324.50
 25.99          0.01          0.00          0.00        746.65        309.79          2.41        324.50
 26.00          0.01          0.00          0.00        746.43        309.79          2.41        324.50
 26.01          0.01          0.00          0.00        746.21        309.78          2.41        324.50
 26.02          0.01          0.00          0.00        745.99        309.77          2.41        324.50
 26.03          0.01          0.00          0.00        745.77        309.76          2.41        324.50
 26.04          0.01          0.00          0.00        745.55        309.75          2.41        324.50
 26.05          0.01          0.00          0.00        745.33        309.74          2.41        324.50
 26.06          0.01          0.00          0.00        745.11        309.73          2.41        324.50
 26.07          0.01          0.00          0.00        744.89        309.72          2.41        324.50
 26.08          0.01          0.00          0.00        744.67        309.71          2.40        324.50
 26.09          0.01          0.00          0.00        744.45        309.71          2.40        324.50
 26.10          0.01          0.00          0.00        744.23        309.70          2.40        324.50
 26.11          0.01          0.00          0.00        744.01        309.69          2.40        324.50
 26.12          0.01          0.00          0.00        743.79        309.68          2.40        324.50
 26.13          0.01          0.00          0.00        743.57        309.67          2.40        324.50
 26.14          0.01          0.00          0.00        743.35        309.66          2.40        324.50
 26.15          0.01          0.00          0.00        743.13        309.65          2.40        324.50
 26.16          0.01          0.00          0.00        742.91        309.64          2.40        324.50
 26.17          0.01          0.00          0.00        742.69        309.63          2.40        324.50
 26.18          0.01          0.00          0.00        742.47        309.63          2.40        324.50
 26.19          0.01          0.00          0.00        742.25        309.62          2.40        324.50
 26.20          0.01          0.00          0.00        742.03        309.61          2.40        324.50
 26.21          0.01          0.00          0.00        741.81        309.60          2.40        324.50
 26.22          0.01          0.00          0.00        741.60        309.59          2.40        324.50
 26.23          0.01          0.00          0.00        741.38        309.58          2.39        324.50
 26.24          0.01          0.00          0.00        741.16        309.57          2.39        324.50
 26.25          0.01          0.00          0.00        740.94        309.56          2.39        324.50
 26.26          0.01          0.00          0.00        740.72        309.56          2.39        324.50
 26.27          0.01          0.00          0.00        740.51        309.55          2.39        324.50
 26.28          0.01          0.00          0.00        740.29        309.54          2.39        324.50
 26.29          0.01          0.00          0.00        740.07        309.53          2.39        324.50
 26.30          0.01          0.00          0.00        739.85        309.52          2.39        324.50
 26.31          0.01          0.00          0.00        739.64        309.51          2.39        324.50
 26.32          0.01          0.00          0.00        739.42        309.50          2.39        324.50
 26.33          0.01          0.00          0.00        739.20        309.49          2.39        324.50
 26.34          0.01          0.00          0.00        738.99        309.49          2.39        324.50
 26.35          0.01          0.00          0.00        738.77        309.48          2.39        324.50
 26.36          0.01          0.00          0.00        738.55        309.47          2.39        324.50
 26.37          0.01          0.00          0.00        738.34        309.46          2.39        324.50
 26.38          0.01          0.00          0.00        738.12        309.45          2.39        324.50
 26.39          0.01          0.00          0.00        737.90        309.44          2.38        324.50
 26.40          0.01          0.00          0.00        737.69        309.43          2.38        324.50
 26.41          0.01          0.00          0.00        737.47        309.42          2.38        324.50
 26.42          0.01          0.00          0.00        737.26        309.42          2.38        324.50
 26.43          0.01          0.00          0.00        737.04        309.41          2.38        324.50
 26.44          0.01          0.00          0.00        736.82        309.40          2.38        324.50
 26.45          0.01          0.00          0.00        736.61        309.39          2.38        324.50
 26.46          0.01          0.00          0.00        736.39        309.38          2.38        324.50
 26.47          0.01          0.00          0.00        736.18        309.37          2.38        324.50
 26.48          0.01          0.00          0.00        735.96        309.36          2.38        324.50
 26.49          0.01          0.00          0.00        735.75        309.36          2.38        324.50
 26.50          0.01          0.00          0.00        735.53        309.35          2.38        324.50
 26.51          0.01          0.00          0.00        735.32        309.34          2.38        324.50
 26.52          0.01          0.00          0.00        735.10        309.33          2.38        324.50
 26.53          0.01          0.00          0.00        734.89        309.32          2.38        324.50
 26.54          0.01          0.00          0.00        734.68        309.31          2.38        324.50
 26.55          0.01          0.00          0.00        734.46        309.30          2.37        324.50
 26.56          0.01          0.00          0.00        734.25        309.30          2.37        324.50
 26.57          0.01          0.00          0.00        734.03        309.29          2.37        324.50
 26.58          0.01          0.00          0.00        733.82        309.28          2.37        324.50
 26.59          0.01          0.00          0.00        733.61        309.27          2.37        324.50
 26.60          0.01          0.00          0.00        733.39        309.26          2.37        324.50
 26.61          0.01          0.00          0.00        733.18        309.25          2.37        324.50
 26.62          0.01          0.00          0.00        732.97        309.24          2.37        324.50
 26.63          0.01          0.00          0.00        732.75        309.24          2.37        324.50
 26.64          0.01          0.00          0.00        732.54        309.23          2.37        324.50
 26.65          0.01          0.00          0.00        732.33        309.22          2.37        324.50
 26.66          0.01          0.00          0.00        732.11        309.21          2.37        324.50
 26.67          0.01          0.00          0.00        731.90        309.20          2.37        324.50
 26.68          0.01          0.00          0.00        731.69        309.19          2.37        324.50
 26.69          0.01          0.00          0.00        731.48        309.18          2.37        324.50
 26.70          0.01          0.00          0.00        731.27        309.18          2.37        324.50
 26.71          0.01          0.00          0.00        731.05        309.17          2.36        324.50
 26.72          0.01          0.00          0.00        730.84        309.16          2.36        324.50
 26.73          0.01          0.00          0.00        730.63        309.15          2.36        324.50
 26.74          0.01          0.00          0.00        730.42        309.14          2.36        324.50
 26.75          0.01          0.00          0.00        730.21        309.13          2.36        324.50
 26.76          0.01          0.00          0.00        729.99        309.12          2.36        324.50
 26.77          0.01          0.00          0.00        729.78        309.12          2.36        324.50
 26.78          0.01          0.00          0.00        729.57        309.11          2.36        324.50
 26.79          0.01          0.00          0.00        729.36        309.10          2.36        324.50
 26.80          0.01          0.00          0.00        729.15        309.09          2.36        324.50
 26.81          0.01          0.00          0.00        728.94        309.08          2.36        324.50
 26.82          0.01          0.00          0.00        728.73        309.07          2.36        324.50
 26.83          0.01          0.00          0.00        728.52        309.07          2.36        324.50
 26.84          0.01          0.00          0.00        728.31        309.06          2.36        324.50
 26.85          0.01          0.00          0.00        728.10        309.05          2.36        324.50
 26.86          0.01          0.00          0.00        727.89        309.04          2.36        324.50
 26.87          0.01          0.00          0.00        727.68        309.03          2.35        324.50
 26.88          0.01          0.00          0.00        727.47        309.02          2.35        324.50
 26.89          0.01          0.00          0.00        727.26        309.01          2.35        324.50
 26.90          0.01          0.00          0.00        727.05        309.01          2.35        324.50
 26.91          0.01          0.00          0.00        726.84        309.00          2.35        324.50
 26.92          0.01          0.00          0.00        726.63        308.99          2.35        324.50
 26.93          0.01          0.00          0.00        726.42        308.98          2.35        324.50
 26.94          0.01          0.00          0.00        726.21        308.97          2.35        324.50
 26.95          0.01          0.00          0.00        726.00        308.96          2.35        324.50
 26.96          0.01          0.00          0.00        725.79        308.96          2.35        324.50
 26.97          0.01          0.00          0.00        725.58        308.95          2.35        324.50
 26.98          0.01          0.00          0.00        725.37        308.94          2.35        324.50
 26.99          0.01          0.00          0.00        725.17        308.93          2.35        324.50
 27.00          0.01          0.00          0.00        724.96        308.92          2.35        324.50
 27.01          0.01          0.00          0.00        724.75        308.91          2.35        324.50
 27.02          0.01          0.00          0.00        724.54        308.91          2.35        324.50
 27.03          0.01          0.00          0.00        724.33        308.90          2.34        324.50
 27.04          0.01          0.00          0.00        724.13        308.89          2.34        324.50
 27.05          0.01          0.00          0.00        723.92        308.88          2.34        324.50
 27.06          0.01          0.00          0.00        723.71        308.87          2.34        324.50
 27.07          0.01          0.00          0.00        723.50        308.86          2.34        324.50
 27.08          0.01          0.00          0.00        723.29        308.86          2.34        324.50
 27.09          0.01          0.00          0.00        723.09        308.85          2.34        324.50
 27.10          0.01          0.00          0.00        722.88        308.84          2.34        324.50
 27.11          0.01          0.00          0.00        722.67        308.83          2.34        324.50
 27.12          0.01          0.00          0.00        722.47        308.82          2.34        324.50
 27.13          0.01          0.00          0.00        722.26        308.82          2.34        324.50
 27.14          0.01          0.00          0.00        722.05        308.81          2.34        324.50
 27.15          0.01          0.00          0.00        721.85        308.80          2.34        324.50
 27.16          0.01          0.00          0.00        721.64        308.79          2.34        324.50
 27.17          0.01          0.00          0.00        721.43        308.78          2.34        324.50
 27.18          0.01          0.00          0.00        721.23        308.77          2.34        324.50
 27.19          0.01          0.00          0.00        721.02        308.77          2.34        324.50
 27.20          0.01          0.00          0.00        720.81        308.76          2.33        324.50
 27.21          0.01          0.00          0.00        720.61        308.75          2.33        324.50
 27.22          0.01          0.00          0.00        720.40        308.74          2.33        324.50
 27.23          0.01          0.00          0.00        720.20        308.73          2.33        324.50
 27.24          0.01          0.00          0.00        719.99        308.72          2.33        324.50
 27.25          0.01          0.00          0.00        719.79        308.72          2.33        324.50
 27.26          0.01          0.00          0.00        719.58        308.71          2.33        324.50
 27.27          0.01          0.00          0.00        719.38        308.70          2.33        324.50
 27.28          0.01          0.00          0.00        719.17        308.69          2.33        324.50
 27.29          0.01          0.00          0.00        718.97        308.68          2.33        324.50
 27.30          0.01          0.00          0.00        718.76        308.68          2.33        324.50
 27.31          0.01          0.00          0.00        718.56        308.67          2.33        324.50
 27.32          0.01          0.00          0.00        718.35        308.66          2.33        324.50
 27.33          0.01          0.00          0.00        718.15        308.65          2.33        324.50
 27.34          0.01          0.00          0.00        717.94        308.64          2.33        324.50
 27.35          0.01          0.00          0.00        717.74        308.64          2.33        324.50
 27.36          0.01          0.00          0.00        717.54        308.63          2.32        324.50
 27.37          0.01          0.00          0.00        717.33        308.62          2.32        324.50
 27.38          0.01          0.00          0.00        717.13        308.61          2.32        324.50
 27.39          0.01          0.00          0.00        716.92        308.60          2.32        324.50
 27.40          0.01          0.00          0.00        716.72        308.59          2.32        324.50
 27.41          0.01          0.00          0.00        716.52        308.59          2.32        324.50
 27.42          0.01          0.00          0.00        716.31        308.58          2.32        324.50
 27.43          0.01          0.00          0.00        716.11        308.57          2.32        324.50
 27.44          0.01          0.00          0.00        715.91        308.56          2.32        324.50
 27.45          0.01          0.00          0.00        715.70        308.55          2.32        324.50
 27.46          0.01          0.00          0.00        715.50        308.55          2.32        324.50
 27.47          0.01          0.00          0.00        715.30        308.54          2.32        324.50
 27.48          0.01          0.00          0.00        715.10        308.53          2.32        324.50
 27.49          0.01          0.00          0.00        714.89        308.52          2.32        324.50
 27.50          0.01          0.00          0.00        714.69        308.51          2.32        324.50
 27.51          0.01          0.00          0.00        714.49        308.51          2.32        324.50
 27.52          0.01          0.00          0.00        714.29        308.50          2.32        324.50
 27.53          0.01          0.00          0.00        714.08        308.49          2.31        324.50
 27.54          0.01          0.00          0.00        713.88        308.48          2.31        324.50
 27.55          0.01          0.00          0.00        713.68        308.47          2.31        324.50
 27.56          0.01          0.00          0.00        713.48        308.47          2.31        324.50
 27.57          0.01          0.00          0.00        713.28        308.46          2.31        324.50
 27.58          0.01          0.00          0.00        713.08        308.45          2.31        324.50
 27.59          0.01          0.00          0.00        712.88        308.44          2.31        324.50
 27.60          0.01          0.00          0.00        712.67        308.43          2.31        324.50
 27.61          0.01          0.00          0.00        712.47        308.43          2.31        324.50
 27.62          0.01          0.00          0.00        712.27        308.42          2.31        324.50
 27.63          0.01          0.00          0.00        712.07        308.41          2.31        324.50
 27.64          0.01          0.00          0.00        711.87        308.40          2.31        324.50
 27.65          0.01          0.00          0.00        711.67        308.39          2.31        324.50
 27.66          0.01          0.00          0.00        711.47        308.39          2.31        324.50
 27.67          0.01          0.00          0.00        711.27        308.38          2.31        324.50
 27.68          0.01          0.00          0.00        711.07        308.37          2.31        324.50
 27.69          0.01          0.00          0.00        710.87        308.36          2.31        324.50
 27.70          0.01          0.00          0.00        710.67        308.35          2.30        324.50
 27.71          0.01          0.00          0.00        710.47        308.35          2.30        324.50
 27.72          0.01          0.00          0.00        710.27        308.34          2.30        324.50
 27.73          0.01          0.00          0.00        710.07        308.33          2.30        324.50
 27.74          0.01          0.00          0.00        709.87        308.32          2.30        324.50
 27.75          0.01          0.00          0.00        709.67        308.31          2.30        324.50
 27.76          0.01          0.00          0.00        709.47        308.31          2.30        324.50
 27.77          0.01          0.00          0.00        709.27        308.30          2.30        324.50
 27.78          0.01          0.00          0.00        709.07        308.29          2.30        324.50
 27.79          0.01          0.00          0.00        708.87        308.28          2.30        324.50
 27.80          0.01          0.00          0.00        708.67        308.28          2.30        324.50
 27.81          0.01          0.00          0.00        708.48        308.27          2.30        324.50
 27.82          0.01          0.00          0.00        708.28        308.26          2.30        324.50
 27.83          0.01          0.00          0.00        708.08        308.25          2.30        324.50
 27.84          0.01          0.00          0.00        707.88        308.24          2.30        324.50
 27.85          0.01          0.00          0.00        707.68        308.24          2.30        324.50
 27.86          0.01          0.00          0.00        707.48        308.23          2.30        324.50
 27.87          0.01          0.00          0.00        707.29        308.22          2.29        324.50
 27.88          0.01          0.00          0.00        707.09        308.21          2.29        324.50
 27.89          0.01          0.00          0.00        706.89        308.21          2.29        324.50
 27.90          0.01          0.00          0.00        706.69        308.20          2.29        324.50
 27.91          0.01          0.00          0.00        706.50        308.19          2.29        324.50
 27.92          0.01          0.00          0.00        706.30        308.18          2.29        324.50
 27.93          0.01          0.00          0.00        706.10        308.17          2.29        324.50
 27.94          0.01          0.00          0.00        705.90        308.17          2.29        324.50
 27.95          0.01          0.00          0.00        705.71        308.16          2.29        324.50
 27.96          0.01          0.00          0.00        705.51        308.15          2.29        324.50
 27.97          0.01          0.00          0.00        705.31        308.14          2.29        324.50
 27.98          0.01          0.00          0.00        705.12        308.14          2.29        324.50
 27.99          0.01          0.00          0.00        704.92        308.13          2.29        324.50
 28.00          0.01          0.00          0.00        704.72        308.12          2.29        324.50
 28.01          0.01          0.00          0.00        704.53        308.11          2.29        324.50
 28.02          0.01          0.00          0.00        704.33        308.10          2.29        324.50
 28.03          0.01          0.00          0.00        704.13        308.10          2.29        324.50
 28.04          0.01          0.00          0.00        703.94        308.09          2.28        324.50
 28.05          0.01          0.00          0.00        703.74        308.08          2.28        324.50
 28.06          0.01          0.00          0.00        703.55        308.07          2.28        324.50
 28.07          0.01          0.00          0.00        703.35        308.07          2.28        324.50
 28.08          0.01          0.00          0.00        703.15        308.06          2.28        324.50
 28.09          0.01          0.00          0.00        702.96        308.05          2.28        324.50
 28.10          0.01          0.00          0.00        702.76        308.04          2.28        324.50
 28.11          0.01          0.00          0.00        702.57        308.03          2.28        324.50
 28.12          0.01          0.00          0.00        702.37        308.03          2.28        324.50
 28.13          0.01          0.00          0.00        702.18        308.02          2.28        324.50
 28.14          0.01          0.00          0.00        701.98        308.01          2.28        324.50
 28.15          0.01          0.00          0.00        701.79        308.00          2.28        324.50
 28.16          0.01          0.00          0.00        701.59        308.00          2.28        324.50
 28.17          0.01          0.00          0.00        701.40        307.99          2.28        324.50
 28.18          0.01          0.00          0.00        701.20        307.98          2.28        324.50
 28.19          0.01          0.00          0.00        701.01        307.97          2.28        324.50
 28.20          0.01          0.00          0.00        700.82        307.97          2.28        324.50
 28.21          0.01          0.00          0.00        700.62        307.96          2.28        324.50
 28.22          0.01          0.00          0.00        700.43        307.95          2.27        324.50
 28.23          0.01          0.00          0.00        700.23        307.94          2.27        324.50
 28.24          0.01          0.00          0.00        700.04        307.94          2.27        324.50
 28.25          0.01          0.00          0.00        699.85        307.93          2.27        324.50
 28.26          0.01          0.00          0.00        699.65        307.92          2.27        324.50
 28.27          0.01          0.00          0.00        699.46        307.91          2.27        324.50
 28.28          0.01          0.00          0.00        699.27        307.91          2.27        324.50
 28.29          0.01          0.00          0.00        699.07        307.90          2.27        324.50
 28.30          0.01          0.00          0.00        698.88        307.89          2.27        324.50
 28.31          0.01          0.00          0.00        698.69        307.88          2.27        324.50
 28.32          0.01          0.00          0.00        698.49        307.87          2.27        324.50
 28.33          0.01          0.00          0.00        698.30        307.87          2.27        324.50
 28.34          0.01          0.00          0.00        698.11        307.86          2.27        324.50
 28.35          0.01          0.00          0.00        697.91        307.85          2.27        324.50
 28.36          0.01          0.00          0.00        697.72        307.84          2.27        324.50
 28.37          0.01          0.00          0.00        697.53        307.84          2.27        324.50
 28.38          0.01          0.00          0.00        697.34        307.83          2.27        324.50
 28.39          0.01          0.00          0.00        697.15        307.82          2.26        324.50
 28.40          0.01          0.00          0.00        696.95        307.81          2.26        324.50
 28.41          0.01          0.00          0.00        696.76        307.81          2.26        324.50
 28.42          0.01          0.00          0.00        696.57        307.80          2.26        324.50
 28.43          0.01          0.00          0.00        696.38        307.79          2.26        324.50
 28.44          0.01          0.00          0.00        696.19        307.78          2.26        324.50
 28.45          0.01          0.00          0.00        695.99        307.78          2.26        324.50
 28.46          0.01          0.00          0.00        695.80        307.77          2.26        324.50
 28.47          0.01          0.00          0.00        695.61        307.76          2.26        324.50
 28.48          0.01          0.00          0.00        695.42        307.75          2.26        324.50
 28.49          0.01          0.00          0.00        695.23        307.75          2.26        324.50
 28.50          0.01          0.00          0.00        695.04        307.74          2.26        324.50
 28.51          0.01          0.00          0.00        694.85        307.73          2.26        324.50
 28.52          0.01          0.00          0.00        694.66        307.72          2.26        324.50
 28.53          0.01          0.00          0.00        694.47        307.72          2.26        324.50
 28.54          0.01          0.00          0.00        694.28        307.71          2.26        324.50
 28.55          0.01          0.00          0.00        694.09        307.70          2.26        324.50
 28.56          0.01          0.00          0.00        693.90        307.70          2.26        324.50
 28.57          0.01          0.00          0.00        693.71        307.69          2.25        324.50
 28.58          0.01          0.00          0.00        693.52        307.68          2.25        324.50
 28.59          0.01          0.00          0.00        693.33        307.67          2.25        324.50
 28.60          0.01          0.00          0.00        693.14        307.67          2.25        324.50
 28.61          0.01          0.00          0.00        692.95        307.66          2.25        324.50
 28.62          0.01          0.00          0.00        692.76        307.65          2.25        324.50
 28.63          0.01          0.00          0.00        692.57        307.64          2.25        324.50
 28.64          0.01          0.00          0.00        692.38        307.64          2.25        324.50
 28.65          0.01          0.00          0.00        692.19        307.63          2.25        324.50
 28.66          0.01          0.00          0.00        692.00        307.62          2.25        324.50
 28.67          0.01          0.00          0.00        691.81        307.61          2.25        324.50
 28.68          0.01          0.00          0.00        691.62        307.61          2.25        324.50
 28.69          0.01          0.00          0.00        691.43        307.60          2.25        324.50
 28.70          0.01          0.00          0.00        691.24        307.59          2.25        324.50
 28.71          0.01          0.00          0.00        691.05        307.58          2.25        324.50
 28.72          0.01          0.00          0.00        690.87        307.58          2.25        324.50
 28.73          0.01          0.00          0.00        690.68        307.57          2.25        324.50
 28.74          0.01          0.00          0.00        690.49        307.56          2.25        324.50
 28.75          0.01          0.00          0.00        690.30        307.56          2.24        324.50
 28.76          0.01          0.00          0.00        690.11        307.55          2.24        324.50
 28.77          0.01          0.00          0.00        689.93        307.54          2.24        324.50
 28.78          0.01          0.00          0.00        689.74        307.53          2.24        324.50
 28.79          0.01          0.00          0.00        689.55        307.53          2.24        324.50
 28.80          0.01          0.00          0.00        689.36        307.52          2.24        324.50
 28.81          0.01          0.00          0.00        689.17        307.51          2.24        324.50
 28.82          0.01          0.00          0.00        688.99        307.50          2.24        324.50
 28.83          0.01          0.00          0.00        688.80        307.50          2.24        324.50
 28.84          0.01          0.00          0.00        688.61        307.49          2.24        324.50
 28.85          0.01          0.00          0.00        688.43        307.48          2.24        324.50
 28.86          0.01          0.00          0.00        688.24        307.48          2.24        324.50
 28.87          0.01          0.00          0.00        688.05        307.47          2.24        324.50
 28.88          0.01          0.00          0.00        687.86        307.46          2.24        324.50
 28.89          0.01          0.00          0.00        687.68        307.45          2.24        324.50
 28.90          0.01          0.00          0.00        687.49        307.45          2.24        324.50
 28.91          0.01          0.00          0.00        687.30        307.44          2.24        324.50
 28.92          0.01          0.00          0.00        687.12        307.43          2.24        324.50
 28.93          0.01          0.00          0.00        686.93        307.42          2.23        324.50
 28.94          0.01          0.00          0.00        686.75        307.42          2.23        324.50
 28.95          0.01          0.00          0.00        686.56        307.41          2.23        324.50
 28.96          0.01          0.00          0.00        686.37        307.40          2.23        324.50
 28.97          0.01          0.00          0.00        686.19        307.40          2.23        324.50
 28.98          0.01          0.00          0.00        686.00        307.39          2.23        324.50
 28.99          0.01          0.00          0.00        685.82        307.38          2.23        324.50
 29.00          0.01          0.00          0.00        685.63        307.37          2.23        324.50
 29.01          0.01          0.00          0.00        685.45        307.37          2.23        324.50
 29.02          0.01          0.00          0.00        685.26        307.36          2.23        324.50
 29.03          0.01          0.00          0.00        685.07        307.35          2.23        324.50
 29.04          0.01          0.00          0.00        684.89        307.35          2.23        324.50
 29.05          0.01          0.00          0.00        684.70        307.34          2.23        324.50
 29.06          0.01          0.00          0.00        684.52        307.33          2.23        324.50
 29.07          0.01          0.00          0.00        684.34        307.32          2.23        324.50
 29.08          0.01          0.00          0.00        684.15        307.32          2.23        324.50
 29.09          0.01          0.00          0.00        683.97        307.31          2.23        324.50
 29.10          0.01          0.00          0.00        683.78        307.30          2.23        324.50
 29.11          0.01          0.00          0.00        683.60        307.30          2.22        324.50
 29.12          0.01          0.00          0.00        683.41        307.29          2.22        324.50
 29.13          0.01          0.00          0.00        683.23        307.28          2.22        324.50
 29.14          0.01          0.00          0.00        683.04        307.27          2.22        324.50
 29.15          0.01          0.00          0.00        682.86        307.27          2.22        324.50
 29.16          0.01          0.00          0.00        682.68        307.26          2.22        324.50
 29.17          0.01          0.00          0.00        682.49        307.25          2.22        324.50
 29.18          0.01          0.00          0.00        682.31        307.25          2.22        324.50
 29.19          0.01          0.00          0.00        682.13        307.24          2.22        324.50
 29.20          0.01          0.00          0.00        681.94        307.23          2.22        324.50
 29.21          0.01          0.00          0.00        681.76        307.23          2.22        324.50
 29.22          0.01          0.00          0.00        681.58        307.22          2.22        324.50
 29.23          0.01          0.00          0.00        681.39        307.21          2.22        324.50
 29.24          0.01          0.00          0.00        681.21        307.20          2.22        324.50
 29.25          0.01          0.00          0.00        681.03        307.20          2.22        324.50
 29.26          0.01          0.00          0.00        680.84        307.19          2.22        324.50
 29.27          0.01          0.00          0.00        680.66        307.18          2.22        324.50
 29.28          0.01          0.00          0.00        680.48        307.18          2.22        324.50
 29.29          0.01          0.00          0.00        680.30        307.17          2.21        324.50
 29.30          0.01          0.00          0.00        680.11        307.16          2.21        324.50
 29.31          0.01          0.00          0.00        679.93        307.15          2.21        324.50
 29.32          0.01          0.00          0.00        679.75        307.15          2.21        324.50
 29.33          0.01          0.00          0.00        679.57        307.14          2.21        324.50
 29.34          0.01          0.00          0.00        679.38        307.13          2.21        324.50
