  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 84.42          0.01          0.00          0.00        341.23        328.12          1.04        324.50
 84.43          0.01          0.00          0.00        341.22        328.13          1.04        324.50
 84.44          0.01          0.00          0.00        341.21        328.14          1.04        324.50
 84.45          0.01          0.00          0.00        341.20        328.15          1.04        324.50
 84.46          0.01          0.00          0.00        341.19        328.16          1.04        324.50
 84.47          0.01          0.00          0.00        341.18        328.17          1.04        324.50
 84.48          0.01          0.00          0.00        341.18        328.18          1.04        324.50
 84.49          0.01          0.00          0.00        341.17        328.19          1.04        324.50
 84.50          0.01          0.00          0.00        341.16        328.20          1.04        324.50
 84.51          0.01          0.00          0.00        341.15        328.21          1.04        324.50
 84.52          0.01          0.00          0.00        341.14        328.22          1.04        324.50
 84.53          0.01          0.00          0.00        341.14        328.23          1.04        324.50
 84.54          0.01          0.00          0.00        341.13        328.24          1.04        324.50
 84.55          0.01          0.00          0.00        341.12        328.25          1.04        324.50
 84.56          0.01          0.00          0.00        341.11        328.26          1.04        324.50
 84.57          0.01          0.00          0.00        341.10        328.27          1.04        324.50
 84.58          0.01          0.00          0.00        341.09        328.29          1.04        324.50
 84.59          0.01          0.00          0.00        341.09        328.30          1.04        324.50
 84.60          0.01          0.00          0.00        341.08        328.31          1.04        324.50
 84.61          0.01          0.00          0.00        341.07        328.32          1.04        324.50
 84.62          0.01          0.00          0.00        341.06        328.33          1.04        324.50
 84.63          0.01          0.00          0.00        341.05        328.34          1.04        324.50
 84.64          0.01          0.00          0.00        341.05        328.35          1.04        324.50
 84.65          0.01          0.00          0.00        341.04        328.36          1.04        324.50
 84.66          0.01          0.00          0.00        341.03        328.37          1.04        324.50
 84.67          0.01          0.00          0.00        341.02        328.38          1.04        324.50
 84.68          0.01          0.00          0.00        341.01        328.39          1.04        324.50
 84.69          0.01          0.00          0.00        341.01        328.40          1.04        324.50
 84.70          0.01          0.00          0.00        341.00        328.41          1.04        324.50
 84.71          0.01          0.00          0.00        340.99        328.42          1.04        324.50
 84.72          0.01          0.00          0.00        340.98        328.43          1.04        324.50
 84.73          0.01          0.00          0.00        340.97        328.44          1.04        324.50
 84.74          0.01          0.00          0.00        340.96        328.45          1.04        324.50
 84.75          0.01          0.00          0.00        340.96        328.46          1.04        324.50
 84.76          0.01          0.00          0.00        340.95        328.47          1.04        324.50
 84.77          0.01          0.00          0.00        340.94        328.49          1.04        324.50
 84.78          0.01          0.00          0.00        340.93        328.50          1.04        324.50
 84.79          0.01          0.00          0.00        340.92        328.51          1.04        324.50
 84.80          0.01          0.00          0.00        340.92        328.52          1.04        324.50
 84.81          0.01          0.00          0.00        340.91        328.53          1.04        324.50
 84.82          0.01          0.00          0.00        340.90        328.54          1.04        324.50
 84.83          0.01          0.00          0.00        340.89        328.55          1.04        324.50
 84.84          0.01          0.00          0.00        340.88        328.56          1.04        324.50
 84.85          0.01          0.00          0.00        340.87        328.57          1.04        324.50
 84.86          0.01          0.00          0.00        340.87        328.58          1.04        324.50
 84.87          0.01          0.00          0.00        340.86        328.59          1.04        324.50
 84.88          0.01          0.00          0.00        340.85        328.60          1.04        324.50
 84.89          0.01          0.00          0.00        340.84        328.61          1.04        324.50
 84.90          0.01          0.00          0.00        340.83        328.62          1.04        324.50
 84.91          0.01          0.00          0.00        340.83        328.63          1.04        324.50
 84.92          0.01          0.00          0.00        340.82        328.64          1.04        324.50
 84.93          0.01          0.00          0.00        340.81        328.65          1.04        324.50
 84.94          0.01          0.00          0.00        340.80        328.66          1.04        324.50
 84.95          0.01          0.00          0.00        340.79        328.67          1.04        324.50
 84.96          0.01          0.00          0.00        340.79        328.69          1.04        324.50
 84.97          0.01          0.00          0.00        340.78        328.70          1.04        324.50
 84.98          0.01          0.00          0.00        340.77        328.71          1.04        324.50
 84.99          0.01          0.00          0.00        340.76        328.72          1.04        324.50
 85.00          0.01          0.00          0.00        340.75        328.73          1.04        324.50
 85.01          0.01          0.00          0.00        340.74        328.74          1.04        324.50
 85.02          0.01          0.00          0.00        340.74        328.75          1.04        324.50
 85.03          0.01          0.00          0.00        340.73        328.76          1.04        324.50
 85.04          0.01          0.00          0.00        340.72        328.77          1.04        324.50
 85.05          0.01          0.00          0.00        340.71        328.78          1.04        324.50
 85.06          0.01          0.00          0.00        340.70        328.79          1.04        324.50
 85.07          0.01          0.00          0.00        340.70        328.80          1.04        324.50
 85.08          0.01          0.00          0.00        340.69        328.81          1.04        324.50
 85.09          0.01          0.00          0.00        340.68        328.82          1.04        324.50
 85.10          0.01          0.00          0.00        340.67        328.83          1.04        324.50
 85.11          0.01          0.00          0.00        340.66        328.84          1.04        324.50
 85.12          0.01          0.00          0.00        340.66        328.85          1.04        324.50
 85.13          0.01          0.00          0.00        340.65        328.86          1.04        324.50
 85.14          0.01          0.00          0.00        340.64        328.88          1.04        324.50
 85.15          0.01          0.00          0.00        340.63        328.89          1.04        324.50
 85.16          0.01          0.00          0.00        340.62        328.90          1.04        324.50
 85.17          0.01          0.00          0.00        340.61        328.91          1.04        324.50
 85.18          0.01          0.00          0.00        340.61        328.92          1.04        324.50
 85.19          0.01          0.00          0.00        340.60        328.93          1.04        324.50
 85.20          0.01          0.00          0.00        340.59        328.94          1.04        324.50
 85.21          0.01          0.00          0.00        340.58        328.95          1.04        324.50
 85.22          0.01          0.00          0.00        340.57        328.96          1.04        324.50
 85.23          0.01          0.00          0.00        340.57        328.97          1.04        324.50
 85.24          0.01          0.00          0.00        340.56        328.98          1.04        324.50
 85.25          0.01          0.00          0.00        340.55        328.99          1.04        324.50
 85.26          0.01          0.00          0.00        340.54        329.00          1.04        324.50
 85.27          0.01          0.00          0.00        340.53        329.01          1.04        324.50
 85.28          0.01          0.00          0.00        340.53        329.02          1.03        324.50
 85.29          0.01          0.00          0.00        340.52        329.03          1.03        324.50
 85.30          0.01          0.00          0.00        340.51        329.04          1.03        324.50
 85.31          0.01          0.00          0.00        340.50        329.05          1.03        324.50
 85.32          0.01          0.00          0.00        340.49        329.07          1.03        324.50
 85.33          0.01          0.00          0.00        340.48        329.08          1.03        324.50
 85.34          0.01          0.00          0.00        340.48        329.09          1.03        324.50
 85.35          0.01          0.00          0.00        340.47        329.10          1.03        324.50
 85.36          0.01          0.00          0.00        340.46        329.11          1.03        324.50
 85.37          0.01          0.00          0.00        340.45        329.12          1.03        324.50
 85.38          0.01          0.00          0.00        340.44        329.13          1.03        324.50
 85.39          0.01          0.00          0.00        340.44        329.14          1.03        324.50
 85.40          0.01          0.00          0.00        340.43        329.15          1.03        324.50
 85.41          0.01          0.00          0.00        340.42        329.16          1.03        324.50
 85.42          0.01          0.00          0.00        340.41        329.17          1.03        324.50
 85.43          0.01          0.00          0.00        340.40        329.18          1.03        324.50
 85.44          0.01          0.00          0.00        340.40        329.19          1.03        324.50
 85.45          0.01          0.00          0.00        340.39        329.20          1.03        324.50
 85.46          0.01          0.00          0.00        340.38        329.21          1.03        324.50
 85.47          0.01          0.00          0.00        340.37        329.22          1.03        324.50
 85.48          0.01          0.00          0.00        340.36        329.23          1.03        324.50
 85.49          0.01          0.00          0.00        340.36        329.25          1.03        324.50
 85.50          0.01          0.00          0.00        340.35        329.26          1.03        324.50
 85.51          0.01          0.00          0.00        340.34        329.27          1.03        324.50
 85.52          0.01          0.00          0.00        340.33        329.28          1.03        324.50
 85.53          0.01          0.00          0.00        340.32        329.29          1.03        324.50
 85.54          0.01          0.00          0.00        340.31        329.30          1.03        324.50
 85.55          0.01          0.00          0.00        340.31        329.31          1.03        324.50
 85.56          0.01          0.00          0.00        340.30        329.32          1.03        324.50
 85.57          0.01          0.00          0.00        340.29        329.33          1.03        324.50
 85.58          0.01          0.00          0.00        340.28        329.34          1.03        324.50
 85.59          0.01          0.00          0.00        340.27        329.35          1.03        324.50
 85.60          0.01          0.00          0.00        340.27        329.36          1.03        324.50
 85.61          0.01          0.00          0.00        340.26        329.37          1.03        324.50
 85.62          0.01          0.00          0.00        340.25        329.38          1.03        324.50
 85.63          0.01          0.00          0.00        340.24        329.39          1.03        324.50
 85.64          0.01          0.00          0.00        340.23        329.40          1.03        324.50
 85.65          0.01          0.00          0.00        340.23        329.41          1.03        324.50
 85.66          0.01          0.00          0.00        340.22        329.43          1.03        324.50
 85.67          0.01          0.00          0.00        340.21        329.44          1.03        324.50
 85.68          0.01          0.00          0.00        340.20        329.45          1.03        324.50
 85.69          0.01          0.00          0.00        340.19        329.46          1.03        324.50
 85.70          0.01          0.00          0.00        340.18        329.47          1.03        324.50
 85.71          0.01          0.00          0.00        340.18        329.48          1.03        324.50
 85.72          0.01          0.00          0.00        340.17        329.49          1.03        324.50
 85.73          0.01          0.00          0.00        340.16        329.50          1.03        324.50
 85.74          0.01          0.00          0.00        340.15        329.51          1.03        324.50
 85.75          0.01          0.00          0.00        340.14        329.52          1.03        324.50
 85.76          0.01          0.00          0.00        340.14        329.53          1.03        324.50
 85.77          0.01          0.00          0.00        340.13        329.54          1.03        324.50
 85.78          0.01          0.00          0.00        340.12        329.55          1.03        324.50
 85.79          0.01          0.00          0.00        340.11        329.56          1.03        324.50
 85.80          0.01          0.00          0.00        340.10        329.57          1.03        324.50
 85.81          0.01          0.00          0.00        340.10        329.58          1.03        324.50
 85.82          0.01          0.00          0.00        340.09        329.60          1.03        324.50
 85.83          0.01          0.00          0.00        340.08        329.61          1.03        324.50
 85.84          0.01          0.00          0.00        340.07        329.62          1.03        324.50
 85.85          0.01          0.00          0.00        340.06        329.63          1.03        324.50
 85.86          0.01          0.00          0.00        340.05        329.64          1.03        324.50
 85.87          0.01          0.00          0.00        340.05        329.65          1.03        324.50
 85.88          0.01          0.00          0.00        340.04        329.66          1.03        324.50
 85.89          0.01          0.00          0.00        340.03        329.67          1.03        324.50
 85.90          0.01          0.00          0.00        340.02        329.68          1.03        324.50
 85.91          0.01          0.00          0.00        340.01        329.69          1.03        324.50
 85.92          0.01          0.00          0.00        340.01        329.70          1.03        324.50
 85.93          0.01          0.00          0.00        340.00        329.71          1.03        324.50
 85.94          0.01          0.00          0.00        339.99        329.72          1.03        324.50
 85.95          0.01          0.00          0.00        339.98        329.73          1.03        324.50
 85.96          0.01          0.00          0.00        339.97        329.74          1.03        324.50
 85.97          0.01          0.00          0.00        339.97        329.75          1.03        324.50
 85.98          0.01          0.00          0.00        339.96        329.77          1.03        324.50
 85.99          0.01          0.00          0.00        339.95        329.78          1.03        324.50
 86.00          0.01          0.00          0.00        339.94        329.79          1.03        324.50
 86.01          0.01          0.00          0.00        339.93        329.80          1.03        324.50
 86.02          0.01          0.00          0.00        339.93        329.81          1.03        324.50
 86.03          0.01          0.00          0.00        339.92        329.82          1.03        324.50
 86.04          0.01          0.00          0.00        339.91        329.83          1.03        324.50
 86.05          0.01          0.00          0.00        339.90        329.84          1.03        324.50
 86.06          0.01          0.00          0.00        339.89        329.85          1.03        324.50
 86.07          0.01          0.00          0.00        339.88        329.86          1.03        324.50
 86.08          0.01          0.00          0.00        339.88        329.87          1.03        324.50
 86.09          0.01          0.00          0.00        339.87        329.88          1.03        324.50
 86.10          0.01          0.00          0.00        339.86        329.89          1.03        324.50
 86.11          0.01          0.00          0.00        339.85        329.90          1.03        324.50
 86.12          0.01          0.00          0.00        339.84        329.91          1.03        324.50
 86.13          0.01          0.00          0.00        339.84        329.93          1.03        324.50
 86.14          0.01          0.00          0.00        339.83        329.94          1.03        324.50
 86.15          0.01          0.00          0.00        339.82        329.95          1.03        324.50
 86.16          0.01          0.00          0.00        339.81        329.96          1.03        324.50
 86.17          0.01          0.00          0.00        339.80        329.97          1.03        324.50
 86.18          0.01          0.00          0.00        339.80        329.98          1.03        324.50
 86.19          0.01          0.00          0.00        339.79        329.99          1.03        324.50
 86.20          0.01          0.00          0.00        339.78        330.00          1.03        324.50
 86.21          0.01          0.00          0.00        339.77        330.01          1.03        324.50
 86.22          0.01          0.00          0.00        339.76        330.02          1.03        324.50
 86.23          0.01          0.00          0.00        339.75        330.03          1.03        324.50
 86.24          0.01          0.00          0.00        339.75        330.04          1.03        324.50
 86.25          0.01          0.00          0.00        339.74        330.05          1.03        324.50
 86.26          0.01          0.00          0.00        339.73        330.06          1.03        324.50
 86.27          0.01          0.00          0.00        339.72        330.07          1.03        324.50
 86.28          0.01          0.00          0.00        339.71        330.08          1.03        324.50
 86.29          0.01          0.00          0.00        339.71        330.10          1.03        324.50
 86.30          0.01          0.00          0.00        339.70        330.11          1.03        324.50
 86.31          0.01          0.00          0.00        339.69        330.12          1.03        324.50
 86.32          0.01          0.00          0.00        339.68        330.13          1.03        324.50
 86.33          0.01          0.00          0.00        339.67        330.14          1.03        324.50
 86.34          0.01          0.00          0.00        339.67        330.15          1.03        324.50
 86.35          0.01          0.00          0.00        339.66        330.16          1.03        324.50
 86.36          0.01          0.00          0.00        339.65        330.17          1.03        324.50
 86.37          0.01          0.00          0.00        339.64        330.18          1.03        324.50
 86.38          0.01          0.00          0.00        339.63        330.19          1.03        324.50
 86.39          0.01          0.00          0.00        339.62        330.20          1.03        324.50
 86.40          0.01          0.00          0.00        339.62        330.21          1.03        324.50
 86.41          0.01          0.00          0.00        339.61        330.22          1.03        324.50
 86.42          0.01          0.00          0.00        339.60        330.23          1.03        324.50
 86.43          0.01          0.00          0.00        339.59        330.24          1.03        324.50
 86.44          0.01          0.00          0.00        339.58        330.26          1.03        324.50
 86.45          0.01          0.00          0.00        339.58        330.27          1.03        324.50
 86.46          0.01          0.00          0.00        339.57        330.28          1.03        324.50
 86.47          0.01          0.00          0.00        339.56        330.29          1.03        324.50
 86.48          0.01          0.00          0.00        339.55        330.30          1.03        324.50
 86.49          0.01          0.00          0.00        339.54        330.31          1.03        324.50
 86.50          0.01          0.00          0.00        339.54        330.32          1.03        324.50
 86.51          0.01          0.00          0.00        339.53        330.33          1.03        324.50
 86.52          0.01          0.00          0.00        339.52        330.34          1.03        324.50
 86.53          0.01          0.00          0.00        339.51        330.35          1.03        324.50
 86.54          0.01          0.00          0.00        339.50        330.36          1.03        324.50
 86.55          0.01          0.00          0.00        339.49        330.37          1.03        324.50
 86.56          0.01          0.00          0.00        339.49        330.38          1.03        324.50
 86.57          0.01          0.00          0.00        339.48        330.39          1.03        324.50
 86.58          0.01          0.00          0.00        339.47        330.41          1.03        324.50
 86.59          0.01          0.00          0.00        339.46        330.42          1.03        324.50
 86.60          0.01          0.00          0.00        339.45        330.43          1.03        324.50
 86.61          0.01          0.00          0.00        339.45        330.44          1.03        324.50
 86.62          0.01          0.00          0.00        339.44        330.45          1.03        324.50
 86.63          0.01          0.00          0.00        339.43        330.46          1.03        324.50
 86.64          0.01          0.00          0.00        339.42        330.47          1.03        324.50
 86.65          0.01          0.00          0.00        339.41        330.48          1.03        324.50
 86.66          0.01          0.00          0.00        339.41        330.49          1.03        324.50
 86.67          0.01          0.00          0.00        339.40        330.50          1.03        324.50
 86.68          0.01          0.00          0.00        339.39        330.51          1.03        324.50
 86.69          0.01          0.00          0.00        339.38        330.52          1.03        324.50
 86.70          0.01          0.00          0.00        339.37        330.53          1.03        324.50
 86.71          0.01          0.00          0.00        339.36        330.54          1.03        324.50
 86.72          0.01          0.00          0.00        339.36        330.55          1.03        324.50
 86.73          0.01          0.00          0.00        339.35        330.57          1.03        324.50
 86.74          0.01          0.00          0.00        339.34        330.58          1.03        324.50
 86.75          0.01          0.00          0.00        339.33        330.59          1.03        324.50
 86.76          0.01          0.00          0.00        339.32        330.60          1.03        324.50
 86.77          0.01          0.00          0.00        339.32        330.61          1.03        324.50
 86.78          0.01          0.00          0.00        339.31        330.62          1.03        324.50
 86.79          0.01          0.00          0.00        339.30        330.63          1.03        324.50
 86.80          0.01          0.00          0.00        339.29        330.64          1.03        324.50
 86.81          0.01          0.00          0.00        339.28        330.65          1.03        324.50
 86.82          0.01          0.00          0.00        339.27        330.66          1.03        324.50
 86.83          0.01          0.00          0.00        339.27        330.67          1.03        324.50
 86.84          0.01          0.00          0.00        339.26        330.68          1.03        324.50
 86.85          0.01          0.00          0.00        339.25        330.69          1.03        324.50
 86.86          0.01          0.00          0.00        339.24        330.70          1.03        324.50
 86.87          0.01          0.00          0.00        339.23        330.72          1.03        324.50
 86.88          0.01          0.00          0.00        339.23        330.73          1.03        324.50
 86.89          0.01          0.00          0.00        339.22        330.74          1.03        324.50
 86.90          0.01          0.00          0.00        339.21        330.75          1.03        324.50
 86.91          0.01          0.00          0.00        339.20        330.76          1.03        324.50
 86.92          0.01          0.00          0.00        339.19        330.77          1.03        324.50
 86.93          0.01          0.00          0.00        339.19        330.78          1.03        324.50
 86.94          0.01          0.00          0.00        339.18        330.79          1.03        324.50
 86.95          0.01          0.00          0.00        339.17        330.80          1.03        324.50
 86.96          0.01          0.00          0.00        339.16        330.81          1.03        324.50
 86.97          0.01          0.00          0.00        339.15        330.82          1.03        324.50
 86.98          0.01          0.00          0.00        339.14        330.83          1.03        324.50
 86.99          0.01          0.00          0.00        339.14        330.84          1.03        324.50
 87.00          0.01          0.00          0.00        339.13        330.85          1.03        324.50
 87.01          0.01          0.00          0.00        339.12        330.87          1.02        324.50
 87.02          0.01          0.00          0.00        339.11        330.88          1.02        324.50
 87.03          0.01          0.00          0.00        339.10        330.89          1.02        324.50
 87.04          0.01          0.00          0.00        339.10        330.90          1.02        324.50
 87.05          0.01          0.00          0.00        339.09        330.91          1.02        324.50
 87.06          0.01          0.00          0.00        339.08        330.92          1.02        324.50
 87.07          0.01          0.00          0.00        339.07        330.93          1.02        324.50
 87.08          0.01          0.00          0.00        339.06        330.94          1.02        324.50
 87.09          0.01          0.00          0.00        339.05        330.95          1.02        324.50
 87.10          0.01          0.00          0.00        339.05        330.96          1.02        324.50
 87.11          0.01          0.00          0.00        339.04        330.97          1.02        324.50
 87.12          0.01          0.00          0.00        339.03        330.98          1.02        324.50
 87.13          0.01          0.00          0.00        339.02        330.99          1.02        324.50
 87.14          0.01          0.00          0.00        339.01        331.00          1.02        324.50
 87.15          0.01          0.00          0.00        339.01        331.02          1.02        324.50
 87.16          0.01          0.00          0.00        339.00        331.03          1.02        324.50
 87.17          0.01          0.00          0.00        338.99        331.04          1.02        324.50
 87.18          0.01          0.00          0.00        338.98        331.05          1.02        324.50
 87.19          0.01          0.00          0.00        338.97        331.06          1.02        324.50
 87.20          0.01          0.00          0.00        338.96        331.07          1.02        324.50
 87.21          0.01          0.00          0.00        338.96        331.08          1.02        324.50
 87.22          0.01          0.00          0.00        338.95        331.09          1.02        324.50
 87.23          0.01          0.00          0.00        338.94        331.10          1.02        324.50
 87.24          0.01          0.00          0.00        338.93        331.11          1.02        324.50
 87.25          0.01          0.00          0.00        338.92        331.12          1.02        324.50
 87.26          0.01          0.00          0.00        338.92        331.13          1.02        324.50
 87.27          0.01          0.00          0.00        338.91        331.14          1.02        324.50
 87.28          0.01          0.00          0.00        338.90        331.16          1.02        324.50
 87.29          0.01          0.00          0.00        338.89        331.17          1.02        324.50
 87.30          0.01          0.00          0.00        338.88        331.18          1.02        324.50
 87.31          0.01          0.00          0.00        338.87        331.19          1.02        324.50
 87.32          0.01          0.00          0.00        338.87        331.20          1.02        324.50
 87.33          0.01          0.00          0.00        338.86        331.21          1.02        324.50
 87.34          0.01          0.00          0.00        338.85        331.22          1.02        324.50
 87.35          0.01          0.00          0.00        338.84        331.23          1.02        324.50
 87.36          0.01          0.00          0.00        338.83        331.24          1.02        324.50
 87.37          0.01          0.00          0.00        338.83        331.25          1.02        324.50
 87.38          0.01          0.00          0.00        338.82        331.26          1.02        324.50
 87.39          0.01          0.00          0.00        338.81        331.27          1.02        324.50
 87.40          0.01          0.00          0.00        338.80        331.28          1.02        324.50
 87.41          0.01          0.00          0.00        338.79        331.29          1.02        324.50
 87.42          0.01          0.00          0.00        338.78        331.31          1.02        324.50
 87.43          0.01          0.00          0.00        338.78        331.32          1.02        324.50
 87.44          0.01          0.00          0.00        338.77        331.33          1.02        324.50
 87.45          0.01          0.00          0.00        338.76        331.34          1.02        324.50
 87.46          0.01          0.00          0.00        338.75        331.35          1.02        324.50
 87.47          0.01          0.00          0.00        338.74        331.36          1.02        324.50
 87.48          0.01          0.00          0.00        338.74        331.37          1.02        324.50
 87.49          0.01          0.00          0.00        338.73        331.38          1.02        324.50
 87.50          0.01          0.00          0.00        338.72        331.39          1.02        324.50
 87.51          0.01          0.00          0.00        338.71        331.40          1.02        324.50
 87.52          0.01          0.00          0.00        338.70        331.41          1.02        324.50
 87.53          0.01          0.00          0.00        338.69        331.42          1.02        324.50
 87.54          0.01          0.00          0.00        338.69        331.43          1.02        324.50
 87.55          0.01          0.00          0.00        338.68        331.45          1.02        324.50
 87.56          0.01          0.00          0.00        338.67        331.46          1.02        324.50
 87.57          0.01          0.00          0.00        338.66        331.47          1.02        324.50
 87.58          0.01          0.00          0.00        338.65        331.48          1.02        324.50
 87.59          0.01          0.00          0.00        338.65        331.49          1.02        324.50
 87.60          0.01          0.00          0.00        338.64        331.50          1.02        324.50
 87.61          0.01          0.00          0.00        338.63        331.51          1.02        324.50
 87.62          0.01          0.00          0.00        338.62        331.52          1.02        324.50
 87.63          0.01          0.00          0.00        338.61        331.53          1.02        324.50
 87.64          0.01          0.00          0.00        338.60        331.54          1.02        324.50
 87.65          0.01          0.00          0.00        338.60        331.55          1.02        324.50
 87.66          0.01          0.00          0.00        338.59        331.56          1.02        324.50
 87.67          0.01          0.00          0.00        338.58        331.57          1.02        324.50
 87.68          0.01          0.00          0.00        338.57        331.59          1.02        324.50
 87.69          0.01          0.00          0.00        338.56        331.60          1.02        324.50
 87.70          0.01          0.00          0.00        338.55        331.61          1.02        324.50
 87.71          0.01          0.00          0.00        338.55        331.62          1.02        324.50
 87.72          0.01          0.00          0.00        338.54        331.63          1.02        324.50
 87.73          0.01          0.00          0.00        338.53        331.64          1.02        324.50
 87.74          0.01          0.00          0.00        338.52        331.65          1.02        324.50
 87.75          0.01          0.00          0.00        338.51        331.66          1.02        324.50
 87.76          0.01          0.00          0.00        338.51        331.67          1.02        324.50
 87.77          0.01          0.00          0.00        338.50        331.68          1.02        324.50
 87.78          0.01          0.00          0.00        338.49        331.69          1.02        324.50
 87.79          0.01          0.00          0.00        338.48        331.70          1.02        324.50
 87.80          0.01          0.00          0.00        338.47        331.71          1.02        324.50
 87.81          0.01          0.00          0.00        338.46        331.73          1.02        324.50
 87.82          0.01          0.00          0.00        338.46        331.74          1.02        324.50
 87.83          0.01          0.00          0.00        338.45        331.75          1.02        324.50
 87.84          0.01          0.00          0.00        338.44        331.76          1.02        324.50
 87.85          0.01          0.00          0.00        338.43        331.77          1.02        324.50
 87.86          0.01          0.00          0.00        338.42        331.78          1.02        324.50
 87.87          0.01          0.00          0.00        338.41        331.79          1.02        324.50
 87.88          0.01          0.00          0.00        338.41        331.80          1.02        324.50
 87.89          0.01          0.00          0.00        338.40        331.81          1.02        324.50
 87.90          0.01          0.00          0.00        338.39        331.82          1.02        324.50
 87.91          0.01          0.00          0.00        338.38        331.83          1.02        324.50
 87.92          0.01          0.00          0.00        338.37        331.84          1.02        324.50
 87.93          0.01          0.00          0.00        338.37        331.85          1.02        324.50
 87.94          0.01          0.00          0.00        338.36        331.87          1.02        324.50
 87.95          0.01          0.00          0.00        338.35        331.88          1.02        324.50
 87.96          0.01          0.00          0.00        338.34        331.89          1.02        324.50
 87.97          0.01          0.00          0.00        338.33        331.90          1.02        324.50
 87.98          0.01          0.00          0.00        338.32        331.91          1.02        324.50
 87.99          0.01          0.00          0.00        338.32        331.92          1.02        324.50
 88.00          0.01          0.00          0.00        338.31        331.93          1.02        324.50
 88.01          0.01          0.00          0.00        338.30        331.94          1.02        324.50
 88.02          0.01          0.00          0.00        338.29        331.95          1.02        324.50
 88.03          0.01          0.00          0.00        338.28        331.96          1.02        324.50
 88.04          0.01          0.00          0.00        338.27        331.97          1.02        324.50
 88.05          0.01          0.00          0.00        338.27        331.98          1.02        324.50
 88.06          0.01          0.00          0.00        338.26        332.00          1.02        324.50
 88.07          0.01          0.00          0.00        338.25        332.01          1.02        324.50
 88.08          0.01          0.00          0.00        338.24        332.02          1.02        324.50
 88.09          0.01          0.00          0.00        338.23        332.03          1.02        324.50
 88.10          0.01          0.00          0.00        338.22        332.04          1.02        324.50
 88.11          0.01          0.00          0.00        338.22        332.05          1.02        324.50
 88.12          0.01          0.00          0.00        338.21        332.06          1.02        324.50
 88.13          0.01          0.00          0.00        338.20        332.07          1.02        324.50
 88.14          0.01          0.00          0.00        338.19        332.08          1.02        324.50
 88.15          0.01          0.00          0.00        338.18        332.09          1.02        324.50
 88.16          0.01          0.00          0.00        338.18        332.10          1.02        324.50
 88.17          0.01          0.00          0.00        338.17        332.11          1.02        324.50
 88.18          0.01          0.00          0.00        338.16        332.12          1.02        324.50
 88.19          0.01          0.00          0.00        338.15        332.14          1.02        324.50
 88.20          0.01          0.00          0.00        338.14        332.15          1.02        324.50
 88.21          0.01          0.00          0.00        338.13        332.16          1.02        324.50
 88.22          0.01          0.00          0.00        338.13        332.17          1.02        324.50
 88.23          0.01          0.00          0.00        338.12        332.18          1.02        324.50
 88.24          0.01          0.00          0.00        338.11        332.19          1.02        324.50
 88.25          0.01          0.00          0.00        338.10        332.20          1.02        324.50
 88.26          0.01          0.00          0.00        338.09        332.21          1.02        324.50
 88.27          0.01          0.00          0.00        338.08        332.22          1.02        324.50
 88.28          0.01          0.00          0.00        338.08        332.23          1.02        324.50
 88.29          0.01          0.00          0.00        338.07        332.24          1.02        324.50
 88.30          0.01          0.00          0.00        338.06        332.25          1.02        324.50
 88.31          0.01          0.00          0.00        338.05        332.27          1.02        324.50
 88.32          0.01          0.00          0.00        338.04        332.28          1.02        324.50
 88.33          0.01          0.00          0.00        338.03        332.29          1.02        324.50
 88.34          0.01          0.00          0.00        338.03        332.30          1.02        324.50
 88.35          0.01          0.00          0.00        338.02        332.31          1.02        324.50
 88.36          0.01          0.00          0.00        338.01        332.32          1.02        324.50
 88.37          0.01          0.00          0.00        338.00        332.33          1.02        324.50
 88.38          0.01          0.00          0.00        337.99        332.34          1.02        324.50
 88.39          0.01          0.00          0.00        337.98        332.35          1.02        324.50
 88.40          0.01          0.00          0.00        337.98        332.36          1.02        324.50
 88.41          0.01          0.00          0.00        337.97        332.37          1.02        324.50
 88.42          0.01          0.00          0.00        337.96        332.38          1.02        324.50
 88.43          0.01          0.00          0.00        337.95        332.40          1.02        324.50
 88.44          0.01          0.00          0.00        337.94        332.41          1.02        324.50
 88.45          0.01          0.00          0.00        337.93        332.42          1.02        324.50
 88.46          0.01          0.00          0.00        337.93        332.43          1.02        324.50
 88.47          0.01          0.00          0.00        337.92        332.44          1.02        324.50
 88.48          0.01          0.00          0.00        337.91        332.45          1.02        324.50
 88.49          0.01          0.00          0.00        337.90        332.46          1.02        324.50
 88.50          0.01          0.00          0.00        337.89        332.47          1.02        324.50
 88.51          0.01          0.00          0.00        337.88        332.48          1.02        324.50
 88.52          0.01          0.00          0.00        337.88        332.49          1.02        324.50
 88.53          0.01          0.00          0.00        337.87        332.50          1.02        324.50
 88.54          0.01          0.00          0.00        337.86        332.51          1.02        324.50
 88.55          0.01          0.00          0.00        337.85        332.53          1.02        324.50
 88.56          0.01          0.00          0.00        337.84        332.54          1.02        324.50
 88.57          0.01          0.00          0.00        337.83        332.55          1.02        324.50
 88.58          0.01          0.00          0.00        337.83        332.56          1.02        324.50
 88.59          0.01          0.00          0.00        337.82        332.57          1.02        324.50
 88.60          0.01          0.00          0.00        337.81        332.58          1.02        324.50
 88.61          0.01          0.00          0.00        337.80        332.59          1.02        324.50
 88.62          0.01          0.00          0.00        337.79        332.60          1.02        324.50
 88.63          0.01          0.00          0.00        337.78        332.61          1.02        324.50
