     t      mass       XCG       Ixx       Iyy         p    TF_sea TF_vacuum     dm/dt
     s        kg         m    kg-m^2    kg-m^2  kgf/cm^2       kgf       kgf    kg/sec
 71.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 71.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 72.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 73.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 74.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
