     t      mass       XCG       Ixx       Iyy         p    TF_sea TF_vacuum     dm/dt
     s        kg         m    kg-m^2    kg-m^2  kgf/cm^2       kgf       kgf    kg/sec
  3.46    493.86      2.55     10.09    636.51    160.94   9589.64   9860.56     37.48
  3.47    493.48      2.55     10.08    636.17    160.05   9535.48   9806.34     37.29
  3.48    493.10      2.55     10.07    635.82    159.17   9481.32   9752.13     37.09
  3.49    492.72      2.55     10.07    635.48    158.28   9427.16   9697.91     36.90
  3.50    492.34      2.55     10.06    635.13    157.40   9373.00   9643.70     36.70
  3.51    491.96      2.55     10.06    634.79    156.52   9318.84   9589.49     36.50
  3.52    491.59      2.55     10.05    634.46    155.63   9264.68   9535.27     36.31
  3.53    491.22      2.55     10.05    634.12    154.75   9210.52   9481.06     36.11
  3.54    490.85      2.55     10.04    633.78    153.86   9156.36   9426.84     35.92
  3.55    490.48      2.55     10.03    633.45    152.98   9102.20   9372.63     35.72
  3.56    490.12      2.55     10.03    633.12    152.10   9048.04   9318.42     35.52
  3.57    489.75      2.55     10.02    632.79    151.21   8993.88   9264.20     35.33
  3.58    489.39      2.55     10.02    632.46    150.33   8939.72   9209.99     35.13
  3.59    489.03      2.55     10.01    632.14    149.44   8885.56   9155.77     34.94
  3.60    488.67      2.55     10.01    631.81    148.56   8831.40   9101.56     34.74
  3.61    488.32      2.54     10.00    631.49    147.68   8777.24   9047.35     34.54
  3.62    487.97      2.54     10.00    631.17    146.79   8723.08   8993.13     34.35
  3.63    487.61      2.54      9.99    630.85    145.91   8668.92   8938.92     34.15
  3.64    487.26      2.54      9.99    630.54    145.02   8614.76   8884.70     33.96
  3.65    486.92      2.54      9.98    630.22    144.14   8560.60   8830.49     33.76
  3.66    486.57      2.54      9.97    629.91    143.26   8506.44   8776.28     33.56
  3.67    486.23      2.54      9.97    629.60    142.37   8452.28   8722.06     33.37
  3.68    485.89      2.54      9.96    629.29    141.49   8398.12   8667.85     33.17
  3.69    485.55      2.54      9.96    628.98    140.60   8343.96   8613.63     32.98
  3.70    485.21      2.54      9.95    628.67    139.72   8289.80   8559.42     32.78
  3.71    484.88      2.54      9.95    628.37    138.84   8235.64   8505.21     32.58
  3.72    484.54      2.54      9.94    628.07    137.95   8181.48   8450.99     32.39
  3.73    484.21      2.54      9.94    627.77    137.07   8127.32   8396.78     32.19
  3.74    483.88      2.54      9.93    627.47    136.18   8073.16   8342.56     32.00
  3.75    483.56      2.54      9.93    627.17    135.30   8019.00   8288.35     31.80
  3.76    483.23      2.54      9.92    626.88    134.42   7964.84   8234.14     31.60
  3.77    482.91      2.54      9.92    626.59    133.53   7910.68   8179.92     31.41
  3.78    482.59      2.54      9.91    626.29    132.65   7856.52   8125.71     31.21
  3.79    482.27      2.54      9.91    626.00    131.76   7802.36   8071.49     31.02
  3.80    481.95      2.54      9.90    625.72    130.88   7748.20   8017.28     30.82
  3.81    481.63      2.54      9.90    625.43    130.00   7694.04   7963.07     30.62
  3.82    481.32      2.54      9.89    625.15    129.11   7639.88   7908.85     30.43
  3.83    481.01      2.54      9.89    624.87    128.23   7585.72   7854.64     30.23
  3.84    480.70      2.54      9.89    624.59    127.34   7531.56   7800.42     30.04
  3.85    480.39      2.54      9.88    624.31    126.46   7477.40   7746.21     29.84
  3.86    480.09      2.54      9.88    624.03    125.58   7423.24   7692.00     29.64
  3.87    479.79      2.54      9.87    623.76    124.69   7369.08   7637.78     29.45
  3.88    479.48      2.54      9.87    623.48    123.81   7314.92   7583.57     29.25
  3.89    479.19      2.54      9.86    623.21    122.92   7260.76   7529.35     29.06
  3.90    478.89      2.54      9.86    622.94    122.04   7206.60   7475.14     28.86
  3.91    478.59      2.54      9.85    622.68    121.16   7152.44   7420.93     28.66
  3.92    478.30      2.53      9.85    622.41    120.27   7098.28   7366.71     28.47
  3.93    478.01      2.53      9.84    622.15    119.39   7044.12   7312.50     28.27
  3.94    477.72      2.53      9.84    621.88    118.50   6989.96   7258.28     28.08
  3.95    477.43      2.53      9.84    621.62    117.62   6935.80   7204.07     27.88
  3.96    477.15      2.53      9.83    621.37    116.74   6881.64   7149.86     27.68
  3.97    476.87      2.53      9.83    621.11    115.85   6827.48   7095.64     27.49
  3.98    476.58      2.53      9.82    620.85    114.97   6773.32   7041.43     27.29
  3.99    476.31      2.53      9.82    620.60    114.08   6719.16   6987.21     27.10
  4.00    476.03      2.53      9.81    620.35    113.20   6665.00   6933.00     26.90
  4.01    475.75      2.53      9.81    620.10    112.53   6623.85   6891.85     26.75
  4.02    475.48      2.53      9.81    619.85    111.86   6582.70   6850.70     26.60
  4.03    475.21      2.53      9.80    619.61    111.19   6541.55   6809.55     26.45
  4.04    474.94      2.53      9.80    619.36    110.52   6500.40   6768.40     26.30
  4.05    474.67      2.53      9.79    619.12    109.85   6459.25   6727.25     26.16
  4.06    474.40      2.53      9.79    618.88    109.18   6418.10   6686.10     26.01
  4.07    474.13      2.53      9.78    618.63    108.51   6376.95   6644.95     25.86
  4.08    473.87      2.53      9.78    618.39    107.84   6335.80   6603.80     25.71
  4.09    473.61      2.53      9.78    618.16    107.17   6294.65   6562.65     25.56
  4.10    473.35      2.53      9.77    617.92    106.50   6253.50   6521.50     25.41
  4.11    473.09      2.53      9.77    617.68    105.83   6212.35   6480.35     25.26
  4.12    472.83      2.53      9.76    617.45    105.16   6171.20   6439.20     25.11
  4.13    472.57      2.53      9.76    617.22    104.49   6130.05   6398.05     24.96
  4.14    472.32      2.53      9.76    616.99    103.82   6088.90   6356.90     24.81
  4.15    472.06      2.53      9.75    616.75    103.15   6047.75   6315.75     24.67
  4.16    471.81      2.53      9.75    616.53    102.48   6006.60   6274.60     24.52
  4.17    471.56      2.53      9.75    616.30    101.81   5965.45   6233.45     24.37
  4.18    471.31      2.53      9.74    616.07    101.14   5924.30   6192.30     24.22
  4.19    471.06      2.53      9.74    615.85    100.47   5883.15   6151.15     24.07
  4.20    470.82      2.53      9.73    615.63     99.80   5842.00   6110.00     23.92
  4.21    470.57      2.53      9.73    615.40     99.13   5800.85   6068.85     23.77
  4.22    470.33      2.53      9.73    615.18     98.46   5759.70   6027.70     23.62
  4.23    470.09      2.53      9.72    614.96     97.79   5718.55   5986.55     23.47
  4.24    469.85      2.53      9.72    614.75     97.12   5677.40   5945.40     23.32
  4.25    469.61      2.53      9.72    614.53     96.45   5636.25   5904.25     23.18
  4.26    469.37      2.53      9.71    614.32     95.78   5595.10   5863.10     23.03
  4.27    469.14      2.53      9.71    614.10     95.11   5553.95   5821.95     22.88
  4.28    468.90      2.53      9.70    613.89     94.44   5512.80   5780.80     22.73
  4.29    468.67      2.53      9.70    613.68     93.77   5471.65   5739.65     22.58
  4.30    468.44      2.52      9.70    613.47     93.10   5430.50   5698.50     22.43
  4.31    468.21      2.52      9.69    613.26     92.43   5389.35   5657.35     22.28
  4.32    467.98      2.52      9.69    613.06     91.76   5348.20   5616.20     22.13
  4.33    467.76      2.52      9.69    612.85     91.09   5307.05   5575.05     21.98
  4.34    467.53      2.52      9.68    612.65     90.42   5265.90   5533.90     21.83
  4.35    467.31      2.52      9.68    612.45     89.75   5224.75   5492.75     21.69
  4.36    467.09      2.52      9.68    612.24     89.08   5183.60   5451.60     21.54
  4.37    466.87      2.52      9.67    612.05     88.41   5142.45   5410.45     21.39
  4.38    466.65      2.52      9.67    611.85     87.74   5101.30   5369.30     21.24
  4.39    466.43      2.52      9.67    611.65     87.07   5060.15   5328.15     21.09
  4.40    466.21      2.52      9.66    611.45     86.40   5019.00   5287.00     20.94
  4.41    466.00      2.52      9.66    611.26     85.73   4977.85   5245.85     20.79
  4.42    465.79      2.52      9.66    611.07     85.06   4936.70   5204.70     20.64
  4.43    465.58      2.52      9.65    610.88     84.39   4895.55   5163.55     20.49
  4.44    465.37      2.52      9.65    610.69     83.72   4854.40   5122.40     20.34
  4.45    465.16      2.52      9.65    610.50     83.05   4813.25   5081.25     20.20
  4.46    464.95      2.52      9.64    610.31     82.38   4772.10   5040.10     20.05
  4.47    464.75      2.52      9.64    610.13     81.71   4730.95   4998.95     19.90
  4.48    464.55      2.52      9.64    609.94     81.04   4689.80   4957.80     19.75
  4.49    464.34      2.52      9.64    609.76     80.37   4648.65   4916.65     19.60
  4.50    464.14      2.52      9.63    609.58     79.70   4607.50   4875.50     19.45
  4.51    463.94      2.52      9.63    609.40     79.03   4566.35   4834.35     19.30
  4.52    463.75      2.52      9.63    609.22     78.36   4525.20   4793.20     19.15
  4.53    463.55      2.52      9.62    609.04     77.69   4484.05   4752.05     19.00
  4.54    463.36      2.52      9.62    608.86     77.02   4442.90   4710.90     18.85
  4.55    463.16      2.52      9.62    608.69     76.35   4401.75   4669.75     18.71
  4.56    462.97      2.52      9.61    608.52     75.68   4360.60   4628.60     18.56
  4.57    462.78      2.52      9.61    608.35     75.01   4319.45   4587.45     18.41
  4.58    462.60      2.52      9.61    608.17     74.34   4278.30   4546.30     18.26
  4.59    462.41      2.52      9.61    608.01     73.67   4237.15   4505.15     18.11
  4.60    462.22      2.52      9.60    607.84     73.00   4196.00   4464.00     17.96
  4.61    462.04      2.52      9.60    607.67     72.33   4154.85   4422.85     17.81
  4.62    461.86      2.52      9.60    607.51     71.66   4113.70   4381.70     17.66
  4.63    461.68      2.52      9.59    607.34     70.99   4072.55   4340.55     17.51
  4.64    461.50      2.52      9.59    607.18     70.32   4031.40   4299.40     17.36
  4.65    461.32      2.52      9.59    607.02     69.65   3990.25   4258.25     17.22
  4.66    461.15      2.52      9.59    606.86     68.98   3949.10   4217.10     17.07
  4.67    460.97      2.52      9.58    606.70     68.31   3907.95   4175.95     16.92
  4.68    460.80      2.52      9.58    606.55     67.64   3866.80   4134.80     16.77
  4.69    460.63      2.52      9.58    606.39     66.97   3825.65   4093.65     16.62
  4.70    460.46      2.52      9.58    606.24     66.30   3784.50   4052.50     16.47
  4.71    460.29      2.52      9.57    606.08     65.63   3743.35   4011.35     16.32
  4.72    460.12      2.52      9.57    605.93     64.96   3702.20   3970.20     16.17
  4.73    459.96      2.52      9.57    605.78     64.29   3661.05   3929.05     16.02
  4.74    459.80      2.52      9.57    605.64     63.62   3619.90   3887.90     15.87
  4.75    459.63      2.52      9.56    605.49     62.95   3578.75   3846.75     15.73
  4.76    459.47      2.52      9.56    605.34     62.28   3537.60   3805.60     15.58
  4.77    459.31      2.52      9.56    605.20     61.61   3496.45   3764.45     15.43
  4.78    459.16      2.52      9.56    605.06     60.94   3455.30   3723.30     15.28
  4.79    459.00      2.52      9.55    604.92     60.27   3414.15   3682.15     15.13
  4.80    458.85      2.52      9.55    604.78     59.60   3373.00   3641.00     14.98
  4.81    458.69      2.52      9.55    604.64     58.93   3331.85   3599.85     14.83
  4.82    458.54      2.51      9.55    604.50     58.26   3290.70   3558.70     14.68
  4.83    458.39      2.51      9.54    604.36     57.59   3249.55   3517.55     14.53
  4.84    458.24      2.51      9.54    604.23     56.92   3208.40   3476.40     14.38
  4.85    458.10      2.51      9.54    604.10     56.25   3167.25   3435.25     14.24
  4.86    457.95      2.51      9.54    603.96     55.58   3126.10   3394.10     14.09
  4.87    457.81      2.51      9.54    603.83     54.91   3084.95   3352.95     13.94
  4.88    457.67      2.51      9.53    603.71     54.24   3043.80   3311.80     13.79
  4.89    457.52      2.51      9.53    603.58     53.57   3002.65   3270.65     13.64
  4.90    457.39      2.51      9.53    603.45     52.90   2961.50   3229.50     13.49
  4.91    457.25      2.51      9.53    603.33     52.23   2920.35   3188.35     13.34
  4.92    457.11      2.51      9.52    603.20     51.56   2879.20   3147.20     13.19
  4.93    456.98      2.51      9.52    603.08     50.89   2838.05   3106.05     13.04
  4.94    456.84      2.51      9.52    602.96     50.22   2796.90   3064.90     12.89
  4.95    456.71      2.51      9.52    602.84     49.55   2755.75   3023.75     12.75
  4.96    456.58      2.51      9.52    602.72     48.88   2714.60   2982.60     12.60
  4.97    456.45      2.51      9.51    602.61     48.21   2673.45   2941.45     12.45
  4.98    456.33      2.51      9.51    602.49     47.54   2632.30   2900.30     12.30
  4.99    456.20      2.51      9.51    602.38     46.87   2591.15   2859.15     12.15
  5.00    456.08      2.51      9.51    602.27     46.20   2550.00   2818.00     12.00
  5.01    455.96      2.51      9.51    602.16     46.07   2541.83   2809.84     11.97
  5.02    455.83      2.51      9.51    602.04     45.93   2533.66   2801.68     11.94
  5.03    455.71      2.51      9.50    601.93     45.80   2525.49   2793.52     11.91
  5.04    455.59      2.51      9.50    601.82     45.66   2517.32   2785.36     11.88
  5.05    455.47      2.51      9.50    601.71     45.53   2509.15   2777.20     11.85
  5.06    455.35      2.51      9.50    601.60     45.40   2500.98   2769.04     11.81
  5.07    455.22      2.51      9.50    601.49     45.26   2492.81   2760.88     11.78
  5.08    455.10      2.51      9.49    601.38     45.13   2484.64   2752.72     11.75
  5.09    454.98      2.51      9.49    601.27     44.99   2476.47   2744.56     11.72
  5.10    454.86      2.51      9.49    601.17     44.86   2468.30   2736.40     11.69
  5.11    454.74      2.51      9.49    601.06     44.73   2460.13   2728.24     11.66
  5.12    454.62      2.51      9.49    600.95     44.59   2451.96   2720.08     11.63
  5.13    454.50      2.51      9.49    600.84     44.46   2443.79   2711.92     11.60
  5.14    454.39      2.51      9.48    600.73     44.32   2435.62   2703.76     11.57
  5.15    454.27      2.51      9.48    600.63     44.19   2427.45   2695.60     11.54
