  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 34.89         21.62         14.42          0.01        749.21          2.54        324.50
 34.90         21.62         14.43          0.01        749.16          2.54        324.50
 34.91         21.63         14.43          0.01        749.12          2.54        324.50
 34.92         21.64         14.43          0.01        749.07          2.54        324.50
 34.93         21.64         14.43          0.01        749.03          2.54        324.50
 34.94         21.65         14.44          0.01        748.98          2.54        324.50
 34.95         21.66         14.44          0.01        748.94          2.54        324.50
 34.96         21.66         14.44          0.01        748.90          2.54        324.50
 34.97         21.67         14.45          0.01        748.85          2.54        324.50
 34.98         21.68         14.45          0.01        748.81          2.54        324.50
 34.99         21.68         14.45          0.01        748.76          2.54        324.50
 35.00         21.69         14.46          0.01        748.72          2.54        324.50
 35.01         21.70         14.46          0.01        748.67          2.54        324.50
 35.02         21.71         14.46          0.01        748.63          2.54        324.50
 35.03         21.71         14.47          0.01        748.58          2.54        324.50
 35.04         21.72         14.47          0.01        748.54          2.54        324.50
 35.05         21.73         14.47          0.01        748.50          2.54        324.50
 35.06         21.73         14.47          0.01        748.45          2.54        324.50
 35.07         21.74         14.48          0.01        748.41          2.54        324.50
 35.08         21.75         14.48          0.01        748.36          2.54        324.50
 35.09         21.75         14.48          0.01        748.32          2.54        324.50
 35.10         21.76         14.49          0.01        748.28          2.54        324.50
 35.11         21.77         14.49          0.01        748.23          2.54        324.50
 35.12         21.77         14.49          0.01        748.19          2.54        324.50
 35.13         21.78         14.50          0.01        748.14          2.54        324.50
 35.14         21.79         14.50          0.01        748.10          2.54        324.50
 35.15         21.79         14.50          0.01        748.05          2.54        324.50
 35.16         21.80         14.50          0.01        748.01          2.54        324.50
 35.17         21.81         14.51          0.01        747.97          2.53        324.50
 35.18         21.81         14.51          0.01        747.92          2.53        324.50
 35.19         21.82         14.51          0.01        747.88          2.53        324.50
 35.20         21.83         14.52          0.01        747.83          2.53        324.50
 35.21         21.84         14.52          0.01        747.79          2.53        324.50
 35.22         21.84         14.52          0.01        747.75          2.53        324.50
 35.23         21.85         14.53          0.01        747.70          2.53        324.50
 35.24         21.86         14.53          0.01        747.66          2.53        324.50
 35.25         21.86         14.53          0.01        747.61          2.53        324.50
 35.26         21.87         14.54          0.01        747.57          2.53        324.50
 35.27         21.88         14.54          0.01        747.53          2.53        324.50
 35.28         21.88         14.54          0.01        747.48          2.53        324.50
 35.29         21.89         14.54          0.01        747.44          2.53        324.50
 35.30         21.90         14.55          0.01        747.40          2.53        324.50
 35.31         21.90         14.55          0.01        747.35          2.53        324.50
 35.32         21.91         14.55          0.01        747.31          2.53        324.50
 35.33         21.92         14.56          0.01        747.26          2.53        324.50
 35.34         21.92         14.56          0.01        747.22          2.53        324.50
 35.35         21.93         14.56          0.02        747.18          2.53        324.50
 35.36         21.94         14.57          0.02        747.13          2.53        324.50
 35.37         21.94         14.57          0.02        747.09          2.53        324.50
 35.38         21.95         14.57          0.02        747.05          2.53        324.50
 35.39         21.96         14.57          0.02        747.00          2.53        324.50
 35.40         21.96         14.58          0.02        746.96          2.53        324.50
 35.41         21.97         14.58          0.02        746.92          2.53        324.50
 35.42         21.98         14.58          0.02        746.87          2.53        324.50
 35.43         21.99         14.59          0.02        746.83          2.53        324.50
 35.44         21.99         14.59          0.02        746.78          2.53        324.50
 35.45         22.00         14.59          0.02        746.74          2.53        324.50
 35.46         22.01         14.60          0.02        746.70          2.53        324.50
 35.47         22.01         14.60          0.02        746.65          2.53        324.50
 35.48         22.02         14.60          0.02        746.61          2.53        324.50
 35.49         22.03         14.60          0.02        746.57          2.53        324.50
 35.50         22.03         14.61          0.02        746.52          2.53        324.50
 35.51         22.04         14.61          0.02        746.48          2.53        324.50
 35.52         22.05         14.61          0.02        746.44          2.53        324.50
 35.53         22.05         14.62          0.02        746.39          2.53        324.50
 35.54         22.06         14.62          0.02        746.35          2.53        324.50
 35.55         22.07         14.62          0.02        746.31          2.53        324.50
 35.56         22.07         14.63          0.02        746.26          2.53        324.50
 35.57         22.08         14.63          0.02        746.22          2.53        324.50
 35.58         22.09         14.63          0.02        746.18          2.53        324.50
 35.59         22.09         14.63          0.02        746.13          2.53        324.50
 35.60         22.10         14.64          0.02        746.09          2.53        324.50
 35.61         22.11         14.64          0.02        746.05          2.53        324.50
 35.62         22.12         14.64          0.02        746.00          2.53        324.50
 35.63         22.12         14.65          0.02        745.96          2.53        324.50
 35.64         22.13         14.65          0.02        745.92          2.53        324.50
 35.65         22.14         14.65          0.02        745.88          2.53        324.50
 35.66         22.14         14.66          0.02        745.83          2.53        324.50
 35.67         22.15         14.66          0.02        745.79          2.53        324.50
 35.68         22.16         14.66          0.02        745.75          2.53        324.50
 35.69         22.16         14.66          0.02        745.70          2.53        324.50
 35.70         22.17         14.67          0.02        745.66          2.53        324.50
 35.71         22.18         14.67          0.02        745.62          2.53        324.50
 35.72         22.18         14.67          0.02        745.57          2.53        324.50
 35.73         22.19         14.68          0.02        745.53          2.53        324.50
 35.74         22.20         14.68          0.02        745.49          2.53        324.50
 35.75         22.20         14.68          0.02        745.45          2.53        324.50
 35.76         22.21         14.69          0.02        745.40          2.53        324.50
 35.77         22.22         14.69          0.02        745.36          2.53        324.50
 35.78         22.22         14.69          0.02        745.32          2.53        324.50
 35.79         22.23         14.69          0.02        745.27          2.53        324.50
 35.80         22.24         14.70          0.02        745.23          2.53        324.50
 35.81         22.25         14.70          0.02        745.19          2.53        324.50
 35.82         22.25         14.70          0.02        745.15          2.53        324.50
 35.83         22.26         14.71          0.02        745.10          2.53        324.50
 35.84         22.27         14.71          0.02        745.06          2.53        324.50
 35.85         22.27         14.71          0.02        745.02          2.52        324.50
 35.86         22.28         14.71          0.02        744.97          2.52        324.50
 35.87         22.29         14.72          0.02        744.93          2.52        324.50
 35.88         22.29         14.72          0.02        744.89          2.52        324.50
 35.89         22.30         14.72          0.02        744.85          2.52        324.50
 35.90         22.31         14.73          0.02        744.80          2.52        324.50
 35.91         22.31         14.73          0.02        744.76          2.52        324.50
 35.92         22.32         14.73          0.02        744.72          2.52        324.50
 35.93         22.33         14.74          0.02        744.68          2.52        324.50
 35.94         22.33         14.74          0.02        744.63          2.52        324.50
 35.95         22.34         14.74          0.02        744.59          2.52        324.50
 35.96         22.35         14.74          0.02        744.55          2.52        324.50
 35.97         22.35         14.75          0.02        744.51          2.52        324.50
 35.98         22.36         14.75          0.02        744.46          2.52        324.50
 35.99         22.37         14.75          0.02        744.42          2.52        324.50
 36.00         22.38         14.76          0.02        744.38          2.52        324.50
 36.01         22.38         14.76          0.02        744.34          2.52        324.50
 36.02         22.39         14.76          0.02        744.29          2.52        324.50
 36.03         22.40         14.77          0.02        744.25          2.52        324.50
 36.04         22.40         14.77          0.02        744.21          2.52        324.50
 36.05         22.41         14.77          0.02        744.17          2.52        324.50
 36.06         22.42         14.77          0.02        744.12          2.52        324.50
 36.07         22.42         14.78          0.02        744.08          2.52        324.50
 36.08         22.43         14.78          0.02        744.04          2.52        324.50
 36.09         22.44         14.78          0.02        744.00          2.52        324.50
 36.10         22.44         14.79          0.02        743.95          2.52        324.50
 36.11         22.45         14.79          0.02        743.91          2.52        324.50
 36.12         22.46         14.79          0.02        743.87          2.52        324.50
 36.13         22.46         14.79          0.02        743.83          2.52        324.50
 36.14         22.47         14.80          0.02        743.78          2.52        324.50
 36.15         22.48         14.80          0.02        743.74          2.52        324.50
 36.16         22.48         14.80          0.02        743.70          2.52        324.50
 36.17         22.49         14.81          0.02        743.66          2.52        324.50
 36.18         22.50         14.81          0.02        743.62          2.52        324.50
 36.19         22.50         14.81          0.02        743.57          2.52        324.50
 36.20         22.51         14.82          0.02        743.53          2.52        324.50
 36.21         22.52         14.82          0.02        743.49          2.52        324.50
 36.22         22.53         14.82          0.02        743.45          2.52        324.50
 36.23         22.53         14.82          0.02        743.41          2.52        324.50
 36.24         22.54         14.83          0.02        743.36          2.52        324.50
 36.25         22.55         14.83          0.02        743.32          2.52        324.50
 36.26         22.55         14.83          0.02        743.28          2.52        324.50
 36.27         22.56         14.84          0.02        743.24          2.52        324.50
 36.28         22.57         14.84          0.02        743.19          2.52        324.50
 36.29         22.57         14.84          0.02        743.15          2.52        324.50
 36.30         22.58         14.84          0.02        743.11          2.52        324.50
 36.31         22.59         14.85          0.02        743.07          2.52        324.50
 36.32         22.59         14.85          0.02        743.03          2.52        324.50
 36.33         22.60         14.85          0.02        742.99          2.52        324.50
 36.34         22.61         14.86          0.02        742.94          2.52        324.50
 36.35         22.61         14.86          0.02        742.90          2.52        324.50
 36.36         22.62         14.86          0.02        742.86          2.52        324.50
 36.37         22.63         14.86          0.02        742.82          2.52        324.50
 36.38         22.63         14.87          0.02        742.78          2.52        324.50
 36.39         22.64         14.87          0.02        742.73          2.52        324.50
 36.40         22.65         14.87          0.02        742.69          2.52        324.50
 36.41         22.66         14.88          0.02        742.65          2.52        324.50
 36.42         22.66         14.88          0.02        742.61          2.52        324.50
 36.43         22.67         14.88          0.02        742.57          2.52        324.50
 36.44         22.68         14.89          0.02        742.53          2.52        324.50
 36.45         22.68         14.89          0.02        742.48          2.52        324.50
 36.46         22.69         14.89          0.02        742.44          2.52        324.50
 36.47         22.70         14.89          0.02        742.40          2.52        324.50
 36.48         22.70         14.90          0.02        742.36          2.52        324.50
 36.49         22.71         14.90          0.02        742.32          2.52        324.50
 36.50         22.72         14.90          0.02        742.28          2.52        324.50
 36.51         22.72         14.91          0.02        742.23          2.52        324.50
 36.52         22.73         14.91          0.02        742.19          2.52        324.50
 36.53         22.74         14.91          0.02        742.15          2.52        324.50
 36.54         22.74         14.91          0.02        742.11          2.52        324.50
 36.55         22.75         14.92          0.02        742.07          2.51        324.50
 36.56         22.76         14.92          0.02        742.03          2.51        324.50
 36.57         22.76         14.92          0.02        741.98          2.51        324.50
 36.58         22.77         14.93          0.02        741.94          2.51        324.50
 36.59         22.78         14.93          0.02        741.90          2.51        324.50
 36.60         22.78         14.93          0.02        741.86          2.51        324.50
 36.61         22.79         14.93          0.02        741.82          2.51        324.50
 36.62         22.80         14.94          0.02        741.78          2.51        324.50
 36.63         22.81         14.94          0.02        741.74          2.51        324.50
 36.64         22.81         14.94          0.02        741.69          2.51        324.50
 36.65         22.82         14.95          0.02        741.65          2.51        324.50
 36.66         22.83         14.95          0.02        741.61          2.51        324.50
 36.67         22.83         14.95          0.02        741.57          2.51        324.50
 36.68         22.84         14.95          0.02        741.53          2.51        324.50
 36.69         22.85         14.96          0.02        741.49          2.51        324.50
 36.70         22.85         14.96          0.02        741.45          2.51        324.50
 36.71         22.86         14.96          0.02        741.40          2.51        324.50
 36.72         22.87         14.97          0.02        741.36          2.51        324.50
 36.73         22.87         14.97          0.02        741.32          2.51        324.50
 36.74         22.88         14.97          0.02        741.28          2.51        324.50
 36.75         22.89         14.97          0.02        741.24          2.51        324.50
 36.76         22.89         14.98          0.02        741.20          2.51        324.50
 36.77         22.90         14.98          0.02        741.16          2.51        324.50
 36.78         22.91         14.98          0.02        741.12          2.51        324.50
 36.79         22.91         14.99          0.02        741.08          2.51        324.50
 36.80         22.92         14.99          0.02        741.03          2.51        324.50
 36.81         22.93         14.99          0.02        740.99          2.51        324.50
 36.82         22.94         15.00          0.02        740.95          2.51        324.50
 36.83         22.94         15.00          0.02        740.91          2.51        324.50
 36.84         22.95         15.00          0.02        740.87          2.51        324.50
 36.85         22.96         15.00          0.02        740.83          2.51        324.50
 36.86         22.96         15.01          0.02        740.79          2.51        324.50
 36.87         22.97         15.01          0.02        740.75          2.51        324.50
 36.88         22.98         15.01          0.02        740.71          2.51        324.50
 36.89         22.98         15.02          0.02        740.66          2.51        324.50
 36.90         22.99         15.02          0.02        740.62          2.51        324.50
 36.91         23.00         15.02          0.02        740.58          2.51        324.50
 36.92         23.00         15.02          0.02        740.54          2.51        324.50
 36.93         23.01         15.03          0.02        740.50          2.51        324.50
 36.94         23.02         15.03          0.02        740.46          2.51        324.50
 36.95         23.02         15.03          0.02        740.42          2.51        324.50
 36.96         23.03         15.04          0.02        740.38          2.51        324.50
 36.97         23.04         15.04          0.02        740.34          2.51        324.50
 36.98         23.04         15.04          0.02        740.30          2.51        324.50
 36.99         23.05         15.04          0.02        740.26          2.51        324.50
 37.00         23.06         15.05          0.02        740.21          2.51        324.50
 37.01         23.07         15.05          0.02        740.17          2.51        324.50
 37.02         23.07         15.05          0.02        740.13          2.51        324.50
 37.03         23.08         15.06          0.02        740.09          2.51        324.50
 37.04         23.09         15.06          0.02        740.05          2.51        324.50
 37.05         23.09         15.06          0.02        740.01          2.51        324.50
 37.06         23.10         15.06          0.02        739.97          2.51        324.50
 37.07         23.11         15.07          0.02        739.93          2.51        324.50
 37.08         23.11         15.07          0.02        739.89          2.51        324.50
 37.09         23.12         15.07          0.02        739.85          2.51        324.50
 37.10         23.13         15.08          0.02        739.81          2.51        324.50
 37.11         23.13         15.08          0.02        739.77          2.51        324.50
 37.12         23.14         15.08          0.02        739.73          2.51        324.50
 37.13         23.15         15.08          0.02        739.69          2.51        324.50
 37.14         23.15         15.09          0.02        739.65          2.51        324.50
 37.15         23.16         15.09          0.02        739.60          2.51        324.50
 37.16         23.17         15.09          0.02        739.56          2.51        324.50
 37.17         23.17         15.09          0.02        739.52          2.51        324.50
 37.18         23.18         15.10          0.02        739.48          2.51        324.50
 37.19         23.19         15.10          0.02        739.44          2.51        324.50
 37.20         23.19         15.10          0.02        739.40          2.51        324.50
 37.21         23.20         15.11          0.02        739.36          2.51        324.50
 37.22         23.21         15.11          0.02        739.32          2.51        324.50
 37.23         23.22         15.11          0.02        739.28          2.51        324.50
 37.24         23.22         15.11          0.02        739.24          2.51        324.50
 37.25         23.23         15.12          0.02        739.20          2.51        324.50
 37.26         23.24         15.12          0.02        739.16          2.51        324.50
 37.27         23.24         15.12          0.02        739.12          2.50        324.50
 37.28         23.25         15.13          0.02        739.08          2.50        324.50
 37.29         23.26         15.13          0.02        739.04          2.50        324.50
 37.30         23.26         15.13          0.02        739.00          2.50        324.50
 37.31         23.27         15.13          0.02        738.96          2.50        324.50
 37.32         23.28         15.14          0.02        738.92          2.50        324.50
 37.33         23.28         15.14          0.02        738.88          2.50        324.50
 37.34         23.29         15.14          0.02        738.84          2.50        324.50
 37.35         23.30         15.15          0.02        738.80          2.50        324.50
 37.36         23.30         15.15          0.02        738.76          2.50        324.50
 37.37         23.31         15.15          0.02        738.72          2.50        324.50
 37.38         23.32         15.15          0.02        738.68          2.50        324.50
 37.39         23.32         15.16          0.02        738.64          2.50        324.50
 37.40         23.33         15.16          0.02        738.60          2.50        324.50
 37.41         23.34         15.16          0.02        738.56          2.50        324.50
 37.42         23.35         15.17          0.02        738.52          2.50        324.50
 37.43         23.35         15.17          0.02        738.48          2.50        324.50
 37.44         23.36         15.17          0.02        738.44          2.50        324.50
 37.45         23.37         15.17          0.02        738.39          2.50        324.50
 37.46         23.37         15.18          0.02        738.35          2.50        324.50
 37.47         23.38         15.18          0.02        738.31          2.50        324.50
 37.48         23.39         15.18          0.02        738.27          2.50        324.50
 37.49         23.39         15.19          0.02        738.23          2.50        324.50
 37.50         23.40         15.19          0.02        738.19          2.50        324.50
 37.51         23.41         15.19          0.02        738.15          2.50        324.50
 37.52         23.41         15.19          0.02        738.11          2.50        324.50
 37.53         23.42         15.20          0.02        738.07          2.50        324.50
 37.54         23.43         15.20          0.02        738.03          2.50        324.50
 37.55         23.43         15.20          0.02        737.99          2.50        324.50
 37.56         23.44         15.20          0.02        737.95          2.50        324.50
 37.57         23.45         15.21          0.02        737.92          2.50        324.50
 37.58         23.45         15.21          0.02        737.88          2.50        324.50
 37.59         23.46         15.21          0.02        737.84          2.50        324.50
 37.60         23.47         15.22          0.02        737.80          2.50        324.50
 37.61         23.47         15.22          0.02        737.76          2.50        324.50
 37.62         23.48         15.22          0.02        737.72          2.50        324.50
 37.63         23.49         15.22          0.02        737.68          2.50        324.50
 37.64         23.50         15.23          0.02        737.64          2.50        324.50
 37.65         23.50         15.23          0.02        737.60          2.50        324.50
 37.66         23.51         15.23          0.02        737.56          2.50        324.50
 37.67         23.52         15.24          0.02        737.52          2.50        324.50
 37.68         23.52         15.24          0.02        737.48          2.50        324.50
 37.69         23.53         15.24          0.02        737.44          2.50        324.50
 37.70         23.54         15.24          0.02        737.40          2.50        324.50
 37.71         23.54         15.25          0.02        737.36          2.50        324.50
 37.72         23.55         15.25          0.02        737.32          2.50        324.50
 37.73         23.56         15.25          0.02        737.28          2.50        324.50
 37.74         23.56         15.25          0.02        737.24          2.50        324.50
 37.75         23.57         15.26          0.02        737.20          2.50        324.50
 37.76         23.58         15.26          0.02        737.16          2.50        324.50
 37.77         23.58         15.26          0.02        737.12          2.50        324.50
 37.78         23.59         15.27          0.02        737.08          2.50        324.50
 37.79         23.60         15.27          0.02        737.04          2.50        324.50
 37.80         23.60         15.27          0.02        737.00          2.50        324.50
 37.81         23.61         15.27          0.02        736.96          2.50        324.50
 37.82         23.62         15.28          0.02        736.92          2.50        324.50
 37.83         23.63         15.28          0.02        736.88          2.50        324.50
 37.84         23.63         15.28          0.02        736.84          2.50        324.50
 37.85         23.64         15.29          0.02        736.80          2.50        324.50
 37.86         23.65         15.29          0.02        736.76          2.50        324.50
 37.87         23.65         15.29          0.02        736.73          2.50        324.50
 37.88         23.66         15.29          0.02        736.69          2.50        324.50
 37.89         23.67         15.30          0.02        736.65          2.50        324.50
 37.90         23.67         15.30          0.02        736.61          2.50        324.50
 37.91         23.68         15.30          0.02        736.57          2.50        324.50
 37.92         23.69         15.30          0.02        736.53          2.50        324.50
 37.93         23.69         15.31          0.02        736.49          2.50        324.50
 37.94         23.70         15.31          0.02        736.45          2.50        324.50
 37.95         23.71         15.31          0.02        736.41          2.50        324.50
 37.96         23.71         15.32          0.02        736.37          2.50        324.50
 37.97         23.72         15.32          0.02        736.33          2.50        324.50
 37.98         23.73         15.32          0.02        736.29          2.50        324.50
 37.99         23.73         15.32          0.02        736.25          2.50        324.50
 38.00         23.74         15.33          0.02        736.21          2.50        324.50
 38.01         23.75         15.33          0.02        736.17          2.49        324.50
 38.02         23.75         15.33          0.02        736.14          2.49        324.50
 38.03         23.76         15.34          0.02        736.10          2.49        324.50
 38.04         23.77         15.34          0.02        736.06          2.49        324.50
 38.05         23.78         15.34          0.02        736.02          2.49        324.50
 38.06         23.78         15.34          0.02        735.98          2.49        324.50
 38.07         23.79         15.35          0.02        735.94          2.49        324.50
 38.08         23.80         15.35          0.02        735.90          2.49        324.50
 38.09         23.80         15.35          0.02        735.86          2.49        324.50
 38.10         23.81         15.35          0.02        735.82          2.49        324.50
 38.11         23.82         15.36          0.02        735.78          2.49        324.50
 38.12         23.82         15.36          0.02        735.74          2.49        324.50
 38.13         23.83         15.36          0.02        735.70          2.49        324.50
 38.14         23.84         15.37          0.02        735.67          2.49        324.50
 38.15         23.84         15.37          0.02        735.63          2.49        324.50
 38.16         23.85         15.37          0.02        735.59          2.49        324.50
 38.17         23.86         15.37          0.02        735.55          2.49        324.50
 38.18         23.86         15.38          0.02        735.51          2.49        324.50
 38.19         23.87         15.38          0.02        735.47          2.49        324.50
 38.20         23.88         15.38          0.02        735.43          2.49        324.50
 38.21         23.88         15.38          0.02        735.39          2.49        324.50
 38.22         23.89         15.39          0.02        735.35          2.49        324.50
 38.23         23.90         15.39          0.02        735.32          2.49        324.50
 38.24         23.90         15.39          0.02        735.28          2.49        324.50
 38.25         23.91         15.40          0.02        735.24          2.49        324.50
 38.26         23.92         15.40          0.02        735.20          2.49        324.50
 38.27         23.93         15.40          0.02        735.16          2.49        324.50
 38.28         23.93         15.40          0.02        735.12          2.49        324.50
 38.29         23.94         15.41          0.02        735.08          2.49        324.50
 38.30         23.95         15.41          0.02        735.04          2.49        324.50
 38.31         23.95         15.41          0.02        735.00          2.49        324.50
 38.32         23.96         15.41          0.02        734.97          2.49        324.50
 38.33         23.97         15.42          0.02        734.93          2.49        324.50
 38.34         23.97         15.42          0.02        734.89          2.49        324.50
 38.35         23.98         15.42          0.02        734.85          2.49        324.50
 38.36         23.99         15.43          0.02        734.81          2.49        324.50
 38.37         23.99         15.43          0.02        734.77          2.49        324.50
 38.38         24.00         15.43          0.02        734.73          2.49        324.50
 38.39         24.01         15.43          0.02        734.69          2.49        324.50
 38.40         24.01         15.44          0.02        734.66          2.49        324.50
 38.41         24.02         15.44          0.02        734.62          2.49        324.50
 38.42         24.03         15.44          0.02        734.58          2.49        324.50
 38.43         24.03         15.44          0.02        734.54          2.49        324.50
 38.44         24.04         15.45          0.02        734.50          2.49        324.50
 38.45         24.05         15.45          0.02        734.46          2.49        324.50
 38.46         24.06         15.45          0.02        734.42          2.49        324.50
 38.47         24.06         15.46          0.02        734.39          2.49        324.50
 38.48         24.07         15.46          0.02        734.35          2.49        324.50
 38.49         24.08         15.46          0.02        734.31          2.49        324.50
 38.50         24.08         15.46          0.02        734.27          2.49        324.50
 38.51         24.09         15.47          0.02        734.23          2.49        324.50
 38.52         24.10         15.47          0.02        734.19          2.49        324.50
 38.53         24.10         15.47          0.02        734.16          2.49        324.50
 38.54         24.11         15.47          0.02        734.12          2.49        324.50
 38.55         24.12         15.48          0.02        734.08          2.49        324.50
 38.56         24.12         15.48          0.02        734.04          2.49        324.50
 38.57         24.13         15.48          0.02        734.00          2.49        324.50
 38.58         24.14         15.48          0.02        733.96          2.49        324.50
 38.59         24.14         15.49          0.02        733.92          2.49        324.50
 38.60         24.15         15.49          0.02        733.89          2.49        324.50
 38.61         24.16         15.49          0.02        733.85          2.49        324.50
 38.62         24.16         15.50          0.02        733.81          2.49        324.50
 38.63         24.17         15.50          0.02        733.77          2.49        324.50
 38.64         24.18         15.50          0.02        733.73          2.49        324.50
 38.65         24.18         15.50          0.02        733.69          2.49        324.50
 38.66         24.19         15.51          0.02        733.66          2.49        324.50
 38.67         24.20         15.51          0.02        733.62          2.49        324.50
 38.68         24.21         15.51          0.02        733.58          2.49        324.50
 38.69         24.21         15.51          0.02        733.54          2.49        324.50
 38.70         24.22         15.52          0.02        733.50          2.49        324.50
 38.71         24.23         15.52          0.02        733.47          2.49        324.50
 38.72         24.23         15.52          0.02        733.43          2.49        324.50
 38.73         24.24         15.53          0.02        733.39          2.49        324.50
 38.74         24.25         15.53          0.02        733.35          2.49        324.50
 38.75         24.25         15.53          0.02        733.31          2.49        324.50
 38.76         24.26         15.53          0.02        733.27          2.49        324.50
 38.77         24.27         15.54          0.02        733.24          2.48        324.50
 38.78         24.27         15.54          0.02        733.20          2.48        324.50
 38.79         24.28         15.54          0.02        733.16          2.48        324.50
 38.80         24.29         15.54          0.02        733.12          2.48        324.50
 38.81         24.29         15.55          0.02        733.08          2.48        324.50
 38.82         24.30         15.55          0.02        733.05          2.48        324.50
 38.83         24.31         15.55          0.02        733.01          2.48        324.50
 38.84         24.31         15.55          0.02        732.97          2.48        324.50
 38.85         24.32         15.56          0.02        732.93          2.48        324.50
 38.86         24.33         15.56          0.02        732.89          2.48        324.50
 38.87         24.34         15.56          0.02        732.86          2.48        324.50
 38.88         24.34         15.57          0.02        732.82          2.48        324.50
 38.89         24.35         15.57          0.02        732.78          2.48        324.50
 38.90         24.36         15.57          0.02        732.74          2.48        324.50
 38.91         24.36         15.57          0.02        732.70          2.48        324.50
 38.92         24.37         15.58          0.02        732.67          2.48        324.50
 38.93         24.38         15.58          0.02        732.63          2.48        324.50
 38.94         24.38         15.58          0.02        732.59          2.48        324.50
 38.95         24.39         15.58          0.02        732.55          2.48        324.50
 38.96         24.40         15.59          0.02        732.52          2.48        324.50
 38.97         24.40         15.59          0.02        732.48          2.48        324.50
 38.98         24.41         15.59          0.02        732.44          2.48        324.50
 38.99         24.42         15.59          0.02        732.40          2.48        324.50
 39.00         24.42         15.60          0.02        732.36          2.48        324.50
 39.01         24.43         15.60          0.02        732.33          2.48        324.50
 39.02         24.44         15.60          0.02        732.29          2.48        324.50
 39.03         24.44         15.61          0.02        732.25          2.48        324.50
 39.04         24.45         15.61          0.02        732.21          2.48        324.50
 39.05         24.46         15.61          0.02        732.18          2.48        324.50
 39.06         24.46         15.61          0.02        732.14          2.48        324.50
 39.07         24.47         15.62          0.02        732.10          2.48        324.50
 39.08         24.48         15.62          0.02        732.06          2.48        324.50
 39.09         24.49         15.62          0.02        732.02          2.48        324.50
 39.10         24.49         15.62          0.02        731.99          2.48        324.50
 39.11         24.50         15.63          0.02        731.95          2.48        324.50
 39.12         24.51         15.63          0.02        731.91          2.48        324.50
 39.13         24.51         15.63          0.02        731.87          2.48        324.50
 39.14         24.52         15.63          0.02        731.84          2.48        324.50
 39.15         24.53         15.64          0.02        731.80          2.48        324.50
 39.16         24.53         15.64          0.02        731.76          2.48        324.50
 39.17         24.54         15.64          0.02        731.72          2.48        324.50
 39.18         24.55         15.64          0.02        731.69          2.48        324.50
 39.19         24.55         15.65          0.02        731.65          2.48        324.50
 39.20         24.56         15.65          0.02        731.61          2.48        324.50
 39.21         24.57         15.65          0.02        731.57          2.48        324.50
 39.22         24.57         15.66          0.02        731.54          2.48        324.50
 39.23         24.58         15.66          0.02        731.50          2.48        324.50
 39.24         24.59         15.66          0.02        731.46          2.48        324.50
 39.25         24.59         15.66          0.02        731.42          2.48        324.50
 39.26         24.60         15.67          0.02        731.39          2.48        324.50
 39.27         24.61         15.67          0.02        731.35          2.48        324.50
 39.28         24.61         15.67          0.02        731.31          2.48        324.50
 39.29         24.62         15.67          0.02        731.27          2.48        324.50
 39.30         24.63         15.68          0.02        731.24          2.48        324.50
 39.31         24.64         15.68          0.02        731.20          2.48        324.50
 39.32         24.64         15.68          0.02        731.16          2.48        324.50
 39.33         24.65         15.68          0.02        731.13          2.48        324.50
 39.34         24.66         15.69          0.02        731.09          2.48        324.50
 39.35         24.66         15.69          0.02        731.05          2.48        324.50
 39.36         24.67         15.69          0.02        731.01          2.48        324.50
 39.37         24.68         15.69          0.02        730.98          2.48        324.50
 39.38         24.68         15.70          0.02        730.94          2.48        324.50
 39.39         24.69         15.70          0.02        730.90          2.48        324.50
 39.40         24.70         15.70          0.02        730.87          2.48        324.50
 39.41         24.70         15.71          0.02        730.83          2.48        324.50
 39.42         24.71         15.71          0.02        730.79          2.48        324.50
 39.43         24.72         15.71          0.02        730.75          2.48        324.50
 39.44         24.72         15.71          0.02        730.72          2.48        324.50
 39.45         24.73         15.72          0.02        730.68          2.48        324.50
 39.46         24.74         15.72          0.02        730.64          2.48        324.50
 39.47         24.74         15.72          0.02        730.60          2.48        324.50
 39.48         24.75         15.72          0.02        730.57          2.48        324.50
 39.49         24.76         15.73          0.02        730.53          2.48        324.50
 39.50         24.76         15.73          0.02        730.49          2.48        324.50
 39.51         24.77         15.73          0.02        730.46          2.48        324.50
 39.52         24.78         15.73          0.02        730.42          2.48        324.50
 39.53         24.79         15.74          0.02        730.38          2.48        324.50
 39.54         24.79         15.74          0.02        730.35          2.48        324.50
 39.55         24.80         15.74          0.02        730.31          2.48        324.50
 39.56         24.81         15.74          0.02        730.27          2.47        324.50
 39.57         24.81         15.75          0.02        730.23          2.47        324.50
 39.58         24.82         15.75          0.02        730.20          2.47        324.50
 39.59         24.83         15.75          0.02        730.16          2.47        324.50
 39.60         24.83         15.75          0.02        730.12          2.47        324.50
 39.61         24.84         15.76          0.02        730.09          2.47        324.50
 39.62         24.85         15.76          0.02        730.05          2.47        324.50
 39.63         24.85         15.76          0.02        730.01          2.47        324.50
 39.64         24.86         15.77          0.02        729.98          2.47        324.50
 39.65         24.87         15.77          0.02        729.94          2.47        324.50
 39.66         24.87         15.77          0.02        729.90          2.47        324.50
 39.67         24.88         15.77          0.02        729.87          2.47        324.50
 39.68         24.89         15.78          0.02        729.83          2.47        324.50
 39.69         24.89         15.78          0.02        729.79          2.47        324.50
