  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 60.84          0.01          0.00         -0.00        681.82        295.07          2.31        324.50
 60.85          0.01          0.00         -0.00        681.81        295.07          2.31        324.50
 60.86          0.01          0.00         -0.00        681.80        295.07          2.31        324.50
 60.87          0.01          0.00         -0.00        681.79        295.07          2.31        324.50
 60.88          0.01          0.00         -0.00        681.78        295.07          2.31        324.50
 60.89          0.01          0.00         -0.00        681.77        295.07          2.31        324.50
 60.90          0.01          0.00         -0.00        681.76        295.07          2.31        324.50
 60.91          0.01          0.00         -0.00        681.76        295.07          2.31        324.50
 60.92          0.01          0.00         -0.00        681.75        295.07          2.31        324.50
 60.93          0.01          0.00         -0.00        681.74        295.07          2.31        324.50
 60.94          0.01          0.00         -0.00        681.73        295.07          2.31        324.50
 60.95          0.01          0.00         -0.00        681.72        295.07          2.31        324.50
 60.96          0.01          0.00         -0.00        681.71        295.07          2.31        324.50
 60.97          0.01          0.00         -0.00        681.71        295.07          2.31        324.50
 60.98          0.01          0.00         -0.00        681.70        295.07          2.31        324.50
 60.99          0.01          0.00         -0.00        681.69        295.07          2.31        324.50
 61.00          0.01          0.00         -0.00        681.68        295.07          2.31        324.50
 61.01          0.01          0.00         -0.00        681.67        295.07          2.31        324.50
 61.02          0.01          0.00         -0.00        681.66        295.07          2.31        324.50
 61.03          0.01          0.00         -0.00        681.66        295.07          2.31        324.50
 61.04          0.01          0.00         -0.00        681.65        295.07          2.31        324.50
 61.05          0.01          0.00         -0.00        681.64        295.07          2.31        324.50
 61.06          0.01          0.00         -0.00        681.63        295.07          2.31        324.50
 61.07          0.01          0.00         -0.00        681.62        295.07          2.31        324.50
 61.08          0.01          0.00         -0.00        681.62        295.07          2.31        324.50
 61.09          0.01          0.00         -0.00        681.61        295.07          2.31        324.50
 61.10          0.01          0.00         -0.00        681.60        295.07          2.31        324.50
 61.11          0.01          0.00         -0.00        681.59        295.07          2.31        324.50
 61.12          0.01          0.00         -0.00        681.58        295.07          2.31        324.50
 61.13          0.01          0.00         -0.00        681.57        295.07          2.31        324.50
 61.14          0.01          0.00         -0.00        681.57        295.07          2.31        324.50
 61.15          0.01          0.00         -0.00        681.56        295.07          2.31        324.50
 61.16          0.01          0.00         -0.00        681.55        295.07          2.31        324.50
 61.17          0.01          0.00         -0.00        681.54        295.07          2.31        324.50
 61.18          0.01          0.00         -0.00        681.53        295.07          2.31        324.50
 61.19          0.01          0.00         -0.00        681.53        295.07          2.31        324.50
 61.20          0.01          0.00         -0.00        681.52        295.07          2.31        324.50
 61.21          0.01          0.00         -0.00        681.51        295.07          2.31        324.50
 61.22          0.01          0.00         -0.00        681.50        295.07          2.31        324.50
 61.23          0.01          0.00         -0.00        681.49        295.07          2.31        324.50
 61.24          0.01          0.00         -0.00        681.49        295.07          2.31        324.50
 61.25          0.01          0.00         -0.00        681.48        295.07          2.31        324.50
 61.26          0.01          0.00         -0.00        681.47        295.07          2.31        324.50
 61.27          0.01          0.00         -0.00        681.46        295.07          2.31        324.50
 61.28          0.01          0.00         -0.00        681.45        295.07          2.31        324.50
 61.29          0.01          0.00         -0.00        681.45        295.07          2.31        324.50
 61.30          0.01          0.00         -0.00        681.44        295.07          2.31        324.50
 61.31          0.01          0.00         -0.00        681.43        295.07          2.31        324.50
 61.32          0.01          0.00         -0.00        681.42        295.07          2.31        324.50
 61.33          0.01          0.00         -0.00        681.41        295.07          2.31        324.50
 61.34          0.01          0.00         -0.00        681.41        295.07          2.31        324.50
 61.35          0.01          0.00         -0.00        681.40        295.07          2.31        324.50
 61.36          0.01          0.00         -0.00        681.39        295.07          2.31        324.50
 61.37          0.01          0.00         -0.00        681.38        295.07          2.31        324.50
 61.38          0.01          0.00         -0.00        681.37        295.07          2.31        324.50
 61.39          0.01          0.00         -0.00        681.37        295.07          2.31        324.50
 61.40          0.01          0.00         -0.00        681.36        295.07          2.31        324.50
 61.41          0.01          0.00         -0.00        681.35        295.07          2.31        324.50
 61.42          0.01          0.00         -0.00        681.34        295.07          2.31        324.50
 61.43          0.01          0.00         -0.00        681.34        295.07          2.31        324.50
 61.44          0.01          0.00         -0.00        681.33        295.07          2.31        324.50
 61.45          0.01          0.00         -0.00        681.32        295.07          2.31        324.50
 61.46          0.01          0.00         -0.00        681.31        295.07          2.31        324.50
 61.47          0.01          0.00         -0.00        681.31        295.07          2.31        324.50
 61.48          0.01          0.00         -0.00        681.30        295.07          2.31        324.50
 61.49          0.01          0.00         -0.00        681.29        295.07          2.31        324.50
 61.50          0.01          0.00         -0.00        681.28        295.07          2.31        324.50
 61.51          0.01          0.00         -0.00        681.27        295.07          2.31        324.50
 61.52          0.01          0.00         -0.00        681.27        295.07          2.31        324.50
 61.53          0.01          0.00         -0.00        681.26        295.07          2.31        324.50
 61.54          0.01          0.00         -0.00        681.25        295.07          2.31        324.50
 61.55          0.01          0.00         -0.00        681.24        295.07          2.31        324.50
 61.56          0.01          0.00         -0.00        681.24        295.07          2.31        324.50
 61.57          0.01          0.00         -0.00        681.23        295.07          2.31        324.50
 61.58          0.01          0.00         -0.00        681.22        295.07          2.31        324.50
 61.59          0.01          0.00         -0.00        681.21        295.07          2.31        324.50
 61.60          0.01          0.00         -0.00        681.21        295.07          2.31        324.50
 61.61          0.01          0.00         -0.00        681.20        295.07          2.31        324.50
 61.62          0.01          0.00         -0.00        681.19        295.07          2.31        324.50
 61.63          0.01          0.00         -0.00        681.18        295.07          2.31        324.50
 61.64          0.01          0.00         -0.00        681.18        295.07          2.31        324.50
 61.65          0.01          0.00         -0.00        681.17        295.07          2.31        324.50
 61.66          0.01          0.00         -0.00        681.16        295.07          2.31        324.50
 61.67          0.01          0.00         -0.00        681.15        295.07          2.31        324.50
 61.68          0.01          0.00         -0.00        681.15        295.07          2.31        324.50
 61.69          0.01          0.00         -0.00        681.14        295.07          2.31        324.50
 61.70          0.01          0.00         -0.00        681.13        295.07          2.31        324.50
 61.71          0.01          0.00         -0.00        681.12        295.07          2.31        324.50
 61.72          0.01          0.00         -0.00        681.12        295.07          2.31        324.50
 61.73          0.01          0.00         -0.00        681.11        295.07          2.31        324.50
 61.74          0.01          0.00         -0.00        681.10        295.07          2.31        324.50
 61.75          0.01          0.00         -0.00        681.10        295.07          2.31        324.50
 61.76          0.01          0.00         -0.00        681.09        295.07          2.31        324.50
 61.77          0.01          0.00         -0.00        681.08        295.07          2.31        324.50
 61.78          0.01          0.00         -0.00        681.07        295.07          2.31        324.50
 61.79          0.01          0.00         -0.00        681.07        295.07          2.31        324.50
 61.80          0.01          0.00         -0.00        681.06        295.07          2.31        324.50
 61.81          0.01          0.00         -0.00        681.05        295.07          2.31        324.50
 61.82          0.01          0.00         -0.00        681.04        295.07          2.31        324.50
 61.83          0.01          0.00         -0.00        681.04        295.07          2.31        324.50
 61.84          0.01          0.00         -0.00        681.03        295.07          2.31        324.50
 61.85          0.01          0.00         -0.00        681.02        295.07          2.31        324.50
 61.86          0.01          0.00         -0.00        681.02        295.07          2.31        324.50
 61.87          0.01          0.00         -0.00        681.01        295.07          2.31        324.50
 61.88          0.01          0.00         -0.00        681.00        295.07          2.31        324.50
 61.89          0.01          0.00         -0.00        680.99        295.07          2.31        324.50
 61.90          0.01          0.00         -0.00        680.99        295.07          2.31        324.50
 61.91          0.01          0.00         -0.00        680.98        295.07          2.31        324.50
 61.92          0.01          0.00         -0.00        680.97        295.07          2.31        324.50
 61.93          0.01          0.00         -0.00        680.97        295.07          2.31        324.50
 61.94          0.01          0.00         -0.00        680.96        295.07          2.31        324.50
 61.95          0.01          0.00         -0.00        680.95        295.07          2.31        324.50
 61.96          0.01          0.00         -0.00        680.95        295.07          2.31        324.50
 61.97          0.01          0.00         -0.00        680.94        295.07          2.31        324.50
 61.98          0.01          0.00         -0.00        680.93        295.07          2.31        324.50
 61.99          0.01          0.00         -0.00        680.92        295.07          2.31        324.50
 62.00          0.01          0.00         -0.00        680.92        295.07          2.31        324.50
 62.01          0.01          0.00         -0.00        680.91        295.07          2.31        324.50
 62.02          0.01          0.00         -0.00        680.90        295.07          2.31        324.50
 62.03          0.01          0.00         -0.00        680.90        295.07          2.31        324.50
 62.04          0.01          0.00         -0.00        680.89        295.07          2.31        324.50
 62.05          0.01          0.00         -0.00        680.88        295.07          2.31        324.50
 62.06          0.01          0.00         -0.00        680.88        295.07          2.31        324.50
 62.07          0.01          0.00         -0.00        680.87        295.07          2.31        324.50
 62.08          0.01          0.00         -0.00        680.86        295.07          2.31        324.50
 62.09          0.01          0.00         -0.00        680.85        295.07          2.31        324.50
 62.10          0.01          0.00         -0.00        680.85        295.07          2.31        324.50
 62.11          0.01          0.00         -0.00        680.84        295.07          2.31        324.50
 62.12          0.01          0.00         -0.00        680.83        295.07          2.31        324.50
 62.13          0.01          0.00         -0.00        680.83        295.07          2.31        324.50
 62.14          0.01          0.00         -0.00        680.82        295.07          2.31        324.50
 62.15          0.01          0.00         -0.00        680.81        295.07          2.31        324.50
 62.16          0.01          0.00         -0.00        680.81        295.07          2.31        324.50
 62.17          0.01          0.00         -0.00        680.80        295.07          2.31        324.50
 62.18          0.01          0.00         -0.00        680.79        295.07          2.31        324.50
 62.19          0.01          0.00         -0.00        680.79        295.07          2.31        324.50
 62.20          0.01          0.00         -0.00        680.78        295.07          2.31        324.50
 62.21          0.01          0.00         -0.00        680.77        295.07          2.31        324.50
 62.22          0.01          0.00         -0.00        680.77        295.07          2.31        324.50
 62.23          0.01          0.00         -0.00        680.76        295.07          2.31        324.50
 62.24          0.01          0.00         -0.00        680.75        295.07          2.31        324.50
 62.25          0.01          0.00         -0.00        680.75        295.07          2.31        324.50
 62.26          0.01          0.00         -0.00        680.74        295.07          2.31        324.50
 62.27          0.01          0.00         -0.00        680.73        295.07          2.31        324.50
 62.28          0.01          0.00         -0.00        680.73        295.07          2.31        324.50
 62.29          0.01          0.00         -0.00        680.72        295.07          2.31        324.50
 62.30          0.01          0.00         -0.00        680.71        295.07          2.31        324.50
 62.31          0.01          0.00         -0.00        680.71        295.07          2.31        324.50
 62.32          0.01          0.00         -0.00        680.70        295.07          2.31        324.50
 62.33          0.01          0.00         -0.00        680.69        295.07          2.31        324.50
 62.34          0.01          0.00         -0.00        680.69        295.07          2.31        324.50
 62.35          0.01          0.00         -0.00        680.68        295.07          2.31        324.50
 62.36          0.01          0.00         -0.00        680.67        295.07          2.31        324.50
 62.37          0.01          0.00         -0.00        680.67        295.07          2.31        324.50
 62.38          0.01          0.00         -0.00        680.66        295.07          2.31        324.50
 62.39          0.01          0.00         -0.00        680.66        295.07          2.31        324.50
 62.40          0.01          0.00         -0.00        680.65        295.07          2.31        324.50
 62.41          0.01          0.00         -0.00        680.64        295.07          2.31        324.50
 62.42          0.01          0.00         -0.00        680.64        295.07          2.31        324.50
 62.43          0.01          0.00         -0.00        680.63        295.07          2.31        324.50
 62.44          0.01          0.00         -0.00        680.62        295.07          2.31        324.50
 62.45          0.01          0.00         -0.00        680.62        295.07          2.31        324.50
 62.46          0.01          0.00         -0.00        680.61        295.07          2.31        324.50
 62.47          0.01          0.00         -0.00        680.60        295.07          2.31        324.50
 62.48          0.01          0.00         -0.00        680.60        295.07          2.31        324.50
 62.49          0.01          0.00         -0.00        680.59        295.07          2.31        324.50
 62.50          0.01          0.00         -0.00        680.59        295.07          2.31        324.50
 62.51          0.01          0.00         -0.00        680.58        295.07          2.31        324.50
 62.52          0.01          0.00         -0.00        680.57        295.07          2.31        324.50
 62.53          0.01          0.00         -0.00        680.57        295.07          2.31        324.50
 62.54          0.01          0.00         -0.00        680.56        295.07          2.31        324.50
 62.55          0.01          0.00         -0.00        680.55        295.07          2.31        324.50
 62.56          0.01          0.00         -0.00        680.55        295.07          2.31        324.50
 62.57          0.01          0.00         -0.00        680.54        295.07          2.31        324.50
 62.58          0.01          0.00         -0.00        680.54        295.07          2.31        324.50
 62.59          0.01          0.00         -0.00        680.53        295.07          2.31        324.50
 62.60          0.01          0.00         -0.00        680.52        295.07          2.31        324.50
 62.61          0.01          0.00         -0.00        680.52        295.07          2.31        324.50
 62.62          0.01          0.00         -0.00        680.51        295.07          2.31        324.50
 62.63          0.01          0.00         -0.00        680.50        295.07          2.31        324.50
 62.64          0.01          0.00         -0.00        680.50        295.07          2.31        324.50
 62.65          0.01          0.00         -0.00        680.49        295.07          2.31        324.50
 62.66          0.01          0.00         -0.00        680.49        295.07          2.31        324.50
 62.67          0.01          0.00         -0.00        680.48        295.07          2.31        324.50
 62.68          0.01          0.00         -0.00        680.47        295.07          2.31        324.50
 62.69          0.01          0.00         -0.00        680.47        295.07          2.31        324.50
 62.70          0.01          0.00         -0.00        680.46        295.07          2.31        324.50
 62.71          0.01          0.00         -0.00        680.46        295.07          2.31        324.50
 62.72          0.01          0.00         -0.00        680.45        295.07          2.31        324.50
 62.73          0.01          0.00         -0.00        680.44        295.07          2.31        324.50
 62.74          0.01          0.00         -0.00        680.44        295.07          2.31        324.50
 62.75          0.01          0.00         -0.00        680.43        295.07          2.31        324.50
 62.76          0.01          0.00         -0.00        680.43        295.07          2.31        324.50
 62.77          0.01          0.00         -0.00        680.42        295.07          2.31        324.50
 62.78          0.01          0.00         -0.00        680.41        295.07          2.31        324.50
 62.79          0.01          0.00         -0.00        680.41        295.07          2.31        324.50
 62.80          0.01          0.00         -0.00        680.40        295.07          2.31        324.50
 62.81          0.01          0.00         -0.00        680.40        295.07          2.31        324.50
 62.82          0.01          0.00         -0.00        680.39        295.07          2.31        324.50
 62.83          0.01          0.00         -0.00        680.39        295.07          2.31        324.50
 62.84          0.01          0.00         -0.00        680.38        295.07          2.31        324.50
 62.85          0.01          0.00         -0.00        680.37        295.07          2.31        324.50
 62.86          0.01          0.00         -0.00        680.37        295.07          2.31        324.50
 62.87          0.01          0.00         -0.00        680.36        295.07          2.31        324.50
 62.88          0.01          0.00         -0.00        680.36        295.07          2.31        324.50
 62.89          0.01          0.00         -0.00        680.35        295.07          2.31        324.50
 62.90          0.01          0.00         -0.00        680.34        295.07          2.31        324.50
 62.91          0.01          0.00         -0.00        680.34        295.07          2.31        324.50
 62.92          0.01          0.00         -0.00        680.33        295.07          2.31        324.50
 62.93          0.01          0.00         -0.00        680.33        295.07          2.31        324.50
 62.94          0.01          0.00         -0.00        680.32        295.07          2.31        324.50
 62.95          0.01          0.00         -0.00        680.32        295.07          2.31        324.50
 62.96          0.01          0.00         -0.00        680.31        295.07          2.31        324.50
 62.97          0.01          0.00         -0.00        680.30        295.07          2.31        324.50
 62.98          0.01          0.00         -0.00        680.30        295.07          2.31        324.50
 62.99          0.01          0.00         -0.00        680.29        295.07          2.31        324.50
 63.00          0.01          0.00         -0.00        680.29        295.07          2.31        324.50
 63.01          0.01          0.00         -0.00        680.28        295.07          2.31        324.50
 63.02          0.01          0.00         -0.00        680.28        295.07          2.31        324.50
 63.03          0.01          0.00         -0.00        680.27        295.07          2.31        324.50
 63.04          0.01          0.00         -0.00        680.27        295.07          2.31        324.50
 63.05          0.01          0.00         -0.00        680.26        295.07          2.31        324.50
 63.06          0.01          0.00         -0.00        680.25        295.07          2.31        324.50
 63.07          0.01          0.00         -0.00        680.25        295.07          2.31        324.50
 63.08          0.01          0.00         -0.00        680.24        295.07          2.31        324.50
 63.09          0.01          0.00         -0.00        680.24        295.07          2.31        324.50
 63.10          0.01          0.00         -0.00        680.23        295.07          2.31        324.50
 63.11          0.01          0.00         -0.00        680.23        295.07          2.31        324.50
 63.12          0.01          0.00         -0.00        680.22        295.07          2.31        324.50
 63.13          0.01          0.00         -0.00        680.22        295.07          2.31        324.50
 63.14          0.01          0.00         -0.00        680.21        295.07          2.31        324.50
 63.15          0.01          0.00         -0.00        680.20        295.07          2.31        324.50
 63.16          0.01          0.00         -0.00        680.20        295.07          2.31        324.50
 63.17          0.01          0.00         -0.00        680.19        295.07          2.31        324.50
 63.18          0.01          0.00         -0.00        680.19        295.07          2.31        324.50
 63.19          0.01          0.00         -0.00        680.18        295.07          2.31        324.50
 63.20          0.01          0.00         -0.00        680.18        295.07          2.31        324.50
 63.21          0.01          0.00         -0.00        680.17        295.07          2.31        324.50
 63.22          0.01          0.00         -0.00        680.17        295.07          2.31        324.50
 63.23          0.01          0.00         -0.00        680.16        295.07          2.31        324.50
 63.24          0.01          0.00         -0.00        680.16        295.07          2.31        324.50
 63.25          0.01          0.00         -0.00        680.15        295.07          2.31        324.50
 63.26          0.01          0.00         -0.00        680.15        295.07          2.31        324.50
 63.27          0.01          0.00         -0.00        680.14        295.07          2.31        324.50
 63.28          0.01          0.00         -0.00        680.14        295.07          2.31        324.50
 63.29          0.01          0.00         -0.00        680.13        295.07          2.30        324.50
 63.30          0.01          0.00         -0.00        680.12        295.07          2.30        324.50
 63.31          0.01          0.00         -0.00        680.12        295.07          2.30        324.50
 63.32          0.01          0.00         -0.00        680.11        295.07          2.30        324.50
 63.33          0.01          0.00         -0.00        680.11        295.07          2.30        324.50
 63.34          0.01          0.00         -0.00        680.10        295.07          2.30        324.50
 63.35          0.01          0.00         -0.00        680.10        295.07          2.30        324.50
 63.36          0.01          0.00         -0.00        680.09        295.07          2.30        324.50
 63.37          0.01          0.00         -0.00        680.09        295.07          2.30        324.50
 63.38          0.01          0.00         -0.00        680.08        295.07          2.30        324.50
 63.39          0.01          0.00         -0.00        680.08        295.07          2.30        324.50
 63.40          0.01          0.00         -0.00        680.07        295.07          2.30        324.50
 63.41          0.01          0.00         -0.00        680.07        295.07          2.30        324.50
 63.42          0.01          0.00         -0.00        680.06        295.07          2.30        324.50
 63.43          0.01          0.00         -0.00        680.06        295.07          2.30        324.50
 63.44          0.01          0.00         -0.00        680.05        295.07          2.30        324.50
 63.45          0.01          0.00         -0.00        680.05        295.07          2.30        324.50
 63.46          0.01          0.00         -0.00        680.04        295.07          2.30        324.50
 63.47          0.01          0.00         -0.00        680.04        295.07          2.30        324.50
 63.48          0.01          0.00         -0.00        680.03        295.07          2.30        324.50
 63.49          0.01          0.00         -0.00        680.03        295.07          2.30        324.50
 63.50          0.01          0.00         -0.00        680.02        295.07          2.30        324.50
 63.51          0.01          0.00         -0.00        680.02        295.07          2.30        324.50
 63.52          0.01          0.00         -0.00        680.01        295.07          2.30        324.50
 63.53          0.01          0.00         -0.00        680.01        295.07          2.30        324.50
 63.54          0.01          0.00         -0.00        680.00        295.07          2.30        324.50
 63.55          0.01          0.00         -0.00        680.00        295.07          2.30        324.50
 63.56          0.01          0.00         -0.00        679.99        295.07          2.30        324.50
 63.57          0.01          0.00         -0.00        679.99        295.07          2.30        324.50
 63.58          0.01          0.00         -0.00        679.98        295.07          2.30        324.50
 63.59          0.01          0.00         -0.00        679.98        295.07          2.30        324.50
 63.60          0.01          0.00         -0.00        679.97        295.07          2.30        324.50
 63.61          0.01          0.00         -0.00        679.97        295.07          2.30        324.50
 63.62          0.01          0.00         -0.00        679.96        295.07          2.30        324.50
 63.63          0.01          0.00         -0.00        679.96        295.07          2.30        324.50
 63.64          0.01          0.00         -0.00        679.95        295.07          2.30        324.50
 63.65          0.01          0.00         -0.00        679.95        295.07          2.30        324.50
 63.66          0.01          0.00         -0.00        679.95        295.07          2.30        324.50
 63.67          0.01          0.00         -0.00        679.94        295.07          2.30        324.50
 63.68          0.01          0.00         -0.00        679.94        295.07          2.30        324.50
 63.69          0.01          0.00         -0.00        679.93        295.07          2.30        324.50
 63.70          0.01          0.00         -0.00        679.93        295.07          2.30        324.50
 63.71          0.01          0.00         -0.00        679.92        295.07          2.30        324.50
 63.72          0.01          0.00         -0.00        679.92        295.07          2.30        324.50
 63.73          0.01          0.00         -0.00        679.91        295.07          2.30        324.50
 63.74          0.01          0.00         -0.00        679.91        295.07          2.30        324.50
 63.75          0.01          0.00         -0.00        679.90        295.07          2.30        324.50
 63.76          0.01          0.00         -0.00        679.90        295.07          2.30        324.50
 63.77          0.01          0.00         -0.00        679.89        295.07          2.30        324.50
 63.78          0.01          0.00         -0.00        679.89        295.07          2.30        324.50
 63.79          0.01          0.00         -0.00        679.88        295.07          2.30        324.50
 63.80          0.01          0.00         -0.00        679.88        295.07          2.30        324.50
 63.81          0.01          0.00         -0.00        679.88        295.07          2.30        324.50
 63.82          0.01          0.00         -0.00        679.87        295.07          2.30        324.50
 63.83          0.01          0.00         -0.00        679.87        295.07          2.30        324.50
 63.84          0.01          0.00         -0.00        679.86        295.07          2.30        324.50
 63.85          0.01          0.00         -0.00        679.86        295.07          2.30        324.50
 63.86          0.01          0.00         -0.00        679.85        295.07          2.30        324.50
 63.87          0.01          0.00         -0.00        679.85        295.07          2.30        324.50
 63.88          0.01          0.00         -0.00        679.84        295.07          2.30        324.50
 63.89          0.01          0.00         -0.00        679.84        295.07          2.30        324.50
 63.90          0.01          0.00         -0.00        679.84        295.07          2.30        324.50
 63.91          0.01          0.00         -0.00        679.83        295.07          2.30        324.50
 63.92          0.01          0.00         -0.00        679.83        295.07          2.30        324.50
 63.93          0.01          0.00         -0.00        679.82        295.07          2.30        324.50
 63.94          0.01          0.00         -0.00        679.82        295.07          2.30        324.50
 63.95          0.01          0.00         -0.00        679.81        295.07          2.30        324.50
 63.96          0.01          0.00         -0.00        679.81        295.07          2.30        324.50
 63.97          0.01          0.00         -0.00        679.80        295.07          2.30        324.50
 63.98          0.01          0.00         -0.00        679.80        295.07          2.30        324.50
 63.99          0.01          0.00         -0.00        679.80        295.07          2.30        324.50
 64.00          0.01          0.00         -0.00        679.79        295.07          2.30        324.50
 64.01          0.01          0.00         -0.00        679.79        295.07          2.30        324.50
 64.02          0.01          0.00         -0.00        679.78        295.07          2.30        324.50
 64.03          0.01          0.00         -0.00        679.78        295.07          2.30        324.50
 64.04          0.01          0.00         -0.00        679.77        295.07          2.30        324.50
 64.05          0.01          0.00         -0.00        679.77        295.07          2.30        324.50
 64.06          0.01          0.00         -0.00        679.77        295.07          2.30        324.50
 64.07          0.01          0.00         -0.00        679.76        295.07          2.30        324.50
 64.08          0.01          0.00         -0.00        679.76        295.07          2.30        324.50
 64.09          0.01          0.00         -0.00        679.75        295.07          2.30        324.50
 64.10          0.01          0.00         -0.00        679.75        295.07          2.30        324.50
 64.11          0.01          0.00         -0.00        679.75        295.07          2.30        324.50
 64.12          0.01          0.00         -0.00        679.74        295.07          2.30        324.50
 64.13          0.01          0.00         -0.00        679.74        295.07          2.30        324.50
 64.14          0.01          0.00         -0.00        679.73        295.07          2.30        324.50
 64.15          0.01          0.00         -0.00        679.73        295.07          2.30        324.50
 64.16          0.01          0.00         -0.00        679.72        295.07          2.30        324.50
 64.17          0.01          0.00         -0.00        679.72        295.07          2.30        324.50
 64.18          0.01          0.00         -0.00        679.72        295.07          2.30        324.50
 64.19          0.01          0.00         -0.00        679.71        295.07          2.30        324.50
 64.20          0.01          0.00         -0.00        679.71        295.07          2.30        324.50
 64.21          0.01          0.00         -0.00        679.70        295.07          2.30        324.50
 64.22          0.01          0.00         -0.00        679.70        295.07          2.30        324.50
 64.23          0.01          0.00         -0.00        679.70        295.07          2.30        324.50
 64.24          0.01          0.00         -0.00        679.69        295.07          2.30        324.50
 64.25          0.01          0.00         -0.00        679.69        295.07          2.30        324.50
 64.26          0.01          0.00         -0.00        679.68        295.07          2.30        324.50
 64.27          0.01          0.00         -0.00        679.68        295.07          2.30        324.50
 64.28          0.01          0.00         -0.00        679.68        295.07          2.30        324.50
 64.29          0.01          0.00         -0.00        679.67        295.07          2.30        324.50
 64.30          0.01          0.00         -0.00        679.67        295.07          2.30        324.50
 64.31          0.01          0.00         -0.00        679.67        295.07          2.30        324.50
 64.32          0.01          0.00         -0.00        679.66        295.07          2.30        324.50
 64.33          0.01          0.00         -0.00        679.66        295.07          2.30        324.50
 64.34          0.01          0.00         -0.00        679.65        295.07          2.30        324.50
 64.35          0.01          0.00         -0.00        679.65        295.07          2.30        324.50
 64.36          0.01          0.00         -0.00        679.65        295.07          2.30        324.50
 64.37          0.01          0.00         -0.00        679.64        295.07          2.30        324.50
 64.38          0.01          0.00         -0.00        679.64        295.07          2.30        324.50
 64.39          0.01          0.00         -0.00        679.63        295.07          2.30        324.50
 64.40          0.01          0.00         -0.00        679.63        295.07          2.30        324.50
 64.41          0.01          0.00         -0.00        679.63        295.07          2.30        324.50
 64.42          0.01          0.00         -0.00        679.62        295.07          2.30        324.50
 64.43          0.01          0.00         -0.00        679.62        295.07          2.30        324.50
 64.44          0.01          0.00         -0.00        679.62        295.07          2.30        324.50
 64.45          0.01          0.00         -0.00        679.61        295.07          2.30        324.50
 64.46          0.01          0.00         -0.00        679.61        295.07          2.30        324.50
 64.47          0.01          0.00         -0.00        679.60        295.07          2.30        324.50
 64.48          0.01          0.00         -0.00        679.60        295.07          2.30        324.50
 64.49          0.01          0.00         -0.00        679.60        295.07          2.30        324.50
 64.50          0.01          0.00         -0.00        679.59        295.07          2.30        324.50
 64.51          0.01          0.00         -0.00        679.59        295.07          2.30        324.50
 64.52          0.01          0.00         -0.00        679.59        295.07          2.30        324.50
 64.53          0.01          0.00         -0.00        679.58        295.07          2.30        324.50
 64.54          0.01          0.00         -0.00        679.58        295.07          2.30        324.50
 64.55          0.01          0.00         -0.00        679.58        295.07          2.30        324.50
 64.56          0.01          0.00         -0.00        679.57        295.07          2.30        324.50
 64.57          0.01          0.00         -0.00        679.57        295.07          2.30        324.50
 64.58          0.01          0.00         -0.00        679.57        295.07          2.30        324.50
 64.59          0.01          0.00         -0.00        679.56        295.07          2.30        324.50
 64.60          0.01          0.00         -0.00        679.56        295.07          2.30        324.50
 64.61          0.01          0.00         -0.00        679.55        295.07          2.30        324.50
 64.62          0.01          0.00         -0.00        679.55        295.07          2.30        324.50
 64.63          0.01          0.00         -0.00        679.55        295.07          2.30        324.50
 64.64          0.01          0.00         -0.00        679.54        295.07          2.30        324.50
 64.65          0.01          0.00         -0.00        679.54        295.07          2.30        324.50
 64.66          0.01          0.00         -0.00        679.54        295.07          2.30        324.50
 64.67          0.01          0.00         -0.00        679.53        295.07          2.30        324.50
 64.68          0.01          0.00         -0.00        679.53        295.07          2.30        324.50
 64.69          0.01          0.00         -0.00        679.53        295.07          2.30        324.50
 64.70          0.01          0.00         -0.00        679.52        295.07          2.30        324.50
 64.71          0.01          0.00         -0.00        679.52        295.07          2.30        324.50
 64.72          0.01          0.00         -0.00        679.52        295.07          2.30        324.50
 64.73          0.01          0.00         -0.00        679.51        295.07          2.30        324.50
 64.74          0.01          0.00         -0.00        679.51        295.07          2.30        324.50
 64.75          0.01          0.00         -0.00        679.51        295.07          2.30        324.50
 64.76          0.01          0.00         -0.00        679.50        295.07          2.30        324.50
 64.77          0.01          0.00         -0.00        679.50        295.07          2.30        324.50
 64.78          0.01          0.00         -0.00        679.50        295.07          2.30        324.50
 64.79          0.01          0.00         -0.00        679.49        295.07          2.30        324.50
 64.80          0.01          0.00         -0.00        679.49        295.07          2.30        324.50
 64.81          0.01          0.00         -0.00        679.49        295.07          2.30        324.50
 64.82          0.01          0.00         -0.00        679.48        295.07          2.30        324.50
 64.83          0.01          0.00         -0.00        679.48        295.07          2.30        324.50
 64.84          0.01          0.00         -0.00        679.48        295.07          2.30        324.50
 64.85          0.01          0.00         -0.00        679.48        295.07          2.30        324.50
 64.86          0.01          0.00         -0.00        679.47        295.07          2.30        324.50
 64.87          0.01          0.00         -0.00        679.47        295.07          2.30        324.50
 64.88          0.01          0.00         -0.00        679.47        295.07          2.30        324.50
 64.89          0.01          0.00         -0.00        679.46        295.07          2.30        324.50
 64.90          0.01          0.00         -0.00        679.46        295.07          2.30        324.50
 64.91          0.01          0.00         -0.00        679.46        295.07          2.30        324.50
 64.92          0.01          0.00         -0.00        679.45        295.07          2.30        324.50
 64.93          0.01          0.00         -0.00        679.45        295.07          2.30        324.50
