  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 27.38         18.74          2.12          0.01        588.34          1.77        324.50
 27.39         18.74          2.12          0.01        588.08          1.77        324.50
 27.40         18.75          2.12          0.01        587.82          1.77        324.50
 27.41         18.75          2.12          0.01        587.56          1.77        324.50
 27.42         18.76          2.12          0.01        587.30          1.77        324.50
 27.43         18.77          2.12          0.01        587.04          1.77        324.50
 27.44         18.77          2.12          0.01        586.78          1.77        324.50
 27.45         18.78          2.11          0.01        586.52          1.77        324.50
 27.46         18.78          2.11          0.01        586.26          1.77        324.50
 27.47         18.79          2.11          0.01        586.00          1.76        324.50
 27.48         18.79          2.11          0.01        585.74          1.76        324.50
 27.49         18.80          2.11          0.01        585.49          1.76        324.50
 27.50         18.81          2.11          0.01        585.23          1.76        324.50
 27.51         18.81          2.11          0.01        584.97          1.76        324.50
 27.52         18.82          2.11          0.01        584.71          1.76        324.50
 27.53         18.82          2.11          0.01        584.45          1.76        324.50
 27.54         18.83          2.11          0.01        584.20          1.76        324.50
 27.55         18.84          2.11          0.01        583.94          1.76        324.50
 27.56         18.84          2.11          0.01        583.68          1.76        324.50
 27.57         18.85          2.11          0.01        583.43          1.76        324.50
 27.58         18.85          2.11          0.01        583.17          1.76        324.50
 27.59         18.86          2.11          0.01        582.91          1.76        324.50
 27.60         18.86          2.11          0.01        582.66          1.75        324.50
 27.61         18.87          2.11          0.01        582.40          1.75        324.50
 27.62         18.88          2.11          0.01        582.15          1.75        324.50
 27.63         18.88          2.11          0.01        581.89          1.75        324.50
 27.64         18.89          2.11          0.01        581.63          1.75        324.50
 27.65         18.89          2.11          0.01        581.38          1.75        324.50
 27.66         18.90          2.11          0.01        581.12          1.75        324.50
 27.67         18.91          2.11          0.01        580.87          1.75        324.50
 27.68         18.91          2.11          0.01        580.61          1.75        324.50
 27.69         18.92          2.11          0.01        580.36          1.75        324.50
 27.70         18.92          2.11          0.01        580.10          1.75        324.50
 27.71         18.93          2.11          0.01        579.85          1.75        324.50
 27.72         18.93          2.11          0.01        579.59          1.75        324.50
 27.73         18.94          2.11          0.01        579.34          1.74        324.50
 27.74         18.95          2.11          0.01        579.09          1.74        324.50
 27.75         18.95          2.10          0.01        578.83          1.74        324.50
 27.76         18.96          2.10          0.01        578.58          1.74        324.50
 27.77         18.96          2.10          0.01        578.33          1.74        324.50
 27.78         18.97          2.10          0.01        578.07          1.74        324.50
 27.79         18.97          2.10          0.01        577.82          1.74        324.50
 27.80         18.98          2.10          0.01        577.57          1.74        324.50
 27.81         18.99          2.10          0.01        577.31          1.74        324.50
 27.82         18.99          2.10          0.01        577.06          1.74        324.50
 27.83         19.00          2.10          0.01        576.81          1.74        324.50
 27.84         19.00          2.10          0.01        576.56          1.74        324.50
 27.85         19.01          2.10          0.01        576.30          1.74        324.50
 27.86         19.02          2.10          0.01        576.05          1.73        324.50
 27.87         19.02          2.10          0.01        575.80          1.73        324.50
 27.88         19.03          2.10          0.01        575.55          1.73        324.50
 27.89         19.03          2.10          0.01        575.30          1.73        324.50
 27.90         19.04          2.10          0.01        575.05          1.73        324.50
 27.91         19.04          2.10          0.01        574.80          1.73        324.50
 27.92         19.05          2.10          0.01        574.55          1.73        324.50
 27.93         19.06          2.10          0.01        574.29          1.73        324.50
 27.94         19.06          2.10          0.01        574.04          1.73        324.50
 27.95         19.07          2.10          0.01        573.79          1.73        324.50
 27.96         19.07          2.10          0.01        573.54          1.73        324.50
 27.97         19.08          2.10          0.01        573.29          1.73        324.50
 27.98         19.08          2.10          0.01        573.04          1.73        324.50
 27.99         19.09          2.10          0.01        572.79          1.72        324.50
 28.00         19.10          2.10          0.01        572.54          1.72        324.50
 28.01         19.10          2.10          0.01        572.29          1.72        324.50
 28.02         19.11          2.10          0.01        572.05          1.72        324.50
 28.03         19.11          2.09          0.01        571.80          1.72        324.50
 28.04         19.12          2.09          0.01        571.55          1.72        324.50
 28.05         19.12          2.09          0.01        571.30          1.72        324.50
 28.06         19.13          2.09          0.01        571.05          1.72        324.50
 28.07         19.14          2.09          0.01        570.80          1.72        324.50
 28.08         19.14          2.09          0.01        570.55          1.72        324.50
 28.09         19.15          2.09          0.01        570.31          1.72        324.50
 28.10         19.15          2.09          0.01        570.06          1.72        324.50
 28.11         19.16          2.09          0.01        569.81          1.72        324.50
 28.12         19.16          2.09          0.01        569.56          1.71        324.50
 28.13         19.17          2.09          0.01        569.31          1.71        324.50
 28.14         19.18          2.09          0.01        569.07          1.71        324.50
 28.15         19.18          2.09          0.01        568.82          1.71        324.50
 28.16         19.19          2.09          0.01        568.57          1.71        324.50
 28.17         19.19          2.09          0.01        568.33          1.71        324.50
 28.18         19.20          2.09          0.01        568.08          1.71        324.50
 28.19         19.20          2.09          0.01        567.83          1.71        324.50
 28.20         19.21          2.09          0.01        567.59          1.71        324.50
 28.21         19.21          2.09          0.01        567.34          1.71        324.50
 28.22         19.22          2.09          0.01        567.10          1.71        324.50
 28.23         19.23          2.09          0.01        566.85          1.71        324.50
 28.24         19.23          2.09          0.01        566.60          1.71        324.50
 28.25         19.24          2.09          0.01        566.36          1.70        324.50
 28.26         19.24          2.09          0.01        566.11          1.70        324.50
 28.27         19.25          2.09          0.01        565.87          1.70        324.50
 28.28         19.25          2.09          0.01        565.62          1.70        324.50
 28.29         19.26          2.08          0.01        565.38          1.70        324.50
 28.30         19.27          2.08          0.01        565.13          1.70        324.50
 28.31         19.27          2.08          0.01        564.89          1.70        324.50
 28.32         19.28          2.08          0.01        564.65          1.70        324.50
 28.33         19.28          2.08          0.01        564.40          1.70        324.50
 28.34         19.29          2.08          0.01        564.16          1.70        324.50
 28.35         19.29          2.08          0.01        563.91          1.70        324.50
 28.36         19.30          2.08          0.01        563.67          1.70        324.50
 28.37         19.31          2.08          0.01        563.43          1.70        324.50
 28.38         19.31          2.08          0.01        563.18          1.70        324.50
 28.39         19.32          2.08          0.01        562.94          1.69        324.50
 28.40         19.32          2.08          0.01        562.70          1.69        324.50
 28.41         19.33          2.08          0.01        562.45          1.69        324.50
 28.42         19.33          2.08          0.01        562.21          1.69        324.50
 28.43         19.34          2.08          0.01        561.97          1.69        324.50
 28.44         19.34          2.08          0.01        561.73          1.69        324.50
 28.45         19.35          2.08          0.01        561.48          1.69        324.50
 28.46         19.36          2.08          0.01        561.24          1.69        324.50
 28.47         19.36          2.08          0.01        561.00          1.69        324.50
 28.48         19.37          2.08          0.01        560.76          1.69        324.50
 28.49         19.37          2.08          0.01        560.52          1.69        324.50
 28.50         19.38          2.08          0.01        560.28          1.69        324.50
 28.51         19.38          2.08          0.01        560.04          1.69        324.50
 28.52         19.39          2.08          0.01        559.79          1.68        324.50
 28.53         19.39          2.08          0.01        559.55          1.68        324.50
 28.54         19.40          2.07          0.01        559.31          1.68        324.50
 28.55         19.41          2.07          0.01        559.07          1.68        324.50
 28.56         19.41          2.07          0.01        558.83          1.68        324.50
 28.57         19.42          2.07          0.01        558.59          1.68        324.50
 28.58         19.42          2.07          0.01        558.35          1.68        324.50
 28.59         19.43          2.07          0.01        558.11          1.68        324.50
 28.60         19.43          2.07          0.01        557.87          1.68        324.50
 28.61         19.44          2.07          0.01        557.63          1.68        324.50
 28.62         19.44          2.07          0.01        557.39          1.68        324.50
 28.63         19.45          2.07          0.01        557.15          1.68        324.50
 28.64         19.46          2.07          0.01        556.91          1.68        324.50
 28.65         19.46          2.07          0.01        556.68          1.68        324.50
 28.66         19.47          2.07          0.01        556.44          1.67        324.50
 28.67         19.47          2.07          0.01        556.20          1.67        324.50
 28.68         19.48          2.07          0.01        555.96          1.67        324.50
 28.69         19.48          2.07          0.01        555.72          1.67        324.50
 28.70         19.49          2.07          0.01        555.48          1.67        324.50
 28.71         19.49          2.07          0.01        555.25          1.67        324.50
 28.72         19.50          2.07          0.01        555.01          1.67        324.50
 28.73         19.51          2.07          0.01        554.77          1.67        324.50
 28.74         19.51          2.07          0.01        554.53          1.67        324.50
 28.75         19.52          2.07          0.01        554.29          1.67        324.50
 28.76         19.52          2.07          0.01        554.06          1.67        324.50
 28.77         19.53          2.07          0.01        553.82          1.67        324.50
 28.78         19.53          2.06          0.01        553.58          1.67        324.50
 28.79         19.54          2.06          0.01        553.35          1.67        324.50
 28.80         19.54          2.06          0.01        553.11          1.66        324.50
 28.81         19.55          2.06          0.01        552.87          1.66        324.50
 28.82         19.56          2.06          0.01        552.64          1.66        324.50
 28.83         19.56          2.06          0.01        552.40          1.66        324.50
 28.84         19.57          2.06          0.01        552.17          1.66        324.50
 28.85         19.57          2.06          0.01        551.93          1.66        324.50
 28.86         19.58          2.06          0.01        551.69          1.66        324.50
 28.87         19.58          2.06          0.01        551.46          1.66        324.50
 28.88         19.59          2.06          0.01        551.22          1.66        324.50
 28.89         19.59          2.06          0.01        550.99          1.66        324.50
 28.90         19.60          2.06          0.01        550.75          1.66        324.50
 28.91         19.60          2.06          0.01        550.52          1.66        324.50
 28.92         19.61          2.06          0.01        550.28          1.66        324.50
 28.93         19.62          2.06          0.01        550.05          1.66        324.50
 28.94         19.62          2.06          0.01        549.82          1.65        324.50
 28.95         19.63          2.06          0.01        549.58          1.65        324.50
 28.96         19.63          2.06          0.01        549.35          1.65        324.50
 28.97         19.64          2.06          0.01        549.11          1.65        324.50
 28.98         19.64          2.06          0.01        548.88          1.65        324.50
 28.99         19.65          2.06          0.01        548.65          1.65        324.50
 29.00         19.65          2.06          0.01        548.41          1.65        324.50
 29.01         19.66          2.05          0.01        548.18          1.65        324.50
 29.02         19.67          2.05          0.01        547.95          1.65        324.50
 29.03         19.67          2.05          0.01        547.71          1.65        324.50
 29.04         19.68          2.05          0.01        547.48          1.65        324.50
 29.05         19.68          2.05          0.01        547.25          1.65        324.50
 29.06         19.69          2.05          0.01        547.02          1.65        324.50
 29.07         19.69          2.05          0.01        546.78          1.65        324.50
 29.08         19.70          2.05          0.01        546.55          1.64        324.50
 29.09         19.70          2.05          0.01        546.32          1.64        324.50
 29.10         19.71          2.05          0.01        546.09          1.64        324.50
 29.11         19.71          2.05          0.01        545.86          1.64        324.50
 29.12         19.72          2.05          0.01        545.62          1.64        324.50
 29.13         19.73          2.05          0.01        545.39          1.64        324.50
 29.14         19.73          2.05          0.01        545.16          1.64        324.50
 29.15         19.74          2.05          0.01        544.93          1.64        324.50
 29.16         19.74          2.05          0.01        544.70          1.64        324.50
 29.17         19.75          2.05          0.01        544.47          1.64        324.50
 29.18         19.75          2.05          0.01        544.24          1.64        324.50
 29.19         19.76          2.05          0.01        544.01          1.64        324.50
 29.20         19.76          2.05          0.01        543.78          1.64        324.50
 29.21         19.77          2.05          0.01        543.55          1.64        324.50
 29.22         19.77          2.05          0.01        543.32          1.63        324.50
 29.23         19.78          2.04          0.01        543.09          1.63        324.50
 29.24         19.78          2.04          0.01        542.86          1.63        324.50
 29.25         19.79          2.04          0.01        542.63          1.63        324.50
 29.26         19.80          2.04          0.01        542.40          1.63        324.50
 29.27         19.80          2.04          0.01        542.17          1.63        324.50
 29.28         19.81          2.04          0.01        541.94          1.63        324.50
 29.29         19.81          2.04          0.01        541.71          1.63        324.50
 29.30         19.82          2.04          0.01        541.48          1.63        324.50
 29.31         19.82          2.04          0.01        541.26          1.63        324.50
 29.32         19.83          2.04          0.01        541.03          1.63        324.50
 29.33         19.83          2.04          0.01        540.80          1.63        324.50
 29.34         19.84          2.04          0.01        540.57          1.63        324.50
 29.35         19.84          2.04          0.01        540.34          1.63        324.50
 29.36         19.85          2.04          0.01        540.11          1.62        324.50
 29.37         19.85          2.04          0.01        539.89          1.62        324.50
 29.38         19.86          2.04          0.01        539.66          1.62        324.50
 29.39         19.87          2.04          0.01        539.43          1.62        324.50
 29.40         19.87          2.04          0.01        539.20          1.62        324.50
 29.41         19.88          2.04          0.01        538.98          1.62        324.50
 29.42         19.88          2.04          0.01        538.75          1.62        324.50
 29.43         19.89          2.04          0.01        538.52          1.62        324.50
 29.44         19.89          2.03          0.01        538.30          1.62        324.50
 29.45         19.90          2.03          0.01        538.07          1.62        324.50
 29.46         19.90          2.03          0.01        537.84          1.62        324.50
 29.47         19.91          2.03          0.01        537.62          1.62        324.50
 29.48         19.91          2.03          0.01        537.39          1.62        324.50
 29.49         19.92          2.03          0.01        537.17          1.62        324.50
 29.50         19.92          2.03          0.01        536.94          1.62        324.50
 29.51         19.93          2.03          0.01        536.72          1.61        324.50
 29.52         19.94          2.03          0.01        536.49          1.61        324.50
 29.53         19.94          2.03          0.01        536.27          1.61        324.50
 29.54         19.95          2.03          0.01        536.04          1.61        324.50
 29.55         19.95          2.03          0.01        535.82          1.61        324.50
 29.56         19.96          2.03          0.01        535.59          1.61        324.50
 29.57         19.96          2.03          0.01        535.37          1.61        324.50
 29.58         19.97          2.03          0.01        535.14          1.61        324.50
 29.59         19.97          2.03          0.01        534.92          1.61        324.50
 29.60         19.98          2.03          0.01        534.69          1.61        324.50
 29.61         19.98          2.03          0.01        534.47          1.61        324.50
 29.62         19.99          2.03          0.01        534.25          1.61        324.50
 29.63         19.99          2.03          0.01        534.02          1.61        324.50
 29.64         20.00          2.02          0.01        533.80          1.61        324.50
 29.65         20.00          2.02          0.01        533.57          1.61        324.50
 29.66         20.01          2.02          0.01        533.35          1.60        324.50
 29.67         20.02          2.02          0.01        533.13          1.60        324.50
 29.68         20.02          2.02          0.01        532.91          1.60        324.50
 29.69         20.03          2.02          0.01        532.68          1.60        324.50
 29.70         20.03          2.02          0.01        532.46          1.60        324.50
 29.71         20.04          2.02          0.01        532.24          1.60        324.50
 29.72         20.04          2.02          0.01        532.02          1.60        324.50
 29.73         20.05          2.02          0.01        531.79          1.60        324.50
 29.74         20.05          2.02          0.01        531.57          1.60        324.50
 29.75         20.06          2.02          0.01        531.35          1.60        324.50
 29.76         20.06          2.02          0.01        531.13          1.60        324.50
 29.77         20.07          2.02          0.01        530.91          1.60        324.50
 29.78         20.07          2.02          0.01        530.68          1.60        324.50
 29.79         20.08          2.02          0.01        530.46          1.60        324.50
 29.80         20.08          2.02          0.01        530.24          1.59        324.50
 29.81         20.09          2.02          0.01        530.02          1.59        324.50
 29.82         20.09          2.02          0.01        529.80          1.59        324.50
 29.83         20.10          2.02          0.01        529.58          1.59        324.50
 29.84         20.11          2.01          0.01        529.36          1.59        324.50
 29.85         20.11          2.01          0.01        529.14          1.59        324.50
 29.86         20.12          2.01          0.01        528.92          1.59        324.50
 29.87         20.12          2.01          0.01        528.70          1.59        324.50
 29.88         20.13          2.01          0.01        528.48          1.59        324.50
 29.89         20.13          2.01          0.01        528.26          1.59        324.50
 29.90         20.14          2.01          0.01        528.04          1.59        324.50
 29.91         20.14          2.01          0.01        527.82          1.59        324.50
 29.92         20.15          2.01          0.01        527.60          1.59        324.50
 29.93         20.15          2.01          0.01        527.38          1.59        324.50
 29.94         20.16          2.01          0.01        527.16          1.59        324.50
 29.95         20.16          2.01          0.01        526.94          1.58        324.50
 29.96         20.17          2.01          0.01        526.72          1.58        324.50
 29.97         20.17          2.01          0.01        526.51          1.58        324.50
 29.98         20.18          2.01          0.01        526.29          1.58        324.50
 29.99         20.18          2.01          0.01        526.07          1.58        324.50
 30.00         20.19          2.01          0.01        525.85          1.58        324.50
 30.01         20.19          2.01          0.01        525.63          1.58        324.50
 30.02         20.20          2.01          0.01        525.41          1.58        324.50
 30.03         20.20          2.00          0.01        525.20          1.58        324.50
 30.04         20.21          2.00          0.01        524.98          1.58        324.50
 30.05         20.22          2.00          0.01        524.76          1.58        324.50
 30.06         20.22          2.00          0.01        524.54          1.58        324.50
 30.07         20.23          2.00          0.01        524.33          1.58        324.50
 30.08         20.23          2.00          0.01        524.11          1.58        324.50
 30.09         20.24          2.00          0.01        523.89          1.58        324.50
 30.10         20.24          2.00          0.01        523.68          1.57        324.50
 30.11         20.25          2.00          0.01        523.46          1.57        324.50
 30.12         20.25          2.00          0.01        523.24          1.57        324.50
 30.13         20.26          2.00          0.01        523.03          1.57        324.50
 30.14         20.26          2.00          0.01        522.81          1.57        324.50
 30.15         20.27          2.00          0.01        522.60          1.57        324.50
 30.16         20.27          2.00          0.01        522.38          1.57        324.50
 30.17         20.28          2.00          0.01        522.16          1.57        324.50
 30.18         20.28          2.00          0.01        521.95          1.57        324.50
 30.19         20.29          2.00          0.01        521.73          1.57        324.50
 30.20         20.29          2.00          0.01        521.52          1.57        324.50
 30.21         20.30          2.00          0.01        521.30          1.57        324.50
 30.22         20.30          1.99          0.01        521.09          1.57        324.50
 30.23         20.31          1.99          0.01        520.87          1.57        324.50
 30.24         20.31          1.99          0.01        520.66          1.57        324.50
 30.25         20.32          1.99          0.01        520.44          1.56        324.50
 30.26         20.32          1.99          0.01        520.23          1.56        324.50
 30.27         20.33          1.99          0.01        520.02          1.56        324.50
 30.28         20.33          1.99          0.01        519.80          1.56        324.50
 30.29         20.34          1.99          0.01        519.59          1.56        324.50
 30.30         20.35          1.99          0.01        519.37          1.56        324.50
 30.31         20.35          1.99          0.01        519.16          1.56        324.50
 30.32         20.36          1.99          0.01        518.95          1.56        324.50
 30.33         20.36          1.99          0.01        518.73          1.56        324.50
 30.34         20.37          1.99          0.01        518.52          1.56        324.50
 30.35         20.37          1.99          0.01        518.31          1.56        324.50
 30.36         20.38          1.99          0.01        518.09          1.56        324.50
 30.37         20.38          1.99          0.01        517.88          1.56        324.50
 30.38         20.39          1.99          0.01        517.67          1.56        324.50
 30.39         20.39          1.99          0.01        517.46          1.56        324.50
 30.40         20.40          1.99          0.01        517.24          1.56        324.50
 30.41         20.40          1.98          0.01        517.03          1.55        324.50
 30.42         20.41          1.98          0.01        516.82          1.55        324.50
 30.43         20.41          1.98          0.01        516.61          1.55        324.50
 30.44         20.42          1.98          0.01        516.40          1.55        324.50
 30.45         20.42          1.98          0.01        516.18          1.55        324.50
 30.46         20.43          1.98          0.01        515.97          1.55        324.50
 30.47         20.43          1.98          0.01        515.76          1.55        324.50
 30.48         20.44          1.98          0.01        515.55          1.55        324.50
 30.49         20.44          1.98          0.01        515.34          1.55        324.50
 30.50         20.45          1.98          0.01        515.13          1.55        324.50
 30.51         20.45          1.98          0.01        514.92          1.55        324.50
 30.52         20.46          1.98          0.01        514.71          1.55        324.50
 30.53         20.46          1.98          0.01        514.50          1.55        324.50
 30.54         20.47          1.98          0.01        514.29          1.55        324.50
 30.55         20.47          1.98          0.01        514.08          1.55        324.50
 30.56         20.48          1.98          0.01        513.87          1.54        324.50
 30.57         20.48          1.98          0.01        513.66          1.54        324.50
 30.58         20.49          1.97          0.01        513.45          1.54        324.50
 30.59         20.49          1.97          0.01        513.24          1.54        324.50
 30.60         20.50          1.97          0.01        513.03          1.54        324.50
 30.61         20.50          1.97          0.01        512.82          1.54        324.50
 30.62         20.51          1.97          0.01        512.61          1.54        324.50
 30.63         20.51          1.97          0.01        512.40          1.54        324.50
 30.64         20.52          1.97          0.01        512.19          1.54        324.50
 30.65         20.52          1.97          0.01        511.98          1.54        324.50
 30.66         20.53          1.97          0.01        511.77          1.54        324.50
 30.67         20.53          1.97          0.01        511.56          1.54        324.50
 30.68         20.54          1.97          0.01        511.36          1.54        324.50
 30.69         20.54          1.97          0.01        511.15          1.54        324.50
 30.70         20.55          1.97          0.01        510.94          1.54        324.50
 30.71         20.55          1.97          0.01        510.73          1.54        324.50
 30.72         20.56          1.97          0.01        510.52          1.53        324.50
 30.73         20.57          1.97          0.01        510.32          1.53        324.50
 30.74         20.57          1.97          0.01        510.11          1.53        324.50
 30.75         20.58          1.97          0.01        509.90          1.53        324.50
 30.76         20.58          1.96          0.01        509.69          1.53        324.50
 30.77         20.59          1.96          0.01        509.49          1.53        324.50
 30.78         20.59          1.96          0.01        509.28          1.53        324.50
 30.79         20.60          1.96          0.01        509.07          1.53        324.50
 30.80         20.60          1.96          0.01        508.87          1.53        324.50
 30.81         20.61          1.96          0.01        508.66          1.53        324.50
 30.82         20.61          1.96          0.01        508.45          1.53        324.50
 30.83         20.62          1.96          0.01        508.25          1.53        324.50
 30.84         20.62          1.96          0.01        508.04          1.53        324.50
 30.85         20.63          1.96          0.01        507.84          1.53        324.50
 30.86         20.63          1.96          0.01        507.63          1.53        324.50
 30.87         20.64          1.96          0.01        507.42          1.53        324.50
 30.88         20.64          1.96          0.01        507.22          1.52        324.50
 30.89         20.65          1.96          0.01        507.01          1.52        324.50
 30.90         20.65          1.96          0.01        506.81          1.52        324.50
 30.91         20.66          1.96          0.01        506.60          1.52        324.50
 30.92         20.66          1.96          0.01        506.40          1.52        324.50
 30.93         20.67          1.95          0.01        506.19          1.52        324.50
 30.94         20.67          1.95          0.01        505.99          1.52        324.50
 30.95         20.68          1.95          0.01        505.78          1.52        324.50
 30.96         20.68          1.95          0.01        505.58          1.52        324.50
 30.97         20.69          1.95          0.01        505.38          1.52        324.50
 30.98         20.69          1.95          0.01        505.17          1.52        324.50
 30.99         20.70          1.95          0.01        504.97          1.52        324.50
 31.00         20.70          1.95          0.01        504.76          1.52        324.50
 31.01         20.71          1.95          0.01        504.56          1.52        324.50
 31.02         20.71          1.95          0.01        504.36          1.52        324.50
 31.03         20.72          1.95          0.01        504.15          1.52        324.50
 31.04         20.72          1.95          0.01        503.95          1.51        324.50
 31.05         20.73          1.95          0.01        503.75          1.51        324.50
 31.06         20.73          1.95          0.01        503.54          1.51        324.50
 31.07         20.74          1.95          0.01        503.34          1.51        324.50
 31.08         20.74          1.95          0.01        503.14          1.51        324.50
 31.09         20.75          1.95          0.01        502.93          1.51        324.50
 31.10         20.75          1.94          0.01        502.73          1.51        324.50
 31.11         20.76          1.94          0.01        502.53          1.51        324.50
 31.12         20.76          1.94          0.01        502.33          1.51        324.50
 31.13         20.77          1.94          0.01        502.13          1.51        324.50
 31.14         20.77          1.94          0.01        501.92          1.51        324.50
 31.15         20.78          1.94          0.01        501.72          1.51        324.50
 31.16         20.78          1.94          0.01        501.52          1.51        324.50
 31.17         20.79          1.94          0.01        501.32          1.51        324.50
 31.18         20.79          1.94          0.01        501.12          1.51        324.50
 31.19         20.80          1.94          0.01        500.92          1.51        324.50
 31.20         20.80          1.94          0.01        500.71          1.50        324.50
 31.21         20.81          1.94          0.01        500.51          1.50        324.50
 31.22         20.81          1.94          0.01        500.31          1.50        324.50
 31.23         20.82          1.94          0.01        500.11          1.50        324.50
 31.24         20.82          1.94          0.01        499.91          1.50        324.50
 31.25         20.83          1.94          0.01        499.71          1.50        324.50
 31.26         20.83          1.93          0.01        499.51          1.50        324.50
 31.27         20.84          1.93          0.01        499.31          1.50        324.50
 31.28         20.84          1.93          0.01        499.11          1.50        324.50
 31.29         20.85          1.93          0.01        498.91          1.50        324.50
 31.30         20.85          1.93          0.01        498.71          1.50        324.50
 31.31         20.86          1.93          0.01        498.51          1.50        324.50
 31.32         20.86          1.93          0.01        498.31          1.50        324.50
 31.33         20.87          1.93          0.01        498.11          1.50        324.50
 31.34         20.87          1.93          0.01        497.91          1.50        324.50
 31.35         20.88          1.93          0.01        497.71          1.50        324.50
 31.36         20.88          1.93          0.01        497.51          1.49        324.50
 31.37         20.89          1.93          0.01        497.31          1.49        324.50
 31.38         20.89          1.93          0.01        497.11          1.49        324.50
 31.39         20.90          1.93          0.01        496.92          1.49        324.50
 31.40         20.90          1.93          0.01        496.72          1.49        324.50
 31.41         20.90          1.93          0.01        496.52          1.49        324.50
 31.42         20.91          1.92          0.01        496.32          1.49        324.50
 31.43         20.91          1.92          0.01        496.12          1.49        324.50
 31.44         20.92          1.92          0.01        495.92          1.49        324.50
 31.45         20.92          1.92          0.01        495.72          1.49        324.50
 31.46         20.93          1.92          0.01        495.52          1.49        324.50
 31.47         20.93          1.92          0.01        495.33          1.49        324.50
 31.48         20.94          1.92          0.01        495.13          1.49        324.50
 31.49         20.94          1.92          0.01        494.93          1.49        324.50
 31.50         20.95          1.92          0.01        494.73          1.49        324.50
 31.51         20.95          1.92          0.01        494.53          1.49        324.50
 31.52         20.96          1.92          0.01        494.33          1.49        324.50
 31.53         20.96          1.92          0.01        494.14          1.48        324.50
 31.54         20.97          1.92          0.01        493.94          1.48        324.50
 31.55         20.97          1.92          0.01        493.74          1.48        324.50
 31.56         20.98          1.92          0.01        493.54          1.48        324.50
 31.57         20.98          1.92          0.01        493.35          1.48        324.50
 31.58         20.99          1.91          0.01        493.15          1.48        324.50
 31.59         20.99          1.91          0.01        492.95          1.48        324.50
 31.60         21.00          1.91          0.01        492.75          1.48        324.50
 31.61         21.00          1.91          0.01        492.56          1.48        324.50
 31.62         21.01          1.91          0.01        492.36          1.48        324.50
 31.63         21.01          1.91          0.01        492.16          1.48        324.50
 31.64         21.02          1.91          0.01        491.96          1.48        324.50
 31.65         21.02          1.91          0.01        491.77          1.48        324.50
 31.66         21.03          1.91          0.01        491.57          1.48        324.50
 31.67         21.03          1.91          0.01        491.37          1.48        324.50
 31.68         21.04          1.91          0.01        491.18          1.48        324.50
 31.69         21.04          1.91          0.01        490.98          1.47        324.50
 31.70         21.05          1.91          0.01        490.78          1.47        324.50
 31.71         21.05          1.91          0.01        490.59          1.47        324.50
 31.72         21.06          1.91          0.01        490.39          1.47        324.50
 31.73         21.06          1.91          0.01        490.19          1.47        324.50
 31.74         21.07          1.90          0.01        490.00          1.47        324.50
 31.75         21.07          1.90          0.01        489.80          1.47        324.50
 31.76         21.08          1.90          0.01        489.61          1.47        324.50
 31.77         21.08          1.90          0.01        489.41          1.47        324.50
 31.78         21.09          1.90          0.01        489.21          1.47        324.50
 31.79         21.09          1.90          0.01        489.02          1.47        324.50
 31.80         21.10          1.90          0.01        488.82          1.47        324.50
 31.81         21.10          1.90          0.01        488.63          1.47        324.50
 31.82         21.11          1.90          0.01        488.43          1.47        324.50
 31.83         21.11          1.90          0.01        488.23          1.47        324.50
 31.84         21.11          1.90          0.01        488.04          1.47        324.50
 31.85         21.12          1.90          0.01        487.84          1.47        324.50
 31.86         21.12          1.90          0.01        487.65          1.46        324.50
 31.87         21.13          1.90          0.01        487.45          1.46        324.50
 31.88         21.13          1.90          0.01        487.26          1.46        324.50
 31.89         21.14          1.89          0.01        487.06          1.46        324.50
 31.90         21.14          1.89          0.01        486.87          1.46        324.50
 31.91         21.15          1.89          0.01        486.67          1.46        324.50
 31.92         21.15          1.89          0.01        486.48          1.46        324.50
 31.93         21.16          1.89          0.01        486.28          1.46        324.50
 31.94         21.16          1.89          0.01        486.09          1.46        324.50
 31.95         21.17          1.89          0.01        485.90          1.46        324.50
 31.96         21.17          1.89          0.01        485.70          1.46        324.50
 31.97         21.18          1.89          0.01        485.51          1.46        324.50
 31.98         21.18          1.89          0.01        485.31          1.46        324.50
 31.99         21.19          1.89          0.01        485.12          1.46        324.50
 32.00         21.19          1.89          0.01        484.92          1.46        324.50
 32.01         21.20          1.89          0.01        484.73          1.46        324.50
 32.02         21.20          1.89          0.01        484.54          1.46        324.50
 32.03         21.21          1.89          0.01        484.34          1.45        324.50
 32.04         21.21          1.88          0.01        484.15          1.45        324.50
 32.05         21.22          1.88          0.01        483.95          1.45        324.50
 32.06         21.22          1.88          0.01        483.76          1.45        324.50
 32.07         21.23          1.88          0.01        483.57          1.45        324.50
 32.08         21.23          1.88          0.01        483.37          1.45        324.50
 32.09         21.24          1.88          0.01        483.18          1.45        324.50
 32.10         21.24          1.88          0.01        482.99          1.45        324.50
 32.11         21.24          1.88          0.01        482.79          1.45        324.50
 32.12         21.25          1.88          0.01        482.60          1.45        324.50
 32.13         21.25          1.88          0.01        482.41          1.45        324.50
 32.14         21.26          1.88          0.01        482.22          1.45        324.50
 32.15         21.26          1.88          0.01        482.02          1.45        324.50
 32.16         21.27          1.88          0.01        481.83          1.45        324.50
 32.17         21.27          1.88          0.01        481.64          1.45        324.50
 32.18         21.28          1.88          0.01        481.44          1.45        324.50
